evals;expr;nll;coeff;best_nll
1;x + -1.0 / (x + -1.0 / (p1 ^ -x - x));247.95893148481773;[0.7203815321727557, -0.4800000252232666];247.95893148481773
11;p1 ^ (p2 + (x + p3 * abs(x) ^ x));4.200458212253849;[1.0476752213529872, 11.478064423683787, -0.09184289224930578, -0.24479478086393933];4.200458212253849
37;p1 ^ (abs(x) ^ (1.0 / (x + abs(x * x) ^ x)));-88.956570931925;[1.8336846726954963, 0.18925216794216151];-88.956570931925
47;p1 / (p2 + abs(p3 + abs(x) ^ x) ^ -x);-179.65164065793806;[0.6216801516485643, 0.3339047862479166, 713.4138281800925, -0.14730983889543903];-179.65164065793806
88;p1 * abs(p2 + 1.0 / (p3 ^ x - x)) ^ p4;-251.28701043522406;[1.6273547961471453, -1.122020983603665, -1.020192641469021, 0.11267779060624245, -0.12086252143914922];-251.28701043522406
172;abs(1.0 / (p1 - p2 ^ (p3 - x * x))) ^ x;-362.96092547314544;[0.8422980317076991, -1.5837435531810702, -1.2490374205087882, 0.08878006775176954];-362.96092547314544
495;p1 + 1.0 / (p2 - abs(p3 + p4 ^ x) ^ x);-575.3744501300625;[-0.9784484274741232, 1.6245393772072112, 1.0664401804219283, 0.2342860020421191, -0.04937205100753326];-575.3744501300625
508;abs(1.0 / (p1 / (p2 + x) - p3 ^ x)) ^ p4;-628.0206402825863;[0.3645165869452688, 0.029388546245266992, -0.32166986660814023, 0.22185008096755235, -0.04268945960938051];-628.0206402825863
18059;abs(p1 / (p2 + x) + p3 ^ x) ^ p4;-628.0206403055406;[-0.3645171725371855, 0.029389325010778337, -0.32167018074976383, -0.22185012837792656, -0.04268952456277656];-628.0206403055406
28301;p1 * (x + 1.0 / (p2 - x / p3 ^ x));-638.8278984860625;[0.31939564158515166, 0.5022263513247651, -3.065822633022458, 0.04143387395715283];-638.8278984860625
160016;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
448535;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
