evals;expr;nll;coeff;best_nll
1;-1.0 + abs(x - abs(1.0 / x) ^ p1) ^ p2 / x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(x) ^ (x + (x - abs(x) ^ (1.0 / x)));2199.0481876220288;[105.19125854888662];2199.0481876220288
10;p1 ^ (x * (p2 ^ (abs(1.0 / x) ^ x) - x));319.33441508020496;[0.8891746793475448, 0.0007445705655576877, -0.5846164523691638];319.33441508020496
14;abs(p1 ^ (x / p2 ^ (p3 ^ x))) ^ p4;-239.80624411649615;[-1.0074598403614454, -0.008884719646576243, -0.7775052194142654, 2.3337053242769783, -0.12475710934612301];-239.80624411649615
96;x / (p1 + x * (p2 - p3 ^ -x));-332.643366757135;[0.3213149486304312, 0.5418372174181549, 2.645089155344305, -0.09653565101467357];-332.643366757135
221;p1 * p2 ^ (x * abs(1.0 / (p3 - x)) ^ p4);-348.79869208961145;[0.3839028478948496, -21.25481601768868, -0.5114916927043915, 1.4834874277951973, 0.09232217002896884];-348.79869208961145
396;abs(p1 ^ (1.0 / (p2 + x / p3 ^ x))) ^ x;-394.36381433490186;[0.9470408740503575, -0.3281475225471869, -3.8743859894865844, 0.08140314842051259];-394.36381433490186
627;p1 + 1.0 / (p2 + (x + p3 / (p4 - x)));-489.19104579590885;[1.2737397091140505, -0.3340024573046951, -0.3962990153509398, 0.32470465817763156, 0.06264351956633284];-489.19104579590885
1461;p1 - abs(p2 + -1.0 / (p3 - x * x)) ^ p4;-560.1995150612363;[2.1432523730708524, -0.704553498002046, -0.5092295862298329, 1.4063940777779407, 0.05148570817383335];-560.1995150612363
2310;p1 * abs(1.0 / (p2 - x) + p3 ^ x) ^ p4;-588.7737618900442;[0.20693672349846434, -0.6750201374288054, 0.4346971155557869, -1.2713960987408361, -0.04757839767769576];-588.7737618900442
11700;p1 / (p2 + (1.0 / (p3 - x) + p4 ^ x));-612.6151113556635;[-0.23530212964935834, 0.057022596317997915, -0.6738188023163346, 0.4283914951644789, -0.04454542732625364];-612.6151113556635
44794;p1 ^ (p2 + abs(1.0 / (p3 + p4 ^ x)) ^ p5);-613.1687848100231;[0.1664938858078429, -0.432030990656359, -0.2177480020815225, 0.2020524804719107, -1.2667432970163441, -0.04447739482760069];-613.1687848100231
65054;p1 / p2 ^ (abs(p3 + p4 ^ x) ^ p5);-613.1687848418208;[2.1696009907792693, -6.006290055632954, -0.21774830317509597, 0.20205266561327836, 1.2667488380826015, -0.04447733418934136];-613.1687848418208
70068;abs(p1 + abs(p2 + p3 ^ -x) ^ p4) ^ p5;-619.6811497822813;[0.6228109821803414, -0.2123058627409251, 5.160285689017568, 1.455453376598348, -1.6220614724175633, -0.0436844407881542];-619.6811497822813
82525;1.0 / (p1 - p2 ^ (x * p3 ^ (p4 ^ x)));-625.7107558187995;[2.512585944665888, -1.1436544718761887, 21.57979930618972, -0.5433499919885498, 0.04296276972523583];-625.7107558187995
109918;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];-642.5677312213526
133911;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];-661.187970874199
436860;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
646251;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
762627;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
