evals;expr;nll;coeff;best_nll
1;p1 + abs(x + -1.0 / (x - abs(x) ^ p2)) ^ p3;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;x + abs(x) ^ (1.0 / (x + abs(x) ^ x));592.0377190021857;[1.2417538370593246];592.0377190021857
4;p1 ^ (1.0 / (1.0 / x + 1.0 / (p2 ^ x - x)));-35.20032021274214;[-8.859867397379354, 1.4930494225418092, 0.21954962263440708];-35.20032021274214
7;abs(p1 / (p2 - abs(abs(x) ^ x) ^ (1.0 / x))) ^ p3;-37.592381847851094;[-173.0275852413701, 1.1577408347206743, 0.09946927717577818, 0.21810335465775219];-37.592381847851094
29;abs(abs(p1 / (x + -1.0 / (p2 - x))) ^ x) ^ p3;-123.68504488334293;[4.001099257584754, -423.72735455762626, 0.46174628046962685, -0.17194002732498004];-123.68504488334293
65;abs(p1 + p2 ^ (p3 ^ (p4 * x))) ^ x;-265.3091793450389;[0.1110750043418874, -6.665458665815449, 3.07006673428596, -0.9794880240716266, -0.11627039808911396];-265.3091793450389
115;p1 - abs(x + abs(1.0 / (p2 + x)) ^ x) ^ p3;-298.30576430790916;[2.0726555987240207, -0.9538695871597521, -1.1435026948960016, 0.10614092158567444];-298.30576430790916
131;p1 / (p2 / (x + 1.0 / (p3 - x)) - x);-301.5002378903663;[-5.1309961660464705, -2.2185488922325125, 3.3145760774512816, 0.10520840492112901];-301.5002378903663
224;p1 ^ (x + p2 / (x + 1.0 / x)) - x;-373.39216509770955;[1.4422421985684544, 4.082807694960091, -0.08625833252478551];-373.39216509770955
487;p1 - abs(p2 + 1.0 / (p3 - x * x)) ^ p4;-560.1995150612262;[2.1432523970335584, 0.7045534951128807, -0.5092295838958159, 1.406394014789847, 0.0514857057276624];-560.1995150612262
1513;p1 ^ (p2 - abs(1.0 / (p3 - p4 ^ x)) ^ p5);-613.1687848425732;[6.006293995580123, 0.43202801590205026, 0.21774832833072358, -0.20205268441104673, -1.2667492956485256, 0.044477355500160104];-613.1687848425732
4359;1.0 / (p1 + p2 * abs(p3 + p4 ^ x) ^ p5);-620.4787457230904;[0.46549213526835936, 1.5446658858372893, -0.20928996481249187, 0.189177187102028, 1.576545413787029, -0.04358822950126839];-620.4787457230904
36389;p1 * (x + -1.0 / (p2 + x * p3 ^ x));-638.8278984860593;[0.3193956427793211, -0.5022263539251534, -0.32617673117090656, -0.04143387786227064];-638.8278984860593
72242;p1 * (x + 1.0 / (p2 - x / p3 ^ x));-638.8278984860625;[0.31939564158515166, 0.5022263513247651, -3.065822633022458, 0.04143387395715283];-638.8278984860625
193510;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
