evals;expr;nll;coeff;best_nll
1;x - abs(p1 * x - x / (p2 + x)) ^ p3;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(abs(x) ^ (1.0 / x)) ^ (abs(1.0 / (x + 1.0 / x)) ^ x);472.2587278447148;[-0.8919399886336883];472.2587278447148
7;x / p1 ^ (p2 ^ x / abs(x) ^ x);289.9958959303362;[0.24232029872693586, 0.4256829635502999, 0.5391049984640695];289.9958959303362
17;p1 / (p2 + (1.0 / x - abs(p3 ^ x) ^ x));-156.5717385044598;[10.350745636656042, 5.272877194325425, 0.6858962525996242, 0.15700821632789733];-156.5717385044598
21;p1 ^ (1.0 / (p2 * p3 ^ x - p4 ^ x));-406.190439900308;[0.9849059184425552, -0.017196743398909847, 1.2205087264682235, -0.00014672682489401132, 0.07878665878806691];-406.190439900308
37;p1 - abs(abs(p2 + 1.0 / (p3 - x)) ^ p4) ^ p5;-497.9339307018257;[2.262052264584396, 0.7727829019253883, -0.30087983495472803, -1.6247387961111777, -0.41662039117379757, -0.061148699706133125];-497.9339307018257
1294;1.0 / (p1 + -1.0 / (1.0 / (p2 + x) + p3 ^ x));-511.2972010038352;[0.6115668009990795, -0.4936908802551829, -4.860691070340677, 0.05893254573286533];-511.2972010038352
3895;abs(-1.0 / (p1 - p2 ^ x) + p3 ^ x) ^ p4;-521.9705338183383;[-1.2716603958670762, -0.2470809720497848, 0.04175449981175503, -2.0404354297611955, -0.057220328582229286];-521.9705338183383
18712;p1 / p2 ^ (abs(p3 + p4 ^ x) ^ p5);-613.1687848418208;[2.1696009907792693, -6.006290055632954, -0.21774830317509597, 0.20205266561327836, 1.2667488380826015, -0.04447733418934136];-613.1687848418208
35170;p1 * p2 ^ (abs(1.0 / (p3 - p4 ^ x)) ^ p5);-613.168784842506;[2.16960101244266, 0.16649197988341682, 0.2177483204546858, 0.2020527200138283, -1.2667492996792733, -0.04447734589310456];-613.168784842506
72076;abs(1.0 / (p1 / (p2 - x) - p3 ^ x)) ^ p4;-628.0206403045324;[-0.3645171734571187, -0.029389294608511595, 0.321670225255461, 0.2218500781150268, -0.042689556399016844];-628.0206403045324
143195;p1 * (x + -1.0 / (p2 + x * p3 ^ x));-638.8278984860593;[0.3193956427793211, -0.5022263539251534, -0.32617673117090656, -0.04143387786227064];-638.8278984860593
193498;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
628707;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
772510;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
