generation,individual_index,expression,fitness,nodes
0,0,(abs(-0.4976269511731213)**(x0)) / ((x0) - ((x0) + (x0))),-0.30688739554982064,9
0,1,(1/((0.9593925124025178) * (x1))) / ((abs(x1)**(x1)) + (x1)),-0.3068868325690608,10
0,2,((1/(0.04305808833185425)) / (1/(0.6259464034508825))) * (1/(x0)),-0.07170146741312101,8
0,3,(1/(x1)) - (1/(x0)),-0.3068868325690608,5
0,4,abs((x1) * ((x1) / (-3.228415753141874)))**(1/(-11.053417064755141)),-0.0037634174835678015,8
0,5,1/((abs(-0.9563204617576493)**(0.2968928695136458)) / (0.5234396508466022)),-0.025533074886169703,6
0,6,(abs((-0.37088908777725327) / (x0))**((x1) * (x0))) / (x1),-0.3068868325690608,9
0,7,((x0) * ((x0) - (x0))) + ((x0) * (0.0011791148787444793)),-0.24460888942354708,9
0,8,((x1) + (x1)) + (((x1) / (0.7100218277216822)) / (-0.7046191187579155)),-0.24460888942106468,9
0,9,((x1) * (0.842374479469219)) / ((x0) + ((-14.019617077296742) + (x0))),-0.006104260308186911,9
0,10,1/(1/(x0)),-44688.330823849145,3
0,11,(1/(x0)) / ((1/(x0)) - (x0)),-0.308522199859251,7
0,12,(abs(1/(0.685719415511824))**(x1)) * (abs(1/(0.9275432119522682))**(x0)),-2.472899938550368e+198,9
0,13,abs((-0.1625523219932042) + (0.1625494871580934))**(1/(x0)),-0.17687525115458833,6
0,14,((x0) * (x0)) - (abs(1/(x1))**((x0) + (-0.13609323963649356))),-9236725483.322733,10
0,15,1/(((x0) / (x1)) - (x0)),-0.34222621638170203,6
0,16,(1/(abs(x1)**(x1))) - (((x0) * (x1)) * (-1.5808971200360045e-06)),-0.2838103662729143,10
0,17,((0.7465823721984919) * (abs(x1)**(-1.0176200204754173))) / ((1/(x0)) / (x1)),-20155.1745905347,10
0,18,1/(1/((x0) / (x0))),-0.2460310314640884,5
0,19,(((x1) + (x1)) / (-11.23310961047829)) * (1/(x1)),-0.527467051766542,8
0,20,(1/((x0) + (51.34568857662715))) * ((x1) * ((0.0011059025165940822) * (x0))),-0.26204383458165775,10
0,21,1/((x1) - (1/(x0))),-0.27555446642397635,5
0,22,((0.16691862231166354) + (abs(x1)**(-0.24327864234782134))) * ((x0) / (x0)),-0.004456950515012691,9
0,23,(((x0) - (x0)) * (x0)) - ((-0.5545119897641667) + (1/(x0))),-0.03287239974025226,10
