generation,individual_index,expression,fitness,nodes
0,0,1/(1/(x0)),-44688.330823849145,3
0,1,(1/((x1) / (x0))) - (abs(-2.185883999321939)**(-0.9666413453526822)),-0.025533074884556216,8
0,2,1/(((x0) + (-0.35607180986978704)) * (abs(x0)**(x1))),-0.3068868325690608,8
0,3,(1/(-1.2590021852809503)) - ((x1) - (139.957853606009)),-25533.0984514736,6
0,4,(1/(0.8986552466283558)) * ((1/(-1.9108473439312421)) + ((x0) / (x0))),-0.025533074884567467,9
0,5,(abs(x0)**(1/(x0))) - (1/(x0)),-0.2951731714373417,7
0,6,((13.753619099880417) * (1/(x1))) - ((-0.0008720780720334903) * (x1)),-0.038318353604917685,8
0,7,(abs(1/(x1))**(x0)) + ((14.537255358855283) * (1/(x0))),-0.07170146741312347,9
0,8,((x1) * (1/(-13.430115440704695))) * (1/(x1)),-0.3914218709978532,7
0,9,abs(1/(1/(-0.729691876836486)))**(abs(x1)**(x0)),-0.3068868325690608,7
0,10,abs(1/(x0))**(1/(6.483470557391031)),-0.005465980222340405,5
0,11,(1/(x1)) * (((-33.2723862119086) / (x0)) * ((9.94670192238894) - (x1))),-0.025379422474847337,10
0,12,(1/(x0)) / ((-1.935427613042945) * ((0.5729688660111969) * (0.6904231127337089))),-0.35104578522070773,8
0,13,(((139.2117518297316) - (x0)) - (1/(x0))) - (1/(x1)),-25523.758787696337,9
0,14,((0.5062684432873472) - (abs(x1)**(-2.687820530890435))) + (1/(x0)),-0.019314980378528898,8
0,15,(abs((x1) + (x0))**((0.9187088372478753) - (x1))) + (x0),-44688.330823849145,9
0,16,1/((x1) / (14.53725459153981)),-0.07170146741312,4
0,17,((x0) * ((x0) - (x1))) / ((x1) + (1/(x1))),-0.3068868325690608,10
0,18,(1/(x0)) - ((-0.0011568051911530362) / (1/(x1))),-0.21570145038016925,7
0,19,1/(abs(x1)**((x0) + (x0))),-0.3068868325690608,6
0,20,(((x0) / (-5.3698198887588084)) / (x1)) - ((1/(x0)) / (1.2991188406146699)),-0.5715963625162552,10
0,21,1/(((x1) * (x1)) - (1/(x1))),-0.3052653266563919,7
0,22,((1/(-0.8671692647062406)) + (-0.37654709603963016)) / ((x1) / (1/(-0.10522790422190252))),-0.07170146741311963,9
0,23,((1/(x0)) + ((x1) * (x0))) + (x1),-9275574131.113174,8
0,24,1/(abs(x1)**(abs(x1)**(x0))),-0.3068868325690608,6
0,25,(((x0) - (x1)) + (44795.49008408932)) - ((x0) * (x0)),-7230264536.272384,9
0,26,((-138.58458455144145) + ((x1) - (139.12351974203452))) + ((1/(1.0283277448829904)) + (x1)),-102380.92945671115,10
0,27,1/((-296.7878051180178) - ((x1) + (x0))),-0.30940103502133026,6
0,28,(((x1) / (x0)) / (x1)) - (1/(x0)),-0.3068868325690608,8
0,29,((x0) - (x0)) * (((x1) / (x1)) + (x0)),-0.3068868325690608,9
0,30,((x1) + (x1)) * (1/(6.52738516671946)),-4173.250628785381,6
0,31,1/(1/(0.5304279035607804)),-0.02553307488454261,3
0,32,((x0) - (x0)) + ((x0) * (x1)),-9236725483.322733,7
0,33,((10.75770307586371) + (x1)) / ((x1) / (0.45947688151196736)),-0.007220556290042449,7
0,34,1/(((1.0165961428680583) / (x1)) / (0.0011986841063002134)),-0.24460888942324893,6
0,35,(1/(1/(x0))) * ((x1) - (abs(x1)**(0.9999997493025665))),-0.2859587659947564,9
0,36,((x0) + (-138.5521318824843)) + (1/(abs(x0)**(0.2213185580387284))),-25589.436302166534,8
0,37,((1/(-4.988249498252088)) * (x0)) - ((-25.89363644810375) - ((x0) - (x1))),-1025.4232386845752,10
0,38,1/((1/(x0)) + (abs(-0.17391324832944655)**(x0))),-44688.33082384416,7
0,39,abs(abs(0.7402149897993349)**(1/(0.9871698244751508)))**((x1) * (x0)),-0.3068868325690608,8
0,40,1/(1/((x0) * (x0))),-9236725483.322739,5
0,41,((x1) * (x0)) / ((x0) * ((x0) * (x0))),-0.27564347345582146,9
0,42,abs((x1) * (x1))**(1/(x0)),-0.4249159930175526,6
0,43,(abs((x0) / (x1))**(x1)) + (1/(x1)),-0.26295583475240564,8
0,44,1/((8.892244997659931) / (x0)),-554.9193871739205,4
0,45,1/(((x0) / (58.62735068202738)) + (1.1435715134319004)),-0.015610687738680634,6
0,46,abs(1/(x1))**((-0.7704171107849334) * ((x0) - (x0))),-0.2460310314640884,8
0,47,(1/(abs(x1)**(x1))) - (1/(x1)),-0.340355937648185,7
0,48,((x1) / ((x1) * (x0))) / (1/(x1)),-0.24603103146408833,8
0,49,abs((x0) * (6.193555651331188))**(1/((-0.22630472907769894) / (7.951116348672035))),-0.3068868325690608,8
0,50,1/(1/(0.5304278931821419)),-0.025533074884542657,3
0,51,((x1) * (x0)) * ((abs(-0.14874959810128496)**(x0)) * (x0)),-0.30688683218168383,9
0,52,1/(1/(0.5304278931678483)),-0.025533074884542657,3
0,53,(((x0) + (x1)) + (-206.94798129319312)) + ((x1) + (-208.42092443956156)),-230294.9062986634,9
0,54,((((x1) + (0.5304278930437512)) - (x0)) / (x0)) * (x0),-0.025533074884542335,9
