dummy,evals,expr,fitness,length
0,1,(((-1.2606413) + ((-0.018289804) * log_v_k_nu)) / 1 / ((-1.3936222))),-0.062790275,6
0,2,(abs(((abs((-0.59043026)) ^ ((-0.17874911) * log_v_k_nu)) * 1 / ((-1.4467771)))) ^ (((-1.318995) * log_v_k_nu) - 0.8977524)),-0.04200851,10
0,3,(1.4157563 / 0.78731883),-0.06317927,3
0,4,1 / (1 / ((((((-0.59169096) * log_v_k_nu) + (2.3331716 * log_v_k_nu)) / ((0.39813104 * log_v_k_nu) + ((-0.6088745) * log_v_k_nu))) / ((0.1632297 * log_v_k_nu) * ((-0.99491256) * log_v_k_nu))))),-3.4028235e+38,13
0,5,(((0.71683866 * log_v_k_nu) - 1.36667) - 1 / ((1.1853824 * log_v_k_nu))),-3.4028235e+38,6
0,6,1 / ((((-2.2739372) * log_v_k_nu) / (-1.3608075))),-3.4028235e+38,4
0,7,((((1.2739377 * log_v_k_nu) / ((-0.084597312) * log_v_k_nu)) * (abs((-0.7238394)) ^ (-0.45158917))) / (abs((1.0354645 * log_v_k_nu)) ^ (0.059080709 * log_v_k_nu))),-3.4028235e+38,11
0,8,((0.29485729 / 0.21510518) + 1 / ((0.36982331 * log_v_k_nu))),-3.4028235e+38,6
0,9,1 / ((0.49862483 * log_v_k_nu)),-3.4028235e+38,2
0,10,(1 / ((-1.9994386)) + 2.2983398),-0.06317927,4
0,11,(((abs(1.5968571) ^ (-8.3198051)) * 1 / (0.22553504)) - (1 / (1.2968818) - 1 / (0.40339056))),-0.06317927,12
0,12,(((abs(1.0105377) ^ 0.032413587) / ((-0.37721077) * log_v_k_nu)) * ((-0.31134942) + 0.71089369)),-3.4028235e+38,9
0,13,((abs(1 / (((-1.8906492) * log_v_k_nu))) ^ 0.86818463) - (0.20217304 - 0.21486826)),-3.4028235e+38,8
0,14,(1 / (((-1.6514232) * log_v_k_nu)) + ((-0.64480817) * log_v_k_nu)),-3.4028235e+38,4
0,15,(abs((abs((((-8.4105558) * log_v_k_nu) + 26.770821)) ^ 3.4009447)) ^ ((0.9189263 * log_v_k_nu) - (0.87531203 * log_v_k_nu))),-0.122900926,9
0,16,(((1.3952239 * log_v_k_nu) * 0.31546238) * 1 / ((-1.3961025))),-5.4662933,6
0,17,(1 / (((-0.30643216) * log_v_k_nu)) / ((-1.1300328) * log_v_k_nu)),-3.4028235e+38,4
0,18,1 / (1 / (((abs((-1.4154865)) ^ (-0.50731885)) + ((-1.4847409) / ((-0.95348859) * log_v_k_nu))))),-3.4028235e+38,9
0,19,1 / (1 / ((0.5403682 * log_v_k_nu))),-1.0711596,3
0,20,((abs(((-0.68287253) * log_v_k_nu)) ^ 0.95298392) / 1.265579),-1.072989,5
0,21,1 / ((1 / (((0.63722813 / (2.1782839 * log_v_k_nu)) * 0.7494964)) + 1 / ((((-0.26551118) * log_v_k_nu) - 1.4396379)))),-4.121064,12
0,22,((((0.39982915 * log_v_k_nu) / (-0.21733795)) * 1 / (1.1042706)) / (0.36154845 * 1.6409624)),-45.226322,10
0,23,(((-0.5126574) * log_v_k_nu) / (-1.1180768)),-1.2870646,3
0,24,(abs(((-0.48563188) * log_v_k_nu)) ^ (-1.3429633)),-3.4028235e+38,3
0,25,((abs(1 / (((-0.06709154) * log_v_k_nu))) ^ (-0.87859637)) / (((-0.50770384) * log_v_k_nu) * (0.56760395 * log_v_k_nu))),-3.4028235e+38,8
0,26,((((-0.84769487) * log_v_k_nu) + (0.26765442 * log_v_k_nu)) / (-0.48440456)),-0.9059362,5
0,27,(((abs(1.6391901) ^ (0.14414161 * log_v_k_nu)) + ((0.078858994 * log_v_k_nu) / (-1.4060121))) + (abs(1 / (0.2930122)) ^ (-0.22355551))),-0.06338128,12
