dummy,evals,expr,fitness,length
0,1,(abs((((-0.35816109) * log_v_k_nu) / (-0.58124346))) ^ (1.0835074 * log_v_k_nu)),-5.505958,5
0,2,1 / (((-0.24753146) * log_v_k_nu)),-3.4028235e+38,2
0,3,(1 / ((0.95246893 * log_v_k_nu)) * 1.1884961),-3.4028235e+38,4
0,4,1 / (0.55611181),-0.06317927,2
0,5,((abs((abs((0.41688228 * log_v_k_nu)) ^ ((-1.085102) * log_v_k_nu))) ^ (-0.48103979)) * (abs(1.4843533) ^ ((-0.77530426) * log_v_k_nu))),-1.8058552,9
0,6,(((-167.14548) / (-91.8731)) - 1 / (47.490192)),-0.06317931,6
0,7,(1.7568576 - ((-0.025488928) * log_v_k_nu)),-0.062790275,3
0,8,1 / (0.52646494),-0.073433354,2
0,9,(1 / (1 / (((-1.0206555) * log_v_k_nu))) - 1 / (1 / (0.58378875))),-17.019012,7
0,10,((((1.2309264 * log_v_k_nu) / 1.4472749) + 1 / (((-1.6235538) * log_v_k_nu))) / (((-1.7629721) * log_v_k_nu) + (-0.54892862))),-3.4028235e+38,10
0,11,(1.7568579 + (0.025488734 * log_v_k_nu)),-0.062790275,3
0,12,1 / ((1 / (1 / ((0.32099491 * log_v_k_nu))) - (abs((-0.4456569)) ^ (2.3297327 * log_v_k_nu)))),-761.8532,8
0,13,(127.61538 - 125.81712),-0.063179255,3
0,14,((1 / ((-1.2870988)) + 1 / ((-0.51007837))) * 1 / (1 / (((-0.79734027) * log_v_k_nu)))),-5.883636,9
0,15,((abs((abs((-0.50897962)) ^ 0.058746956)) ^ (0.16279861 / ((-0.44936576) * log_v_k_nu))) - (1 / (0.87772208) / 1.2187011)),-3.4028235e+38,12
0,16,1 / (0.5561102),-0.0631793,2
0,17,((((0.078886941 * log_v_k_nu) - (-0.56866413)) - 1 / ((-0.22421627))) + 1 / (((-1.6576734) * log_v_k_nu))),-3.4028235e+38,9
0,18,((0.075115882 / ((-0.45354614) * log_v_k_nu)) + 1 / ((1.1753517 * log_v_k_nu))),-3.4028235e+38,6
0,19,1 / (0.55611181),-0.06317927,2
0,20,1 / (((abs((0.088429116 * log_v_k_nu)) ^ (0.53255844 * log_v_k_nu)) / 1 / (((-0.34812784) * log_v_k_nu)))),-3.4028235e+38,7
0,21,((-0.53066212) / ((-0.068015121) * log_v_k_nu)),-3.4028235e+38,3
0,22,((((0.31802076 * log_v_k_nu) / (-0.45876312)) * 1 / (((-0.63895535) * log_v_k_nu))) / (abs(((-1.1727029) * log_v_k_nu)) ^ (-0.10278833))),-3.4028235e+38,10
0,23,1 / ((0.85387295 * (0.28738189 * log_v_k_nu))),-3.4028235e+38,4
0,24,((((0.22510898 * log_v_k_nu) - 0.95318294) * 1 / ((0.067246065 * log_v_k_nu))) / (abs(((-0.9882403) * log_v_k_nu)) ^ (-1.1452665))),-3.4028235e+38,10
0,25,((((-0.03030201) * log_v_k_nu) + (-2.0886135)) / 1 / ((-0.84115988))),-0.06279028,6
0,26,1 / ((273.46646 - (1697.5583 * log_v_k_nu))),-3.2963214,4
0,27,(abs(((-0.025733676) * log_v_k_nu)) ^ 1.1804316),-3.210341,3
0,28,(1 / (0.91000146) / ((-1.6240304) * log_v_k_nu)),-3.4028235e+38,4
0,29,((1.2464237 * 3.0785286) * (0.42817053 * 1.0944912)),-0.0631793,7
0,30,(1 / ((0.36548123 * log_v_k_nu)) - (0.25492308 * log_v_k_nu)),-3.4028235e+38,4
0,31,((1.3047229 * (1.6340255 * log_v_k_nu)) / ((-0.42913499) / (1.3093415 * log_v_k_nu))),-804.65436,7
0,32,(((abs(0.20045893) ^ (1.7862815 * log_v_k_nu)) / (abs(((-2.0600567) * log_v_k_nu)) ^ (-1.8960992))) + (((-1.0587559) * log_v_k_nu) - ((-0.086655334) * log_v_k_nu))),-11.425969,11
0,33,1 / (1 / (1.7981995)),-0.06317927,3
0,34,(abs(1 / ((0.55086786 * log_v_k_nu))) ^ (-0.2522141)),-0.79411644,4
0,35,((0.1169186 - 1.4453487) / (abs(((-0.20764691) * log_v_k_nu)) ^ (-0.087046459))),-9.012911,7
0,36,1 / (((1 / ((0.27010116 * log_v_k_nu)) * (-1.4106414)) / (0.015307036 * ((-1.2894986) * log_v_k_nu)))),-3.2534366,9
0,37,(((-0.49779752) / ((-0.338173) * log_v_k_nu)) + (0.51421219 * log_v_k_nu)),-3.4028235e+38,5
0,38,((((-0.58457029) * log_v_k_nu) / (-0.68804097)) + (1.0032988 * log_v_k_nu)),-3.5196264,5
0,39,1 / (0.55611169),-0.06317933,2
0,40,(((0.035160277 * log_v_k_nu) * 0.77136296) + (-0.57606488)),-5.492974,5
0,41,(1 / (((-1.7709564) * log_v_k_nu)) * 1 / (((-0.61234093) * log_v_k_nu))),-3.4028235e+38,5
0,42,1 / (((1 / (1.3977203) / ((-0.10403258) * log_v_k_nu)) - ((0.93548977 * log_v_k_nu) - (0.87713468 * log_v_k_nu)))),-4.182222,9
0,43,1 / ((-1923.0332)),-3.2985702,2
0,44,((((-0.50312406) * log_v_k_nu) + (1.1445292 * log_v_k_nu)) / (0.067188814 + 0.10053372)),-28.102783,7
0,45,(1 / (0.57495099) + 0.058979589),-0.063179314,4
0,46,(1 / (1 / ((-1.3709933))) + ((0.025488062 * log_v_k_nu) + 3.1278527)),-0.062790275,7
0,47,1 / ((0.39228535 * log_v_k_nu)),-3.4028235e+38,2
0,48,1 / ((((0.15467696 - (1.1001995 * log_v_k_nu)) + (abs((-0.92858863)) ^ ((-0.037951574) * log_v_k_nu))) - 1 / (1 / (((-0.0024311377) * log_v_k_nu))))),-1079.6617,12
0,49,(abs((1 / ((-1.5062145)) * (2.0006082 * log_v_k_nu))) ^ ((-0.49778208) - (0.96443176 * log_v_k_nu))),-3.4028235e+38,8
0,50,(((abs(0.66347814) ^ (-0.045347698)) / 1 / (1.6545402)) / ((1.8763263 * log_v_k_nu) * (0.31718481 * log_v_k_nu))),-3.4028235e+38,10
0,51,1 / (1 / (1 / (0.55610806))),-0.063179314,4
0,52,(1 / ((-1120.0331)) + (0.90822893 * log_v_k_nu)),-0.63566625,4
0,53,(1.7568582 + (0.025488675 * log_v_k_nu)),-0.062790275,3
0,54,(((0.3260501 * log_v_k_nu) - (-1.7568579)) + ((0.41743699 * log_v_k_nu) + ((-0.71799827) * log_v_k_nu))),-0.062790275,7
0,55,((((-0.36611539) * log_v_k_nu) * ((-1.5243351) * log_v_k_nu)) * ((-1.8051534) * log_v_k_nu)),-145.54608,5
0,56,(1 / ((0.66224051 * log_v_k_nu)) / (-0.49619818)),-3.4028235e+38,4
0,57,((1 / (13.828285) + ((3.2512739 * log_v_k_nu) + (1.2397197 * log_v_k_nu))) / ((abs(0.40855545) ^ 1.6294171) - ((-2.3144078) * log_v_k_nu))),-0.036682256,12
0,58,((1 / ((0.13704523 * log_v_k_nu)) / (0.197354 * log_v_k_nu)) * 1 / (1.1725812)),-3.4028235e+38,7
0,59,1 / ((1 / (((0.2296865 * log_v_k_nu) - (0.99364531 * log_v_k_nu))) + (((-0.42596561) - (0.40391654 * log_v_k_nu)) / 1 / ((1.3390143 * log_v_k_nu))))),-4.4422855,12
0,60,(abs(((abs((-0.19311658)) ^ ((-0.0049526924) * log_v_k_nu)) / 0.70014745)) ^ (1.5973995 + (-0.010161102))),-0.0628234,9
0,61,((1 / (((-1.1884706) * log_v_k_nu)) + 1 / ((-0.20737632))) * (1 / (0.053174376) * (1.0251606 * log_v_k_nu))),-3.4028235e+38,10
