dummy,evals,expr,fitness
0,1,(((abs(1 / (((0.72742021 * log_v_k_nu) - (0.093656883 * log_v_k_nu)))) ^ (1 / ((0.040725399 * log_v_k_nu)) + 0.79510313)) / (((0.11668244 * log_v_k_nu) - (0.7735517 * log_v_k_nu)) + 1 / (((-0.99200803) * log_v_k_nu)))) + (1 / ((((-1.0812309) * log_v_k_nu) - (1.1132874 * log_v_k_nu))) + 1 / (1 / ((-0.48280597))))),-3.4028235e+38
0,2,1 / ((abs((((1 / (((-2.6187551) * log_v_k_nu)) - (abs(((-1.6482611) * log_v_k_nu)) ^ (0.60603124 * log_v_k_nu))) - 1 / (((0.36025372 * log_v_k_nu) / 0.65142208))) + (abs((((-0.26541793) / ((-0.1394231) * log_v_k_nu)) * (0.37730709 * 0.2516081))) ^ 1 / ((abs(1.1459998) ^ 0.21150859))))) ^ ((1 / (((-1.2593921) + ((-1.2317915) * log_v_k_nu))) + 1 / ((abs((1.1247483 * log_v_k_nu)) ^ (-1.512138)))) - (abs(((abs((0.46087611 * log_v_k_nu)) ^ 0.79185086) + (((-0.79799086) * log_v_k_nu) + 0.77363211))) ^ ((((-1.8610799) * log_v_k_nu) + (0.94405216 * log_v_k_nu)) - 1 / (1.1356061)))))),-3.4028235e+38
0,3,((((((1.5762528 * log_v_k_nu) * ((-0.14136563) * log_v_k_nu)) / 1 / (((-0.19713619) * log_v_k_nu))) + 1 / (((-1.4140999) - (-0.39927974)))) - ((abs(1 / (((-0.54314917) * log_v_k_nu))) ^ ((-0.35519487) + ((-1.742359) * log_v_k_nu))) - (abs((((-1.8844346) * log_v_k_nu) / (0.73910791 * log_v_k_nu))) ^ ((-0.98583901) + (0.091564372 * log_v_k_nu))))) - (1 / (((abs(((-0.42492783) * log_v_k_nu)) ^ (-0.38470277)) - 1 / ((0.70031047 * log_v_k_nu)))) + 1 / ((((-0.87702954) * log_v_k_nu) - 0.050650291)))),-3.4028235e+38
0,4,(1 / ((abs(1 / (((-0.54023713) * log_v_k_nu))) ^ (0.2282666 * log_v_k_nu))) * (1 / (1.0494177) * ((0.7639854 * log_v_k_nu) / 0.83010679))),-1.0792594
0,5,(((1 / (1.3004024) - (abs((0.036698084 * log_v_k_nu)) ^ 1.4866279)) / ((abs((-0.091691881)) ^ ((-0.48748183) * log_v_k_nu)) - (abs((-0.377556)) ^ 1.3653517))) * ((abs(1 / ((-1.5245153))) ^ ((-2.8407125) * log_v_k_nu)) - ((-0.10827425) - 0.37444505))),-0.8556216
0,6,((((((abs((-0.96321481)) ^ (1.0013278 * log_v_k_nu)) / (-1.6954995)) + (abs(((-1.3077047) * log_v_k_nu)) ^ ((-0.83214253) * log_v_k_nu))) + ((1.0992881 * (-0.51544869)) - 1 / (0.16422954))) - (((((-0.81508207) * log_v_k_nu) / ((-0.52282655) * log_v_k_nu)) - ((1.1213386 * log_v_k_nu) / (-1.6250066))) + 1 / ((0.078137249 / (-1.0880104))))) * 1 / ((((((-0.27453369) * log_v_k_nu) * ((-0.10807341) * log_v_k_nu)) * (0.46988061 - (-1.0393997))) - ((abs((-0.030551272)) ^ 0.34612632) - (abs(((-1.548894) * log_v_k_nu)) ^ (0.36499998 * log_v_k_nu)))))),-3.4028235e+38
0,7,(((((0.16599984 - (0.73723847 * log_v_k_nu)) + (((-1.0378391) * log_v_k_nu) / ((-0.51060027) * log_v_k_nu))) + ((((-0.32764429) * log_v_k_nu) - (1.3998262 * log_v_k_nu)) - (-0.0088539273))) / ((((-1.1603211) * log_v_k_nu) / (0.92140836 * log_v_k_nu)) + (1.1175091 * 0.91755664))) * (((abs((-0.39044556)) ^ ((-0.14249955) * log_v_k_nu)) - ((-0.33844945) + 0.6700806)) * ((0.12439623 * (-0.1234183)) / 1 / ((0.34476736 * log_v_k_nu))))),-3.4028235e+38
0,8,((((((-0.60186642) * log_v_k_nu) - (0.10644528 * log_v_k_nu)) / (0.45375896 / (0.51835662 * log_v_k_nu))) * (abs(((-1.9272768) / (1.3779064 * log_v_k_nu))) ^ (abs((0.95323378 * log_v_k_nu)) ^ (1.2207654 * log_v_k_nu)))) - (abs(((abs((0.57025635 * log_v_k_nu)) ^ (0.23003292 * log_v_k_nu)) * 1 / (1.1462594))) ^ ((((-0.51603949) * log_v_k_nu) - (-2.1174505)) / ((-1.6445922) / ((-0.32279077) * log_v_k_nu))))),-3.4028235e+38
0,9,(((abs((((-0.17253061) * log_v_k_nu) - 0.15754773)) ^ (0.85355538 / (0.12034873 * log_v_k_nu))) + ((((-0.91835356) * log_v_k_nu) / 0.35006404) * ((-0.63549417) - (0.25691733 * log_v_k_nu)))) * (1 / ((abs(0.32623345) ^ 1.84245)) / ((((-0.43397912) * log_v_k_nu) - ((-0.097221702) * log_v_k_nu)) * ((-0.379908) * log_v_k_nu)))),-3.4028235e+38
0,10,(1 / (1 / ((abs(((-0.84648848) + 1.4122219)) ^ (((-0.44721878) * log_v_k_nu) + 0.38364279)))) + (abs((1 / (1 / (0.40746537)) * ((-0.18686275) + (2.2395494 * log_v_k_nu)))) ^ ((0.51535434 * 0.56436282) - ((1.3208281 * log_v_k_nu) - 0.67917281)))),-0.0038555907
