dummy,evals,expr,fitness,length
0,1,(abs((((-1.3718324) * log_v_k_nu) - (-0.25371924))) ^ 1 / (((-0.39693955) * log_v_k_nu))),-3.4028235e+38,6
0,2,(1 / (((0.33802617 * log_v_k_nu) + (-0.32257086))) + (((-0.72119427) * log_v_k_nu) * 1.3629031)),-2190.4307,8
0,3,(((0.45369619 / (1.5404836 * log_v_k_nu)) / (((-0.011969954) * log_v_k_nu) + (-1.5722609))) + (1 / ((-1.3369819)) * ((-1.1294606) * log_v_k_nu))),-3.4028235e+38,12
0,4,(((0.13732338 * log_v_k_nu) - ((-0.12277858) * log_v_k_nu)) - 1 / (((-0.63591927) * log_v_k_nu))),-3.4028235e+38,6
0,5,(1 / (((-0.1184818) * log_v_k_nu)) + (-0.22972344)),-3.4028235e+38,4
0,6,(abs(((0.46743324 * log_v_k_nu) / 0.53149933)) ^ ((-1.5401477) * (0.50719154 * log_v_k_nu))),-1.4522433,7
0,7,1 / ((-1427.9034)),-3.2992208,2
0,8,1 / (0.55281067),-0.0632946,2
0,9,(((abs((1.0893484 * log_v_k_nu)) ^ (-0.69007516)) * ((-1.5434415) + (0.38278878 * log_v_k_nu))) * 1 / (1 / ((-0.056651447)))),-3.4028235e+38,11
0,10,(((0.83239895 * log_v_k_nu) - (-1.6966559)) + (0.42841372 / ((-0.70284808) * log_v_k_nu))),-3.4028235e+38,7
0,11,(abs(1 / ((1.5368125 - (-1.9572719)))) ^ (1 / (((-0.17917502) * log_v_k_nu)) - 0.89925456)),-3.4028235e+38,9
0,12,(abs((abs(((-0.45360482) * (-1.4545423))) ^ 1 / ((-2.1525948)))) ^ 1 / ((1.0231699 * log_v_k_nu))),-3.4028235e+38,9
0,13,(abs(1 / ((((-0.95039654) * log_v_k_nu) * (0.16501358 * log_v_k_nu)))) ^ (abs(1 / ((1.0707268 * log_v_k_nu))) ^ 1 / ((0.8074882 * log_v_k_nu)))),-3.4028235e+38,10
0,14,1 / ((((abs((0.60485554 * log_v_k_nu)) ^ (0.54834592 * log_v_k_nu)) * 1 / ((0.75012785 * log_v_k_nu))) + (((-1.1542521) * log_v_k_nu) - ((-0.10507818) * log_v_k_nu)))),-173.16756,11
0,15,(abs((-0.87154263)) ^ ((-1.3777128) * log_v_k_nu)),-0.2802034,3
0,16,1 / (((1 / (((-0.9080773) * log_v_k_nu)) / 0.86490488) * (0.48579302 + 0.76895082))),-8.2323885,9
0,17,((1 / (0.70910239) * 1 / ((0.0024554103 * log_v_k_nu))) - ((-1.0043679) * 0.70268917)),-3.4028235e+38,9
0,18,((1 / ((-1.4214455)) * (((-0.54328036) * log_v_k_nu) + 1.3475789)) - ((1.0411588 + (-0.22037414)) / 1 / ((0.15281695 * log_v_k_nu)))),-5.5226126,13
0,19,((abs(((-0.87840396) * log_v_k_nu)) ^ (0.36064425 * log_v_k_nu)) - (-0.51172823)),-0.4665031,5
0,20,(((abs((0.99463654 * log_v_k_nu)) ^ 0.2264597) + 1 / ((0.93982929 * log_v_k_nu))) + 1 / ((0.21257377 * log_v_k_nu))),-3.4028235e+38,9
0,21,1 / ((((-0.10662929) - ((-1.9281584) * log_v_k_nu)) - 1 / (((-1.1972792) * log_v_k_nu)))),-2.354674,7
0,22,1 / ((124.8942 * (-137.46243))),-3.2969103,4
0,23,(((1 / (((-1.1913924) * log_v_k_nu)) / (-2.0906599)) - (((-1.411126) * log_v_k_nu) * (-0.13534831))) * 1 / ((((-0.21297374) * log_v_k_nu) * (-1.829671)))),-3.4028235e+38,13
0,24,(1 / ((0.47766295 * log_v_k_nu)) / (-0.59412581)),-3.4028235e+38,4
0,25,1 / (((abs(0.0034918012) ^ 3.5044386) + 0.55611181)),-0.06317927,6
0,26,((abs((-0.37490743)) ^ (-0.83412945)) - 0.46853954),-0.0631793,5
0,27,1 / (1 / (1.7981995)),-0.06317927,3
0,28,((abs((-0.2140951)) ^ ((-0.49875289) * log_v_k_nu)) * ((-0.55468273) * log_v_k_nu)),-65.93043,5
0,29,(1 / ((0.91881138 * log_v_k_nu)) - (1.0540811 * log_v_k_nu)),-3.4028235e+38,4
0,30,(1 / ((0.17590761 * log_v_k_nu)) * ((-0.11765552) * log_v_k_nu)),-3.4028235e+38,4
0,31,((((0.5925768 * log_v_k_nu) + (1.7461319 * log_v_k_nu)) / 1.4779806) * (((-0.57468647) * log_v_k_nu) + ((-0.22496012) * log_v_k_nu))),-45.352413,9
0,32,(1.7568581 + (0.025488734 * log_v_k_nu)),-0.062790275,3
0,33,(1 / (((-0.99407125) / (-0.19334494))) * (1 / ((0.44000909 * log_v_k_nu)) * (-0.51390898))),-3.4028235e+38,9
0,34,((((-1.1308643) * log_v_k_nu) + (0.55658358 * log_v_k_nu)) - (abs((0.67217094 * log_v_k_nu)) ^ (-1.5501527))),-3.4028235e+38,7
0,35,1 / (((0.52649122 + 0.21647239) * 1 / (1.3359969))),-0.06317927,7
0,36,(abs(1 / (1.9907975)) ^ (-0.78530043)),-0.0697368,4
