dummy,evals,expr,fitness,length
0,1,(((-1.2703346) / (-0.45887142)) + (-0.97018933)),-0.06317927,5
0,2,1 / ((1.6425391 * log_v_k_nu)),-3.4028235e+38,2
0,3,(abs((abs(0.3832804) ^ 1.1088653)) ^ ((1.1539097 * log_v_k_nu) / (1.5032705 * log_v_k_nu))),-3.4028235e+38,7
0,4,(((0.4096705 * log_v_k_nu) - 0.21211992) + (abs(((-0.29393968) * log_v_k_nu)) ^ (1.0718533 * log_v_k_nu))),-1.209955,7
0,5,(((abs((-0.56504792)) ^ ((-0.66350299) * log_v_k_nu)) / ((-1.662306) * (1.6001184 * log_v_k_nu))) * (abs((0.081676938 * log_v_k_nu)) ^ ((-0.055076744) * log_v_k_nu))),-3.4028235e+38,11
0,6,1 / (((-0.19343671) * log_v_k_nu)),-3.4028235e+38,2
0,7,(((-0.057284366) * log_v_k_nu) * 0.035407785),-3.3086073,3
0,8,(((-1.2230573) * log_v_k_nu) / 1.9908884),-8.117733,3
0,9,((1 / (0.73911899) + (abs((1.7810373 * log_v_k_nu)) ^ ((-0.55966294) * log_v_k_nu))) - 1 / ((0.74678928 * log_v_k_nu))),-3.4028235e+38,9
0,10,((1 / (1 / ((-0.71358031))) / ((-1.1826227) / (1.0200483 * log_v_k_nu))) * (1 / (1.8030571) * 1 / ((0.30760708 * log_v_k_nu)))),-3.4028235e+38,13
0,11,((abs(0.36693072) ^ ((-0.021600423) * log_v_k_nu)) - (-0.76231933)),-0.06284445,5
0,12,(abs(1 / ((0.62663788 * log_v_k_nu))) ^ (-0.2555818)),-0.7431077,4
0,13,((abs((1.4027357 * log_v_k_nu)) ^ ((-0.46915311) * log_v_k_nu)) * 1 / ((-0.50912482))),-9.011916,6
0,14,(((((-0.16971742) * log_v_k_nu) * (-1.0902416)) - (((-0.85464358) * log_v_k_nu) / (0.70866787 * log_v_k_nu))) * ((abs((-0.26285174)) ^ ((-0.92778271) * log_v_k_nu)) - 0.65820748)),-3.4028235e+38,13
0,15,(((0.71163267 * log_v_k_nu) - ((-0.76419735) * log_v_k_nu)) / (0.11275305 * log_v_k_nu)),-3.4028235e+38,5
0,16,((1 / ((-2.4229062)) * ((-2.0780025) * log_v_k_nu)) + (abs(0.71045357) ^ 0.21551579)),-0.7497641,8
0,17,(abs((0.39774901 - (0.59545267 * log_v_k_nu))) ^ 1 / (((-0.55751258) * log_v_k_nu))),-3.4028235e+38,6
0,18,((abs((-0.43757358)) ^ (0.18005602 * log_v_k_nu)) + (0.35339999 * log_v_k_nu)),-0.2797122,5
0,19,(abs((abs((-0.5902369)) ^ (-1.2510182))) ^ 1 / ((-0.038587861))),-3.2967005,6
0,20,((((-0.56652892) * log_v_k_nu) * (0.47745958 * log_v_k_nu)) + (1.1419641 * log_v_k_nu)),-0.7495105,5
0,21,(1 / ((0.76392817 * log_v_k_nu)) + ((-0.58035684) / (1.1899996 * log_v_k_nu))),-3.4028235e+38,6
0,22,(abs(((((-1.4819199) + (-1.5712713)) - (-0.85338402)) / 1 / (((-0.67011678) * log_v_k_nu)))) ^ 1 / ((((-0.21963973) * log_v_k_nu) * (-1.1033341)))),-35.285236,13
0,23,(((1.2044815 * log_v_k_nu) - (1.5971229 * log_v_k_nu)) * 1 / (((-0.26822513) * log_v_k_nu))),-3.4028235e+38,6
0,24,((1 / ((-1.2724479)) - (abs(0.40337697) ^ (-0.44981819))) / (((-0.50471455) * log_v_k_nu) / ((-0.078026712) * log_v_k_nu))),-3.4028235e+38,10
0,25,((abs((0.89998734 - (0.83401287 * log_v_k_nu))) ^ (0.11547898 * log_v_k_nu)) - ((-0.35811269) / ((-1.7803167) * log_v_k_nu))),-3.4028235e+38,9
0,26,((((-0.71138668) * (0.089335307 * log_v_k_nu)) + ((-1.5703329) * log_v_k_nu)) * 1 / ((0.11193922 * log_v_k_nu))),-3.4028235e+38,8
0,27,1 / (1 / (1 / ((0.21601827 * log_v_k_nu)))),-3.4028235e+38,4
0,28,1 / ((1.3055704 * log_v_k_nu)),-3.4028235e+38,2
0,29,(((-0.37147829) * log_v_k_nu) + (1.2793088 * log_v_k_nu)),-0.63508445,3
0,30,1 / (((abs((abs(((-0.29299265) * log_v_k_nu)) ^ ((-0.92468268) * log_v_k_nu))) ^ 1 / (0.68504119)) * (0.70558417 / (0.043796942 * log_v_k_nu)))),-3.1887,11
0,31,(1 / (1 / ((-0.32625151))) / ((0.92089891 * log_v_k_nu) - (0.94021869 * log_v_k_nu))),-3.4028235e+38,7
0,32,(((-0.29527789) / (0.50762135 * log_v_k_nu)) + 1 / ((1.4633328 * log_v_k_nu))),-3.4028235e+38,6
0,33,((1 / ((1.3009937 * log_v_k_nu)) * 0.61260903) + 1 / (0.1807768)),-3.4028235e+38,7
0,34,((1.9382147 - ((-0.4747133) * log_v_k_nu)) * ((-0.39597091) / (2.0458226 * log_v_k_nu))),-3.4028235e+38,7
0,35,(abs(((abs((-1.9237124)) ^ ((-2.6199152) * log_v_k_nu)) - ((-0.92833918) * 1.1163367))) ^ (((-0.60522139) - ((-2.9171619) * log_v_k_nu)) / 0.61452633)),-0.0022999665,13
0,36,((((-0.54934424) * log_v_k_nu) + (0.57483268 * log_v_k_nu)) + 1.7568586),-0.06279027,5
0,37,1 / ((1 / (1 / ((0.81223196 * log_v_k_nu))) + (((-1.9330698) * log_v_k_nu) * (-0.22905967)))),-3.4028235e+38,8
0,38,((((-0.29317042) * log_v_k_nu) / (0.22155695 * log_v_k_nu)) / (((-0.0063100075) * log_v_k_nu) * 0.89400655)),-3.4028235e+38,7
0,39,1 / ((1 / (((-0.48866493) - ((-0.7348544) * log_v_k_nu))) - ((abs((0.67958272 * log_v_k_nu)) ^ (-0.032851763)) / 1 / ((1.4262034 * log_v_k_nu))))),-3.4028235e+38,12
0,40,(abs(((((-0.87167996) * log_v_k_nu) - 1.2479029) * ((1.4901564 * log_v_k_nu) / ((-0.57304019) * log_v_k_nu)))) ^ (((-0.023667114) * log_v_k_nu) / ((-0.23489285) * log_v_k_nu))),-3.4028235e+38,11
