dummy,evals,expr,fitness
0,1,(abs(((((-0.75462085) + 0.8613494) / (abs((-0.0086949868)) ^ ((-1.6791848) * log_v_k_nu))) - 1 / (1 / ((0.13338858 * log_v_k_nu))))) ^ ((((-0.081492618) * log_v_k_nu) + (-2.7782426)) - 1 / (0.76442486))),-1.1531707e+17
0,2,(abs((1 / (1 / ((abs(1 / (((-1.2952412) * log_v_k_nu))) ^ 1.2638531))) - 1 / ((abs((abs(((-0.47828594) * log_v_k_nu)) ^ (-2.2835479))) ^ ((-1.5571185) / (1.0748855 * log_v_k_nu)))))) ^ 1 / ((((((-1.3576238) * log_v_k_nu) * (-0.36644673)) / ((1.1471239 * log_v_k_nu) - (0.48735055 * log_v_k_nu))) * 1 / (((1.6811481 * log_v_k_nu) + (0.43535644 * log_v_k_nu)))))),-3.4028235e+38
0,3,1 / (1 / ((0.4339045 * log_v_k_nu))),-1.3604497
0,4,((((((-1.8276676) + 0.77628899) / 1 / ((-0.23557028))) + 1 / ((0.72582847 + (-1.0015783)))) / ((((0.77233291 * log_v_k_nu) / ((-1.2691354) * log_v_k_nu)) + (((-0.24152665) * log_v_k_nu) + 1.6670973)) - (1 / (((-1.0676222) * log_v_k_nu)) * (0.8845588 * (-0.87094623))))) + ((abs((abs(((0.063693777 * log_v_k_nu) * ((-0.51503128) * log_v_k_nu))) ^ 1 / (((-0.12523563) * log_v_k_nu)))) ^ ((-0.093093544) * (1.3231617 * log_v_k_nu))) - ((((-2.0028729) * log_v_k_nu) + (1.7501432 * log_v_k_nu)) * (((-0.19966815) * log_v_k_nu) - ((-0.81889689) * log_v_k_nu))))),-3.4028235e+38
0,5,((1 / (1 / (((-0.62248003) * log_v_k_nu))) / ((((-1.0236125) * log_v_k_nu) + (0.69158286 * log_v_k_nu)) + 1 / ((-3.2448287)))) / ((abs(1 / (1.5056647)) ^ (1.1342016 - (-1.480778))) - 1 / (1.2836264))),-19.52057
0,6,(abs(((0.46132171 - (-0.13912781)) + 1 / (0.65988821))) ^ ((-1.0039618) * (-0.77985567))),-0.0631793
0,7,((1 / (1 / (((-0.12053752) * log_v_k_nu))) - (((-0.37295949) * log_v_k_nu) * 0.031865411)) / (((-2.1508956) * ((-0.010463713) * log_v_k_nu)) - (0.47738782 + ((-0.88855201) * log_v_k_nu)))),-7.748755
0,8,(abs((((((-1.6193542) + (0.57105452 * log_v_k_nu)) + (abs(0.061215498) ^ (-0.84840238))) - (((0.051527582 * log_v_k_nu) + ((-0.19034652) * log_v_k_nu)) / 1 / (2.0773547))) - (((((-1.4099321) * log_v_k_nu) * (0.6665678 * log_v_k_nu)) - ((-1.1946079) / (-0.11768506))) - (1 / (0.07390663) / (abs(1.1082736) ^ 0.12654313))))) ^ (abs(1 / (((abs((0.036588024 * log_v_k_nu)) ^ 0.40446556) * (abs((0.36120382 * log_v_k_nu)) ^ ((-0.58533013) * log_v_k_nu))))) ^ 1 / ((((-0.59598839) * log_v_k_nu) * (-0.39826539))))),-3.4028235e+38
0,9,((((((-1.2968463) * log_v_k_nu) * (-0.66091281)) + 1 / (((-1.2328554) * log_v_k_nu))) * ((((-1.1861659) * log_v_k_nu) * 0.03085902) * (((-0.21635576) * log_v_k_nu) * ((-1.0365598) * log_v_k_nu)))) * (1 / ((0.31180912 * 1.3815454)) / (abs(((-1.6790924) * 0.37561536)) ^ 1 / ((0.68096256 * log_v_k_nu))))),-3.4028235e+38
0,10,(((1 / (1 / (((-0.045825131) * log_v_k_nu))) / (((-0.070014924) + 0.22180267) - 1 / (((-1.149382) * log_v_k_nu)))) - 1 / ((abs((-0.37347052)) ^ (-1.0246702)))) + 1 / (((((-0.87392765) * log_v_k_nu) + (0.65129644 * log_v_k_nu)) / (abs(0.024782741) ^ 0.36558041)))),-3.4028235e+38
0,11,1 / ((1 / ((abs(((1.2891988 * log_v_k_nu) - (0.20670402 * log_v_k_nu))) ^ (((-0.76758909) * log_v_k_nu) * ((-0.56244379) * log_v_k_nu)))) - (((((-1.3038448) * log_v_k_nu) + 0.12063491) / (-0.9937709)) / ((0.8703512 * log_v_k_nu) - (-1.317449))))),-469.08902
0,12,(1 / (((abs((0.99741876 / ((-1.2698718) * log_v_k_nu))) ^ (1.1320592 * (-2.408005))) + (1 / (((-0.1552106) * log_v_k_nu)) * 1.2107925))) + ((((0.47646448 * log_v_k_nu) - (0.71444464 * log_v_k_nu)) - (abs((2.4613597 * log_v_k_nu)) ^ (-0.5198735))) * ((abs(0.6433233) ^ (1.0347189 * log_v_k_nu)) * (abs(((-1.8725901) * log_v_k_nu)) ^ (-0.26850235))))),-3.4028235e+38
0,13,(1 / (1 / (((0.38626203 - 1.2795596) * (0.6409688 * log_v_k_nu)))) + ((((0.55440074 * log_v_k_nu) - (0.26941735 * log_v_k_nu)) * ((-0.062854007) * (-0.38858831))) - (((-0.61259151) - (-0.57889485)) - (((-1.8990816) * log_v_k_nu) * ((-1.2812093) * log_v_k_nu))))),-61.876568
0,14,(1 / (((0.023399739 * log_v_k_nu) * 1.0756513)) / ((((-0.89673501) * log_v_k_nu) - ((-1.3919599) * log_v_k_nu)) / 1 / (((-0.22043757) * log_v_k_nu)))),-3.4028235e+38
0,15,1 / ((abs((((-0.10980085) - ((-1.3228407) * log_v_k_nu)) * 1 / (0.00020232142))) ^ (0.090983048 / (-1.3946098)))),-0.049845755
0,16,(((abs(((abs(0.32444343) ^ (1.2722073 * log_v_k_nu)) + (0.43043882 * (0.33668387 * log_v_k_nu)))) ^ (abs((2.0851741 - ((-1.2664146) * log_v_k_nu))) ^ ((-0.33721265) / (2.1352947 * log_v_k_nu)))) / (((((-0.81592357) * log_v_k_nu) * 0.18143125) * ((-0.20277034) / (0.77163887 * log_v_k_nu))) + ((abs(1.0920978) ^ (-0.014929025)) * ((0.077001899 * log_v_k_nu) * (0.71518987 * log_v_k_nu))))) - ((abs((0.16601147 / (-1.1220702))) ^ ((2.0430033 * log_v_k_nu) + (-0.87050974))) + ((abs(0.63187498) ^ ((-0.8042115) * log_v_k_nu)) / 1 / (0.12035472)))),-3.4028235e+38
0,17,1 / (((-0.76165938) * log_v_k_nu)),-3.4028235e+38
0,18,((((((-1.1214964) * (0.68964463 * log_v_k_nu)) - ((1.3572838 * log_v_k_nu) - (-0.65658581))) * (abs(((1.5532222 * log_v_k_nu) + (-0.45095727))) ^ 1 / (((-0.71242756) * log_v_k_nu)))) + ((((-0.43124178) * log_v_k_nu) * 1.218358) / ((1.146664 * log_v_k_nu) * 0.86301154))) / (((0.32721093 - ((-1.6686329) * log_v_k_nu)) + 1 / (((-0.23103994) * log_v_k_nu))) / ((((-0.36123252) * log_v_k_nu) * (-0.07406839)) * 1 / (((-0.83512694) * log_v_k_nu))))),-3.4028235e+38
0,19,((abs(((abs((((-0.24928245) * log_v_k_nu) * (0.75011152 * log_v_k_nu))) ^ 1 / ((0.39681044 * log_v_k_nu))) / ((abs(1.2065775) ^ (1.0134398 * log_v_k_nu)) * ((-0.040398892) * log_v_k_nu)))) ^ ((((-0.36320928) * log_v_k_nu) / (0.10008939 * log_v_k_nu)) - ((-0.51386082) + (0.93898892 * log_v_k_nu)))) * ((((0.35069239 * log_v_k_nu) * (1.5657462 * log_v_k_nu)) + 1 / ((-0.5746482))) - 1 / ((abs(((-0.33265865) * log_v_k_nu)) ^ 2.1728406)))),-3.4028235e+38
