dummy,evals,expr,fitness,length
0,1,((((1.5915757 * log_v_k_nu) / (1.937099 * log_v_k_nu)) / ((0.93345141 * log_v_k_nu) + ((-1.2458689) * log_v_k_nu))) - (abs(((1.4316566 * log_v_k_nu) + (-0.12991513))) ^ ((-0.15110965) * log_v_k_nu))),-3.4028235e+38,13
0,2,(1 / (((-1.0445714) * log_v_k_nu)) / (-0.6192767)),-3.4028235e+38,4
0,3,(((1.4828705 * log_v_k_nu) / 1.8358216) + 1 / (((-1.536356) * log_v_k_nu))),-3.4028235e+38,6
0,4,((abs(((-0.16284418) - (-1.1400459))) ^ ((-0.93139577) * log_v_k_nu)) - (0.45671818 - 1.2193283)),-0.062844366,9
0,5,((abs(1 / (2.0508111)) ^ 1 / (((-0.74062049) * log_v_k_nu))) - 1 / (0.58554763)),-3.4028235e+38,8
0,6,((((-0.17108321) * log_v_k_nu) + (-11.792165)) * 1 / ((-6.7120762))),-0.062790275,6
0,7,1 / (1 / (((abs(1 / (((-0.52406085) * log_v_k_nu))) ^ ((1.0965078 * log_v_k_nu) / (-1.212283))) + 1 / (1 / ((-1.1314888)))))),-4.1390133,12
0,8,(abs((1 / ((((-0.22194916) * log_v_k_nu) * ((-0.27197909) * log_v_k_nu))) * ((-0.23207413) + ((-0.99281126) * log_v_k_nu)))) ^ 1 / ((((-0.35005444) * log_v_k_nu) / (-1.2491581)))),-3.4028235e+38,13
0,9,(((-0.081133783) * (0.75663221 * log_v_k_nu)) + ((-0.1009168) * log_v_k_nu)),-4.3334823,5
0,10,1 / ((-2621.9216)),-3.298073,2
0,11,((1 / ((-0.88729262)) / (0.00027526455 * log_v_k_nu)) / ((-1.3417506) + (0.92957801 * log_v_k_nu))),-3.4028235e+38,8
0,12,(((((-2.4997673) * log_v_k_nu) - (0.34649304 * log_v_k_nu)) * (abs(0.2714701) ^ (0.32452494 * log_v_k_nu))) * (((-0.11856232) * (-0.74444634)) / ((-0.83998561) * log_v_k_nu))),-3.4028235e+38,13
0,13,((((0.14216794 * log_v_k_nu) / 0.85993177) / 1 / (0.28092548)) + (((-1.1953678) * log_v_k_nu) / 0.82322127)),-17.919529,10
0,14,((1 / (0.45083514) / 0.5467456) / 1 / ((0.72302806 * log_v_k_nu))),-13.883832,7
0,15,((1 / ((0.52429795 * log_v_k_nu)) - (1.3048851 * log_v_k_nu)) / (abs((0.23040324 * log_v_k_nu)) ^ ((-1.0125558) * log_v_k_nu))),-3.4028235e+38,8
0,16,(((-1.3123827) - (0.97223514 * log_v_k_nu)) / 1 / (((-0.094879881) * log_v_k_nu))),-1.8656179,6
0,17,(1 / (((2.5015333 * log_v_k_nu) + (0.65047443 * log_v_k_nu))) / (abs((-2.0962205)) ^ (0.30615786 * log_v_k_nu))),-3.4028235e+38,8
0,18,((1 / (1 / (0.7920745)) - 1 / ((0.31999505 * log_v_k_nu))) * (((0.22233619 * log_v_k_nu) - ((-0.15940383) * log_v_k_nu)) * 1 / ((0.39437845 * log_v_k_nu)))),-3.4028235e+38,13
0,19,(1 / ((0.22256885 * log_v_k_nu)) / 1.6115317),-3.4028235e+38,4
0,20,1 / ((((1.3689775 * log_v_k_nu) * (-1.3334497)) - (((-0.076496996) * log_v_k_nu) - 0.3302356))),-24.85977,8
0,21,1 / ((1 / ((0.93181896 * log_v_k_nu)) - 1 / ((0.52358699 * log_v_k_nu)))),-3.4028235e+38,6
0,22,(1 / ((2.0508995 * log_v_k_nu)) * 1.4563248),-3.4028235e+38,4
0,23,(((((-1.0147693) * log_v_k_nu) - (-10.778698)) - ((-1.1711484) * log_v_k_nu)) * (1.494741 - 1.3317474)),-0.062790275,9
