dummy,evals,expr,fitness,length
0,1,(1 / ((2.1516278 * log_v_k_nu)) - (-0.7649731)),-3.4028235e+38,4
0,2,1 / (1 / ((1 / (1.8016657) / ((-1.4646341) * log_v_k_nu)))),-3.4028235e+38,6
0,3,(((0.056711055 - 0.080500923) + ((-1.4998668) * log_v_k_nu)) / (((-0.77328372) * log_v_k_nu) - 0.077072598)),-0.03668043,9
0,4,1 / ((((1.3869847 * log_v_k_nu) + ((-0.28177056) * log_v_k_nu)) / (-1.0603333))),-3.4028235e+38,6
0,5,(((2.1907229 + 0.049458385) * 1 / ((-1.035511))) - 1 / ((-0.25242594))),-0.06317927,9
0,6,((abs((((-0.2535871) * log_v_k_nu) - ((-1.1342212) * log_v_k_nu))) ^ 1 / (((-1.5409297) * log_v_k_nu))) - ((abs(((-1.0089104) * log_v_k_nu)) ^ 0.85559005) / ((-0.65159208) * log_v_k_nu))),-3.4028235e+38,12
0,7,((1 / (0.71693695) / 1.514913) * ((0.027684433 * log_v_k_nu) + 1.9081188)),-0.062790275,8
0,8,((abs((2.5338542 / (0.70696336 * log_v_k_nu))) ^ (1.837415 * 0.25231004)) * 1 / (((0.49996263 * log_v_k_nu) / ((-0.62930959) * log_v_k_nu)))),-3.4028235e+38,12
0,9,1 / ((((abs(((-1.5051867) * log_v_k_nu)) ^ (1.3968214 * log_v_k_nu)) * 1 / (0.78635323)) / ((0.059594311 * log_v_k_nu) - 1.5843906))),-5.1518164,11
0,10,(((((-0.76380122) * log_v_k_nu) + (0.48864588 * log_v_k_nu)) + ((-0.52850664) / (-1.6220645))) + ((0.30064419 * log_v_k_nu) + 1.4310344)),-0.062790275,11
0,11,(abs((1 / (((-0.55464411) * log_v_k_nu)) + (1.187969 * log_v_k_nu))) ^ ((0.42456758 * log_v_k_nu) / 0.61393923)),-9.272263,8
0,12,((0.65573198 / 0.81553167) + 1 / (((-0.065917484) * log_v_k_nu))),-3.4028235e+38,6
0,13,(abs(1 / ((0.27355421 * log_v_k_nu))) ^ (-1.4875326)),-2.2808502,4
0,14,1 / (1 / (((abs(((-0.96695679) * log_v_k_nu)) ^ ((-0.12426443) * log_v_k_nu)) / ((-0.58218956) * log_v_k_nu)))),-3.4028235e+38,7
0,15,(abs((((0.33204311 * log_v_k_nu) - (1.3303416 * log_v_k_nu)) - 1 / (((-0.32395396) * log_v_k_nu)))) ^ 1 / (((-0.56692219) * log_v_k_nu))),-67.58207,9
0,16,1 / (((-0.45022184) * log_v_k_nu)),-3.4028235e+38,2
0,17,(((0.025488853 * log_v_k_nu) + 1.7669475) - 0.010089731),-0.062790275,5
0,18,((1 / ((-0.84467065)) / (0.9488703 * log_v_k_nu)) + (abs(0.58352751) ^ 1.2404872)),-3.4028235e+38,8
0,19,((1.0590445 - ((-0.025488734) * log_v_k_nu)) + 0.69781387),-0.06279028,5
0,20,(abs(1 / ((-0.67234129))) ^ 1.4780906),-0.0631793,4
0,21,((0.025488824 * log_v_k_nu) + 1.7568579),-0.062790275,3
0,22,((abs((-0.75464177)) ^ 1.3334968) * 1 / (((-0.76595652) * log_v_k_nu))),-3.4028235e+38,6
0,23,(abs((1 / (((-0.93786854) * log_v_k_nu)) - 2.1789956)) ^ ((0.12145794 * log_v_k_nu) / ((-0.22227126) * log_v_k_nu))),-3.4028235e+38,8
0,24,(((abs(4.0032921e-07) ^ (2.943938 * log_v_k_nu)) + 1 / (0.79860383)) / ((1.2191836 - (0.0097337784 * log_v_k_nu)) - 1 / (1.9862612))),-0.092474446,13
0,25,(1 / (((0.40676081 * log_v_k_nu) * (0.062262464 * log_v_k_nu))) / (1 / (((-0.1007048) * log_v_k_nu)) / ((-0.0028722715) * log_v_k_nu))),-3.4028235e+38,9
0,26,((0.96245402 * log_v_k_nu) / 0.34828344),-11.754982,3
0,27,((abs(((0.55035967 * log_v_k_nu) * 0.75126362)) ^ (((-1.6047573) * log_v_k_nu) - ((-0.04213544) * log_v_k_nu))) / (abs((-2.9832077)) ^ 0.87904781)),-0.9317658,11
0,28,((1 / ((-0.68278652)) * (-2.3737223)) * (0.49022183 + 0.027018785)),-0.06317934,8
0,29,((((-1.3573424) - 0.83557832) - 1 / ((0.86398911 * log_v_k_nu))) + (((-0.41656947) * log_v_k_nu) * 0.014570554)),-3.4028235e+38,10
0,30,(1 / (0.79506576) / ((-1.5012558) * (-0.46589068))),-0.06317931,6
0,31,((0.025488779 * log_v_k_nu) - (-1.756858)),-0.062790275,3
0,32,((1 / (((-1.2557812) * log_v_k_nu)) - (0.33352995 - (0.32643467 * log_v_k_nu))) - ((((-0.40619671) * log_v_k_nu) + (0.26325047 * log_v_k_nu)) - 1 / (0.74832737))),-3.4028235e+38,13
0,33,((((-0.67547524) * log_v_k_nu) * (0.57155657 * log_v_k_nu)) + 1 / ((-1.0470031))),-17.029192,6
0,34,1 / ((1 / (((0.76153135 * log_v_k_nu) * 0.019238733)) / 1 / (((-0.50334144) - 0.3254593)))),-3.4013638,10
0,35,(1 / (((-0.10196874) * log_v_k_nu)) - 1 / ((0.60808516 * log_v_k_nu))),-3.4028235e+38,5
0,36,(abs((0.66666257 * log_v_k_nu)) ^ (-0.077533409)),-3.4028235e+38,3
0,37,(((((-0.93957615) * log_v_k_nu) + (-2.2002411)) + (abs(((-1.1074975) * log_v_k_nu)) ^ (0.62336987 * log_v_k_nu))) * (1 / (0.0053535965) / 1.3810828)),-99970.68,12
0,38,(1 / (((-0.86180496) * log_v_k_nu)) * ((-0.26838207) * log_v_k_nu)),-3.4028235e+38,4
0,39,(1 / (0.77925003) / 0.71321154),-0.06318056,4
0,40,(1 / (((0.20167562 * log_v_k_nu) - ((-0.511935) * log_v_k_nu))) - (1 / ((0.5875591 * log_v_k_nu)) - ((-0.45184997) * log_v_k_nu))),-3.4028235e+38,9
0,41,((1 / ((-1.922084)) + 1 / ((-0.69572723))) / (((-0.8454929) * log_v_k_nu) / (-0.35701326))),-3.4028235e+38,9
0,42,(abs((-0.72021747)) ^ ((-0.82013011) * log_v_k_nu)),-0.21662089,3
0,43,(((1 / ((-2.1237845)) - (-2.653801)) + (2.2358978 - ((-0.064109229) * log_v_k_nu))) / 1 / ((abs(0.46273527) ^ 1.1969249))),-0.062790275,13
0,44,(1 / ((-0.076584086)) / (0.16922092 * log_v_k_nu)),-3.4028235e+38,4
