dummy,evals,expr,fitness
0,1,1 / (1 / (1.7981995)),-0.06317927
0,2,(((((1.2886688 * (-0.34239161)) / (abs((-0.0020870592)) ^ (-0.90472466))) - (1 / (((-1.2541484) * log_v_k_nu)) / ((0.44382024 * log_v_k_nu) + ((-2.4773123) * log_v_k_nu)))) - 1 / ((((-0.23672539) / (1.2470577 * log_v_k_nu)) + (((-1.2854707) * log_v_k_nu) * (-1.2973992))))) * (abs((1 / ((0.69165289 * ((-0.67724764) * log_v_k_nu))) + (abs(((1.4158776 * log_v_k_nu) + (-1.6729749))) ^ 1 / ((-0.57510436))))) ^ ((((-0.96666849) * log_v_k_nu) / 1.1796474) - (1.7754698 / ((-0.41863) * log_v_k_nu))))),-3.4028235e+38
0,3,((((-1.625398) / (-0.79395539)) * 0.85816956) + ((0.88990831 * log_v_k_nu) - (0.86441976 * log_v_k_nu))),-0.062790275
0,4,1 / (1 / ((((((0.34577456 - ((-1.8292631) * log_v_k_nu)) / ((-0.0526467) - ((-0.54330367) * log_v_k_nu))) * ((0.64031363 * log_v_k_nu) + 0.2344016)) + (1 / ((-0.70468694)) - (0.34901252 + ((-0.078215405) * log_v_k_nu)))) / (abs((((-0.31978428) + 0.37085974) * 1 / ((0.16565453 * log_v_k_nu)))) ^ ((0.054438174 + 1.5947907) - 1 / (((-0.63360476) * log_v_k_nu))))))),-174542.08
0,5,(1 / ((((1.3744661 * log_v_k_nu) - 0.93219066) + (0.33083788 - 0.13863461))) - 1 / (((0.089555949 * log_v_k_nu) / (-2.1174197)))),-3.4028235e+38
0,6,1 / (1 / (((abs((abs(((((-0.19731428) * log_v_k_nu) + (0.089425474 * log_v_k_nu)) + (0.1217272 * ((-2.4332931) * log_v_k_nu)))) ^ (1 / ((1.3104895 * log_v_k_nu)) * (abs((-1.2215558)) ^ ((-0.27467257) * log_v_k_nu))))) ^ (abs((abs(((-1.216208) * log_v_k_nu)) ^ ((-1.3881538) * log_v_k_nu))) ^ (((-0.46443722) * log_v_k_nu) / ((-0.7684077) * log_v_k_nu)))) * (abs(((abs(((-0.43008438) * log_v_k_nu)) ^ ((-1.1249102) * log_v_k_nu)) * ((-0.36427987) + (0.33520833 * log_v_k_nu)))) ^ (((0.27351967 * log_v_k_nu) / 1.0345407) * (0.068320803 - 0.57386869)))))),-0.8423415
0,7,((((1 / ((-0.53127754)) - 1 / ((1.2557621 * log_v_k_nu))) - (((-2.5721781) / 0.53673017) * ((0.71925354 * log_v_k_nu) + (-0.045855295)))) * (abs(((abs((-0.38463214)) ^ (0.90180057 * log_v_k_nu)) + (abs((-0.29870096)) ^ (0.26282158 * log_v_k_nu)))) ^ ((0.68211955 * ((-0.87809092) * log_v_k_nu)) * (((-0.30477908) * log_v_k_nu) + (-1.6782572))))) * (abs(((abs(1 / (((-1.1969361) * log_v_k_nu))) ^ 0.53831828) * ((0.58779705 * log_v_k_nu) / ((-0.15009877) * log_v_k_nu)))) ^ ((abs((0.96264642 * log_v_k_nu)) ^ (0.56466496 * log_v_k_nu)) - (abs((-1.2150092)) ^ 0.69933963)))),-3.4028235e+38
0,8,((((((-1.4405482) * log_v_k_nu) / (0.35526836 * log_v_k_nu)) - (((-0.3584398) * log_v_k_nu) / ((-1.1702476) * log_v_k_nu))) / (0.95605499 - (-0.37118173))) * 1 / ((((-0.54968566) * log_v_k_nu) * 0.73171037))),-3.4028235e+38
0,9,((((1 / ((0.19091669 * log_v_k_nu)) / (-1.1774524)) / ((-0.066280477) * (-0.46957678))) - (abs((((-0.36101425) * log_v_k_nu) - 0.65985066)) ^ (((-1.6209431) * log_v_k_nu) * (-0.27903238)))) * ((((0.069228739 * log_v_k_nu) * (-0.061663862)) * 1 / ((0.16940098 * log_v_k_nu))) * (abs((((-0.46826321) * log_v_k_nu) / 2.2603767)) ^ (0.58472997 * (-1.076974))))),-3.4028235e+38
0,10,(abs((abs((((((-0.064641252) * log_v_k_nu) + (-0.32723016)) + (0.31638831 * ((-0.81557196) * log_v_k_nu))) * (1 / ((-0.3001911)) / ((-0.87010133) - (0.80009878 * log_v_k_nu))))) ^ (((((-0.4191753) * log_v_k_nu) * 0.93385166) * (abs(0.7099396) ^ (-0.037538826))) / (1 / (((-0.99098605) * log_v_k_nu)) - 1 / ((0.28512758 * log_v_k_nu)))))) ^ ((((abs((-0.69873279)) ^ (0.83028573 * log_v_k_nu)) / 1 / ((0.3233428 * log_v_k_nu))) - (1.3643709 + (-0.65181673))) + (abs((0.87484986 / (0.44475541 * log_v_k_nu))) ^ (((-1.1385353) * log_v_k_nu) / (0.65994364 * log_v_k_nu))))),-0.60586876
0,11,((((1 / ((-0.21670185)) - ((0.66803581 * log_v_k_nu) * ((-0.67210221) * log_v_k_nu))) / 1 / (((0.19966096 * log_v_k_nu) * (0.18000516 * log_v_k_nu)))) - (1 / ((abs((1.0135359 * log_v_k_nu)) ^ (1.2135258 * log_v_k_nu))) / ((0.11363289 - ((-2.5132411) * log_v_k_nu)) * ((-0.90906686) / 0.14368056)))) / ((1 / (1 / ((0.65255618 * log_v_k_nu))) / (((-2.78267) * ((-0.68093342) * log_v_k_nu)) - 1 / ((-0.76750803)))) * (((-1.9437182) * (-0.26936841)) + ((-0.78857946) - (-0.31950483))))),-3.4028235e+38
0,12,(1 / ((1 / ((1.4371071 * log_v_k_nu)) / ((-0.28463939) + (0.71230477 * log_v_k_nu)))) - 1 / ((abs(1 / ((-0.22550479))) ^ ((-1.1870306) * log_v_k_nu)))),-5597.833
0,13,((0.0040985281 + 1.5689898) - ((0.46249762 * log_v_k_nu) + ((-0.65774971) * log_v_k_nu))),-0.08843379
0,14,((abs(((1 / ((-0.1809089)) - (abs(((-0.098578371) * log_v_k_nu)) ^ ((-0.5077045) * log_v_k_nu))) - (((0.26402357 * log_v_k_nu) / ((-0.74570608) * log_v_k_nu)) + (1.1034889 * 0.7666375)))) ^ 1 / ((((-1.2411516) - ((-1.3951393) * log_v_k_nu)) / 1 / ((1.1963556 * log_v_k_nu))))) * (((abs(1.9149246) ^ ((-0.021476673) * log_v_k_nu)) * ((0.90001136 * log_v_k_nu) * ((-1.2726843) * log_v_k_nu))) * (1 / ((-0.028338766)) - 1 / ((-0.69303906))))),-3.4028235e+38
0,15,(((((0.6587708 * log_v_k_nu) - 0.87709165) + (((-0.3275539) * log_v_k_nu) * (-0.82063454))) + (1 / ((0.93969035 * log_v_k_nu)) - (-1.2422436))) - ((((-0.85357159) * log_v_k_nu) / (0.14768857 * log_v_k_nu)) / (abs((-0.36230817)) ^ (0.653148 * log_v_k_nu)))),-3.4028235e+38
