dummy,evals,expr,fitness,length
0,1,(abs(1 / ((((-0.20091218) * log_v_k_nu) + (-4.2526126)))) ^ (1 / (1.9687686) * (-0.75739056))),-0.062728904,9
0,2,1 / ((((1.4081348 * (1.7630264 * log_v_k_nu)) - ((-1.9168265) * log_v_k_nu)) * (abs(0.055241246) ^ (-0.59774345)))),-3.4028235e+38,10
0,3,(((0.85859609 * log_v_k_nu) * ((-1.3234992) * log_v_k_nu)) / 1 / (0.1941458)),-6.672151,6
0,4,1 / ((1.9492488 * log_v_k_nu)),-3.4028235e+38,2
0,5,1 / (0.55611181),-0.06317927,2
0,6,((1 / ((-1.5926727)) + (0.025488768 * log_v_k_nu)) + ((-3.1501772) / (-1.3209767))),-0.062790275,8
0,7,((((1.1522962 * log_v_k_nu) * (-1.3655361)) + ((0.22566061 * log_v_k_nu) - ((-0.52755886) * log_v_k_nu))) / (0.07600785 + (-0.40565941))),-8.702343,11
0,8,((((-0.47761929) * ((-0.13181682) * log_v_k_nu)) - 1 / (0.025699373)) / ((-0.36823502) - (-0.362295))),-42663676,10
0,9,(1 / (1 / (((-0.61542368) * log_v_k_nu))) / (((-0.76751351) - ((-0.75005239) * log_v_k_nu)) + ((-2.2235119) * log_v_k_nu))),-2.3074908,9
0,10,(abs(1 / ((0.67959177 * log_v_k_nu))) ^ ((-0.29283869) * log_v_k_nu)),-0.60252714,4
0,11,(1 / ((-0.19135655)) - 1 / ((0.48467696 * log_v_k_nu))),-3.4028235e+38,5
0,12,(1 / ((abs(((-1.3050693) * ((-1.3483664) * log_v_k_nu))) ^ 1 / ((-1.6398063)))) + 1 / ((abs(1.3315898) ^ (2.0512044 * log_v_k_nu)))),-0.40393108,12
0,13,1 / ((abs((((-0.0093905302) * log_v_k_nu) + 1.032451)) ^ ((-24.764313) * log_v_k_nu))),-0.06106506,6
0,14,1 / (1 / ((0.92343628 * 1.947291))),-0.06317929,5
0,15,(((0.3513281 - ((-0.92761028) * log_v_k_nu)) - ((0.12362347 * log_v_k_nu) + (-0.98908824))) * (1 / ((0.97504252 * log_v_k_nu)) - (2.6266804 * log_v_k_nu))),-3.4028235e+38,12
0,16,((abs(1.1938732) ^ 0.39244068) / (0.64525217 * (2.3622849 * log_v_k_nu))),-3.4028235e+38,7
0,17,(((-0.87666303) * log_v_k_nu) / (0.1602031 * log_v_k_nu)),-3.4028235e+38,3
0,18,(1 / ((364.99942 - ((-8451.0469) * log_v_k_nu))) + ((1143.4678 - (-1143.6505)) + (-2285.3201))),-0.06324807,10
