dummy,evals,expr,fitness,length
0,1,((((-0.57226598) * log_v_k_nu) + ((-1.2117032) * log_v_k_nu)) / 1 / (((-1.8780055) * log_v_k_nu))),-157.44235,6
0,2,((((-0.21502522) * log_v_k_nu) / (-0.61463088)) / (0.25666633 * log_v_k_nu)),-3.4028235e+38,5
0,3,(((1.6942511 * log_v_k_nu) * 0.9788993) - (abs((1.8171669 * log_v_k_nu)) ^ ((-0.19074276) * log_v_k_nu))),-2.2299197,7
0,4,(((((-0.81298411) * log_v_k_nu) + ((-1.1971825) * log_v_k_nu)) + ((-0.62864327) * (0.15833296 * log_v_k_nu))) * (1 / ((-1.1322867)) / ((-0.92860097) * log_v_k_nu))),-3.4028235e+38,12
0,5,(1 / ((1599.0045 + ((-1625.6755) * log_v_k_nu))) + ((((-1.5502104) * log_v_k_nu) - ((-1.5778911) * log_v_k_nu)) - 1 / ((-0.57070863)))),-0.062352262,11
0,6,1 / ((abs(((0.3519327 - 0.74085665) + (-0.37587038))) ^ ((0.48707095 * log_v_k_nu) - ((-0.51672518) * log_v_k_nu)))),-0.21662094,10
0,7,(((abs(((-0.76468289) * log_v_k_nu)) ^ (-0.17060426)) / 1 / (1.8830326)) - (((-0.3218078) * log_v_k_nu) - (-0.1313104))),-3.4028235e+38,10
0,8,((((-1.240501) * log_v_k_nu) + (0.094031222 * log_v_k_nu)) * (1.0906515 * log_v_k_nu)),-44.53535,5
0,9,1 / (((1 / (1.4699688) / (abs((-0.57705307)) ^ (-1.4046292))) / 1 / (1 / ((1.0965092 * log_v_k_nu))))),-22.154512,11
0,10,(1 / (((-0.042410929) * log_v_k_nu)) / (0.3131662 * log_v_k_nu)),-3.4028235e+38,4
0,11,1 / (1 / ((1 / ((0.38051903 * log_v_k_nu)) * (0.58407432 * log_v_k_nu)))),-3.4028235e+38,6
0,12,(abs(1 / ((0.28371093 * log_v_k_nu))) ^ (1.376061 - (2.8308237 * log_v_k_nu))),-3.4028235e+38,6
0,13,(abs((-0.51178014)) ^ (-0.87598282)),-0.06317927,3
0,14,1 / ((1.518569 * log_v_k_nu)),-3.4028235e+38,2
0,15,(abs((abs((-0.44992724)) ^ 0.5808568)) ^ (-1.2652153)),-0.06317939,5
0,16,((0.1188942 - 3.0749869) * (-0.60830265)),-0.0631793,5
0,17,(abs(1 / ((0.78566688 * log_v_k_nu))) ^ ((-0.64388478) * log_v_k_nu)),-2.0541518,4
0,18,1 / ((abs(1 / ((-0.22359723))) ^ ((-0.17976126) * log_v_k_nu))),-0.21662095,5
0,19,(1 / (0.73096663) * 1.3144238),-0.06317927,4
0,20,1 / ((abs((1 / ((-150.90082)) + (0.028572068 * log_v_k_nu))) ^ 1 / (1982.8384))),-0.6975883,8
0,21,(1 / (((1.699163 * log_v_k_nu) / 0.23093538)) - (abs(((1.3648435 * log_v_k_nu) + 2.900851)) ^ (0.3308205 * log_v_k_nu))),-3.4028235e+38,10
0,22,(1 / ((0.79300606 * log_v_k_nu)) - (abs(((-1.5455556) * log_v_k_nu)) ^ 1.6216666)),-3.4028235e+38,6
0,23,((((0.10317259 * log_v_k_nu) + ((-1.0735066) * log_v_k_nu)) / (((-1.061783) * log_v_k_nu) - (-0.97035605))) - (1 / (((-0.036365692) * log_v_k_nu)) - (0.25281474 * log_v_k_nu))),-3.4028235e+38,12
0,24,((abs((0.87182975 - ((-0.068521433) * log_v_k_nu))) ^ ((-1.136474) / 0.8971796)) + (1 / ((0.49062756 * log_v_k_nu)) * (0.97543973 * log_v_k_nu))),-3.4028235e+38,12
0,25,(1 / ((0.32706895 * log_v_k_nu)) / 1 / ((0.0039094258 * log_v_k_nu))),-3.4028235e+38,5
0,26,((1 / ((-48.959778)) + (101.18005 * log_v_k_nu)) / (54.06245 - (-57.384071))),-0.6352039,8
0,27,((((-0.42355359) * log_v_k_nu) + (0.4490425 * log_v_k_nu)) - 1 / ((-0.56919754))),-0.062790275,6
0,28,((((0.87853831 * log_v_k_nu) + 0.8015945) * (0.28670853 * log_v_k_nu)) / (abs(((-2.5942492) * log_v_k_nu)) ^ (-0.80184072))),-28.43626,9
0,29,(((abs((0.56557596 * log_v_k_nu)) ^ 0.0075711203) - (0.7024585 - 1.12327)) - (abs((-1.0526488)) ^ 0.066432931)),-1.9813997,11
0,30,((abs(0.39991808) ^ 0.82349175) + 1.3280602),-0.06317929,5
