dummy,evals,expr,fitness,length
0,1,((abs(1 / (0.15772063)) ^ ((-3.7142663) + ((-3.0416534) * log_v_k_nu))) + 1 / (0.54264379)),-0.06521714,9
0,2,((1 / (0.16434796) * (0.092805654 * ((-0.35803771) * log_v_k_nu))) / (1 / (1.9093916) - (0.41383269 / 0.97092193))),-29.342585,13
0,3,(((0.45227078 * log_v_k_nu) / ((-1.9812307) * log_v_k_nu)) * (1.6720349 * log_v_k_nu)),-3.4028235e+38,5
0,4,1 / ((abs(((((-0.22471447) * log_v_k_nu) + ((-0.24041018) * log_v_k_nu)) / ((1.0295297 * log_v_k_nu) - (-1.0290576)))) ^ (1 / (((-0.73495549) * log_v_k_nu)) / 0.080526106))),-3.295748,13
0,5,((abs(1 / (((-1.1140367) * log_v_k_nu))) ^ (-0.40831119)) * (0.39886838 - (1.0238302 * log_v_k_nu))),-14.437485,8
0,6,((1 / (((-1.6917502) * log_v_k_nu)) + (-0.86132354)) + (2.0494015 / (1.5158755 * log_v_k_nu))),-3.4028235e+38,8
0,7,((((1.3320048 * log_v_k_nu) / (0.88813895 * log_v_k_nu)) - ((-1.0470192) * log_v_k_nu)) / (((-0.30066764) * log_v_k_nu) / (0.26643246 * log_v_k_nu))),-3.4028235e+38,9
0,8,1 / ((abs((abs((abs(0.60830504) ^ ((-0.62535173) * log_v_k_nu))) ^ 1 / (0.031690273))) ^ (abs((0.58012784 * log_v_k_nu)) ^ (-0.48096243)))),-3.295174,11
0,9,(abs(0.72028834) ^ ((-0.41663441) * log_v_k_nu)),-0.37266904,3
0,10,(abs((((-0.11643232) * log_v_k_nu) * (1.5023603 * log_v_k_nu))) ^ ((-0.3810969) * log_v_k_nu)),-0.26632518,5
0,11,(((-0.096383356) * 0.012962406) + (1.7581072 + (0.025488794 * log_v_k_nu))),-0.062790275,7
0,12,(((-0.23203225) + ((-0.46443701) * log_v_k_nu)) / 1 / ((0.60020053 * log_v_k_nu))),-9.27625,6
0,13,((((0.50606006 * log_v_k_nu) + ((-0.70620906) * log_v_k_nu)) / 1 / ((0.54729384 * log_v_k_nu))) * ((0.25304097 * log_v_k_nu) * 1.1282414)),-4.2002134,10
0,14,1 / (1 / (1 / ((-1894.5007)))),-3.2985992,4
0,15,(((0.89055914 * log_v_k_nu) - (-1.1139703)) - (abs((0.3473945 * log_v_k_nu)) ^ (-0.87918168))),-3.4028235e+38,7
0,16,(abs(((1 / ((-0.83404243)) - ((-1.1200711) * log_v_k_nu)) / ((0.78424364 * log_v_k_nu) / 1.5322815))) ^ 1 / ((((-1.5730615) * log_v_k_nu) - 0.51601738))),-0.93042433,13
0,17,((((1.594359 * log_v_k_nu) * 0.86284018) * ((-0.88126355) * (-0.30864006))) + (abs(((-0.51717621) * log_v_k_nu)) ^ ((-0.36102143) * log_v_k_nu))),-0.06005146,11
0,18,(1 / (((-0.27483267) * log_v_k_nu)) / 0.2854161),-3.4028235e+38,4
0,19,((abs(((-0.76413965) * log_v_k_nu)) ^ ((-0.075214654) * log_v_k_nu)) * (-1.299052)),-9.357659,5
0,20,(((-0.51649183) / (0.5527761 * log_v_k_nu)) / ((1.4693559 * log_v_k_nu) + (0.75575548 * log_v_k_nu))),-3.4028235e+38,7
0,21,1 / ((-1.4842983)),-6.1735616,2
0,22,((0.99881506 * log_v_k_nu) * 0.40110373),-1.465887,3
0,23,(1 / (1 / (((-0.73836005) * log_v_k_nu))) + ((0.5505842 / 0.88865697) - 1 / (1.0177758))),-11.693334,10
0,24,(abs((abs(((-0.27736154) * log_v_k_nu)) ^ ((-1.1400931) * log_v_k_nu))) ^ ((-0.0071685435) * log_v_k_nu)),-0.72350687,5
0,25,(1 / ((abs(((-2.236901) * log_v_k_nu)) ^ (0.25306845 * log_v_k_nu))) - ((2.5279765 * 0.17894447) * 1 / ((0.49315605 * log_v_k_nu)))),-3.4028235e+38,11
0,26,(((0.15123348 * (0.87231505 * log_v_k_nu)) * 1 / (((-0.052003719) * log_v_k_nu))) - ((-0.98938835) + (-0.64715284))),-3.4028235e+38,10
0,27,((abs((-0.56796139)) ^ ((-2.0355589) * log_v_k_nu)) + 1 / ((0.075842269 * log_v_k_nu))),-3.4028235e+38,6
0,28,(1 / ((((-0.32095993) * log_v_k_nu) - ((-0.64130193) * log_v_k_nu))) / (abs(1 / (1.265803)) ^ 1 / ((0.11101175 * log_v_k_nu)))),-3.4028235e+38,10
0,29,(((0.625148 + (0.013127152 * log_v_k_nu)) - 1 / (((-0.53337276) * log_v_k_nu))) / (0.00097175414 + (0.14431989 * log_v_k_nu))),-3.4028235e+38,10
0,30,(abs(((abs(((-1.1019286) * log_v_k_nu)) ^ (1.4362538 * log_v_k_nu)) / 1 / ((-1.3236655)))) ^ ((-0.94734776) * (1.304027 * log_v_k_nu))),-2.541351,10
0,31,(1 / ((115.31416 / 172.55785)) + (abs(((39.49334 * log_v_k_nu) + (-543.37097))) ^ 1 / ((-5.1262531)))),-0.06309396,11
0,32,1 / ((abs((abs(((0.01294848 * log_v_k_nu) / 3.5915825)) ^ 1 / ((-0.47579998)))) ^ ((-0.085146591) * 1.6856421))),-3.4028235e+38,11
0,33,(((-0.21029527) * log_v_k_nu) / (0.73586154 * log_v_k_nu)),-3.4028235e+38,3
0,34,1 / (((abs(((-2.0580597) * log_v_k_nu)) ^ 0.050664742) / ((-0.36110917) * log_v_k_nu))),-3.4028235e+38,6
0,35,(1 / (((-0.72304928) * log_v_k_nu)) - 0.69814116),-3.4028235e+38,4
0,36,(1 / ((0.70570022 * log_v_k_nu)) / (-0.22924298)),-3.4028235e+38,4
0,37,1 / (1 / ((abs((abs((2.4091349 + (-0.77994943))) ^ 1 / ((0.49253964 * log_v_k_nu)))) ^ (0.56697667 / ((-3.4592509) * log_v_k_nu))))),-0.94179595,12
0,38,1 / (((-0.89110559) * log_v_k_nu)),-3.4028235e+38,2
0,39,1 / (0.55611074),-0.0631793,2
0,40,(((1.2568177 + (0.79740167 * log_v_k_nu)) / ((-1.1412961) * log_v_k_nu)) + 1 / (0.23205662)),-3.4028235e+38,8
0,41,((abs(1 / (3.2466304)) ^ ((0.19847679 * log_v_k_nu) + (-1.1436749))) + (abs(((0.55662304 * log_v_k_nu) / (-2.0463238))) ^ 1 / (1.4944435))),-2.2297568,13
0,42,(((0.63680393 * (0.92600101 * log_v_k_nu)) / (abs(((-1.3993235) * log_v_k_nu)) ^ 2.783453)) * ((-0.51113391) + ((-0.051987741) * log_v_k_nu))),-3.4028235e+38,11
0,43,(1 / (((-1.3256513) * log_v_k_nu)) / (0.39001518 * log_v_k_nu)),-3.4028235e+38,4
0,44,1 / ((((abs((0.5260675 * log_v_k_nu)) ^ ((-1.2720346) * log_v_k_nu)) * 1 / ((1.2634747 * log_v_k_nu))) + (((-0.71073091) * log_v_k_nu) - 1.4488244))),-15.009592,11
0,45,(abs(1 / ((0.51693165 * log_v_k_nu))) ^ 1 / (((-1.1821189) * log_v_k_nu))),-1.1744142,5
0,46,(abs(1 / (0.35364208)) ^ 0.56421304),-0.0631796,4
0,47,1 / (0.55611181),-0.06317927,2
0,48,((0.62487161 * log_v_k_nu) - ((-0.28295857) * log_v_k_nu)),-0.6350845,3
0,49,1 / ((((0.62789118 - ((-1.2740233) * log_v_k_nu)) / 1 / ((0.44272169 * log_v_k_nu))) / (((0.1877477 * log_v_k_nu) - (-0.61171097)) + 2.6512656))),-3.4028235e+38,13
0,50,(1 / (((-0.52633041) * log_v_k_nu)) / (-0.11493518)),-3.4028235e+38,4
0,51,(((-1.3820226) * log_v_k_nu) + (2.2898533 * log_v_k_nu)),-0.6350844,3
0,52,((((0.076353781 * log_v_k_nu) + (0.94111109 * log_v_k_nu)) / (0.27538314 + (0.48650938 * log_v_k_nu))) * 1 / (1 / (((-1.6512333) * log_v_k_nu)))),-42.444805,11
0,53,(abs((1 / ((-1.0696591)) + (0.19759867 / (0.58305055 * log_v_k_nu)))) ^ (((-0.95984066) + (1.7113347 * log_v_k_nu)) - 1 / (((-0.924362) * log_v_k_nu)))),-3.4028235e+38,13
0,54,(((((-0.23303615) * log_v_k_nu) * ((-0.19490756) * log_v_k_nu)) / 1 / (1.1196752)) / 1 / (1 / ((0.4084754 * log_v_k_nu)))),-3.4028235e+38,10
0,55,(1.756858 + (0.025488764 * log_v_k_nu)),-0.062790275,3
0,56,(1 / (((0.50156707 * log_v_k_nu) * (0.25284949 * log_v_k_nu))) * (1 / (0.4495185) / 0.94095445)),-3.4028235e+38,9
0,57,((((-1.9173098) + 0.41556731) + ((-0.074434713) - ((-1.4313068) * log_v_k_nu))) / 1 / ((1.5542623 * log_v_k_nu))),-18.19355,10
0,58,((0.26510313 * (0.70403755 * log_v_k_nu)) + (abs((0.67438525 * log_v_k_nu)) ^ ((-1.0410331) * log_v_k_nu))),-0.536592,7
0,59,(1 / ((1.2317466 / 0.0022659083)) / (1 / ((-1.8750012)) + (0.90093422 * log_v_k_nu))),-3.2866762,9
0,60,((((0.25715303 * log_v_k_nu) * 0.075784773) * (((-0.80951637) * log_v_k_nu) + 0.79965222)) - (((-1.640063) * log_v_k_nu) * (-1.2620828))),-29.622663,11
0,61,1 / ((-1713.8922)),-3.2988005,2
0,62,(abs(((abs((-1.4647779)) ^ (0.11406019 * log_v_k_nu)) * 1 / (0.15033014))) ^ (0.47419193 * 0.62952161)),-0.06282339,10
0,63,(((0.95624202 + (0.29861325 * log_v_k_nu)) + ((0.67750168 * log_v_k_nu) + 1.5951313)) / (((-0.31263822) * log_v_k_nu) / (1.3997756 * log_v_k_nu))),-3.4028235e+38,11
0,64,(abs(((abs(((1.1360443 * log_v_k_nu) * ((-0.18686111) * log_v_k_nu))) ^ ((-0.37234277) * log_v_k_nu)) + 1 / ((0.77100307 * log_v_k_nu)))) ^ 1 / (((1.3691224 * log_v_k_nu) - 1.5120889))),-3.4028235e+38,13
0,65,(abs(((((-1.317474) * log_v_k_nu) * (0.089498118 * log_v_k_nu)) + (abs(0.89059836) ^ (-0.14675394)))) ^ 1 / (1 / (0.76651317))),-1.3051037,11
0,66,1 / (1 / (((1 / (0.27887377) / ((-0.27364463) * log_v_k_nu)) + 1 / (0.42484948)))),-3.4028235e+38,9
0,67,((abs(0.43173018) ^ ((-0.45223573) * log_v_k_nu)) * 1 / ((0.37197539 * log_v_k_nu))),-3.4028235e+38,6
0,68,(1 / (((-1.6594836) * log_v_k_nu)) + (2.7393394 * log_v_k_nu)),-3.4028235e+38,4
0,69,((1 / ((0.083696775 * log_v_k_nu)) / (0.18155508 + (0.83756971 * log_v_k_nu))) * (1 / (((-1.1800137) * log_v_k_nu)) / ((-0.45944205) - (-0.38066494)))),-3.4028235e+38,13
0,70,1 / ((-1.4499419)),-6.2527375,2
0,71,1 / ((-2440.1008)),-3.298175,2
0,72,((1 / (((-0.81223452) * log_v_k_nu)) / ((-1.8116683) / (-0.59318602))) / ((1.6511608 / 0.6258347) - 1 / (((-0.34279317) * log_v_k_nu)))),-3.4028235e+38,13
0,73,(abs(0.77654362) ^ ((-1.0645862) * log_v_k_nu)),-0.21662088,3
0,74,((0.57492316 * ((-0.61006892) * log_v_k_nu)) + (0.39305499 + (-1.073447))),-9.434667,7
0,75,(1 / ((abs(1 / ((-0.97295642))) ^ 0.13085037)) - (1 / ((-0.57355565)) + (abs((-1.2106962)) ^ (-0.31435421)))),-0.06317933,12
0,76,1 / (1 / ((0.59435183 * log_v_k_nu))),-0.9524441,3
0,77,(1 / (((-0.98505068) * log_v_k_nu)) * ((-0.07677611) * log_v_k_nu)),-3.4028235e+38,4
0,78,1 / ((abs(((((-0.8723883) * log_v_k_nu) * 1.2877004) + 2.2229662)) ^ (0.076695457 * 0.31629625))),-0.6741398,10
0,79,(1 / ((0.71738505 * log_v_k_nu)) - (-0.276905)),-3.4028235e+38,4
0,80,(1 / (((-1.6657099) * log_v_k_nu)) - 0.24074121),-3.4028235e+38,4
0,81,1 / (0.55611122),-0.06317931,2
0,82,(((0.025489092 * log_v_k_nu) + 1.7241963) - ((-0.068291873) * 0.47825858)),-0.06279028,7
0,83,(1 / ((abs(((-0.097663708) * log_v_k_nu)) ^ ((-0.68609834) * log_v_k_nu))) + (((-1.6855617) * log_v_k_nu) - (0.26161739 * log_v_k_nu))),-25.615116,8
0,84,((1.2206434 / ((-0.60382384) * log_v_k_nu)) + (0.94797933 / (-1.2476776))),-3.4028235e+38,7
0,85,1 / ((1 / (1.7606015) / (abs((-1.0173515)) ^ (0.75564873 * log_v_k_nu)))),-0.06282341,7
0,86,((((-1.0498204) * log_v_k_nu) - (1.9704776 * log_v_k_nu)) * (0.40415341 * log_v_k_nu)),-42.931484,5
0,87,(((((-1.4716225) * log_v_k_nu) / (-1.4388701)) + ((0.81741077 * log_v_k_nu) / ((-0.032341491) * log_v_k_nu))) - 1 / (((-0.019188128) * log_v_k_nu))),-3.4028235e+38,10
0,88,(1 / (0.11473309) / ((-0.70370537) * log_v_k_nu)),-3.4028235e+38,4
0,89,1 / (0.55610496),-0.063179344,2
