dummy,evals,expr,fitness,length
0,1,1 / (1 / (1 / (1 / ((0.14004673 * log_v_k_nu))))),-2.5388508,5
0,2,(((-0.39339623) - ((-0.025488496) * log_v_k_nu)) + 2.1502545),-0.06279027,5
0,3,1 / ((-1623.0822)),-3.298916,2
0,4,(abs((1 / ((1.7452316 * log_v_k_nu)) - ((0.96132433 * log_v_k_nu) - 0.59147888))) ^ 1 / (1 / (((-0.39996007) * log_v_k_nu)))),-1.5093776,10
0,5,((((-0.098381668) * log_v_k_nu) - 6.7811079) * (0.42900389 + (-0.68808514))),-0.06279027,7
0,6,(1 / (1 / ((-442.55188))) / (1 / ((-0.004100224)) - (1.4608747 * log_v_k_nu))),-0.06358675,8
0,7,((1 / ((-1.2957652)) + ((-0.90509337) * log_v_k_nu)) * (((-1.8378437) * log_v_k_nu) - ((-0.51611596) * log_v_k_nu))),-28.985916,8
0,8,(((((-0.58379984) * log_v_k_nu) + (0.14117523 * log_v_k_nu)) - ((-0.71865398) * log_v_k_nu)) / (0.42875546 * (-0.96447235))),-8.649708,9
0,9,(1 / ((abs(((-0.32654107) * log_v_k_nu)) ^ (-0.58765882))) / ((((-0.92513144) * log_v_k_nu) + ((-1.601499) * log_v_k_nu)) + 1 / ((-0.73979735)))),-3.7590542,11
0,10,1 / ((((-0.0066664144) * log_v_k_nu) + 0.5669679)),-0.062851,4
0,11,(1 / (1.3538331) - (-1.059556)),-0.06317927,4
0,12,(((((-1.0158215) * log_v_k_nu) / 1.5126314) + ((-0.20339409) * log_v_k_nu)) + ((0.30142802 * log_v_k_nu) - ((-0.49196225) * log_v_k_nu))),-3.7964442,9
0,13,((abs((0.83299541 * log_v_k_nu)) ^ (-0.010519096)) - (abs((1.1535534 * log_v_k_nu)) ^ ((-0.75414926) * log_v_k_nu))),-3.4028235e+38,7
0,14,1 / (1 / ((abs(1 / (((0.14422666 * log_v_k_nu) / (0.092567652 * log_v_k_nu)))) ^ (((1.2419803 * log_v_k_nu) - ((-0.027902767) * log_v_k_nu)) - 1 / (((-0.6708774) * log_v_k_nu)))))),-3.4028235e+38,13
0,15,(abs(1 / ((1 / ((-2.2099342)) * (-0.89806432)))) ^ (abs((((-0.60867995) * log_v_k_nu) / (0.20242868 * log_v_k_nu))) ^ (abs(((-1.0615797) * log_v_k_nu)) ^ (0.90822643 * log_v_k_nu)))),-3.4028235e+38,13
0,16,((abs((0.20694606 + 1.7272249)) ^ (-1.7159711)) * 1 / ((-0.56121588))),-5.69265,8
0,17,1 / ((1 / (((-0.99676555) * log_v_k_nu)) + (0.79580283 * log_v_k_nu))),-165.54309,5
0,18,1 / (((abs(1 / (1 / ((-0.19247431)))) ^ (((-0.89572519) * log_v_k_nu) * (1.8708707 * log_v_k_nu))) + 1 / (((-2.2221065) / (-0.93313444))))),-3.0849576,13
0,19,(((((-1.220937) * log_v_k_nu) / ((-0.70921743) * log_v_k_nu)) - 1 / ((1.090237 * log_v_k_nu))) / 1 / (((-0.6386919) * log_v_k_nu))),-3.4028235e+38,9
0,20,((0.025488257 * log_v_k_nu) - (-1.7568591)),-0.06279027,3
0,21,1 / ((((1.6437263 * log_v_k_nu) / ((-0.15552557) * log_v_k_nu)) + ((-2.2033558) * (1.132108 * log_v_k_nu)))),-3.4028235e+38,8
0,22,(((0.023569481 * log_v_k_nu) - ((-0.82001793) * log_v_k_nu)) + (abs(((-0.9604938) * log_v_k_nu)) ^ ((-0.075864546) * log_v_k_nu))),-0.62730205,7
0,23,(1 / ((-0.78962106)) + 3.064559),-0.063179314,4
0,24,(((-0.3829225) * log_v_k_nu) * (0.096322514 * log_v_k_nu)),-3.744674,3
0,25,((1 / (0.10174446) / (-2.261333)) - ((0.65697342 * log_v_k_nu) * (0.093293548 * log_v_k_nu))),-40.309406,8
0,26,(abs(((-2.2235548) * log_v_k_nu)) ^ ((-0.184029) * log_v_k_nu)),-1.3404443,3
0,27,((1 / ((0.161586 * log_v_k_nu)) / (0.080496304 * log_v_k_nu)) - (((-0.21756396) * log_v_k_nu) - (1.5807128 * log_v_k_nu))),-3.4028235e+38,8
0,28,(((((-0.42212489) * log_v_k_nu) + 0.70466888) - ((-0.12772085) + 1.9482319)) + ((1.2213957 * ((-0.39646646) * log_v_k_nu)) - ((-0.0042964756) * log_v_k_nu))),-19.737432,13
0,29,((abs(((-0.70081544) * log_v_k_nu)) ^ (0.41360691 * log_v_k_nu)) + 1 / (((-0.31265071) * log_v_k_nu))),-3.4028235e+38,6
0,30,1 / ((-1562.7844)),-3.299002,2
0,31,((abs((abs((0.34844878 * log_v_k_nu)) ^ ((-0.41288114) * log_v_k_nu))) ^ 1 / ((0.64058834 * log_v_k_nu))) * ((-0.41066706) / 0.22680779)),-29.418562,10
0,32,1 / (((((-1.1541821) - (0.93637043 * log_v_k_nu)) + 1 / ((-1.332932))) - (abs(((-1.5040139) * log_v_k_nu)) ^ ((-0.25745043) * log_v_k_nu)))),-4.2420287,11
0,33,1 / ((1 / ((abs((-1.1117502)) ^ (0.91712731 * log_v_k_nu))) / (abs((0.074646659 * log_v_k_nu)) ^ 0.65485013))),-2.3376763,9
0,34,(1 / (0.56153661) / (0.85093945 * log_v_k_nu)),-3.4028235e+38,4
0,35,((-1.2317544) * (-1.4598684)),-0.06317927,3
0,36,1 / ((1.0593871 * log_v_k_nu)),-3.4028235e+38,2
0,37,(1 / ((0.73683751 + 0.14506435)) / ((((-0.82506156) * log_v_k_nu) * 0.27023622) * (0.2772961 * log_v_k_nu))),-3.4028235e+38,10
