dummy,evals,expr,fitness
0,1,((1 / (((-0.99776465) * log_v_k_nu)) + 0.9250114) * ((0.15287507 * log_v_k_nu) + (0.5001567 * log_v_k_nu))),-3.4028235e+38
0,2,1 / ((abs((abs((((0.18938877 * log_v_k_nu) / (0.7513476 * log_v_k_nu)) - (((-1.7045207) * log_v_k_nu) / (-0.74759001)))) ^ (1 / ((0.85725951 * log_v_k_nu)) - (0.089930817 * log_v_k_nu)))) ^ (1 / ((-0.49573043)) - (abs((0.33722526 * log_v_k_nu)) ^ (1.3383276 * log_v_k_nu))))),-3.4028235e+38
0,3,(abs((abs((0.68741316 / (1.8150809 * log_v_k_nu))) ^ 1 / (1.1423141))) ^ (0.067409709 - 1.0768677)),-5.509956
0,4,(((abs((abs((-1.1000717)) ^ ((-0.14891811) * log_v_k_nu))) ^ (((-0.46718696) * log_v_k_nu) / 0.5945105)) * (abs(((-0.86284512) / (0.26287103 * log_v_k_nu))) ^ (((-0.58972883) * log_v_k_nu) - ((-0.69314039) * log_v_k_nu)))) / (((abs(((-1.8743705) * log_v_k_nu)) ^ (-0.78462213)) / (-1.3638511)) / ((-1.2389032) / ((-1.2884791) * log_v_k_nu)))),-3.4028235e+38
0,5,1 / (1 / (1 / ((abs((abs(((((0.35009494 * log_v_k_nu) + (-1.3874695)) / ((-1.2791684) - ((-0.3391538) * log_v_k_nu))) - ((0.21343523 * log_v_k_nu) - (-0.74850237)))) ^ (1 / (((-0.54785186) * log_v_k_nu)) + (abs(0.048842844) ^ (-2.3156576))))) ^ (1 / (((0.82488602 * log_v_k_nu) * 3.0906298)) / ((1.7488458 / (-0.68221319)) - (((-0.4177011) * log_v_k_nu) / 0.051783763))))))),-3.4028235e+38
0,6,1 / (1 / ((0.52913779 * log_v_k_nu))),-1.0982214
0,7,((((((-0.095124699) - 1.7923939) - ((-0.97695565) / ((-0.78156447) * log_v_k_nu))) - 1 / (((1.1938641 * log_v_k_nu) * (-0.41263953)))) - (abs((((-0.47593468) * (-0.61762607)) / ((0.6935851 * log_v_k_nu) / (-0.30299538)))) ^ (1 / (((-0.80578452) * log_v_k_nu)) * 1.0076399))) - ((abs(((-1.5785514) / ((-0.75411314) * log_v_k_nu))) ^ 1 / ((0.72992951 * log_v_k_nu))) / (((0.59444809 * log_v_k_nu) + (1.664753 * log_v_k_nu)) + (0.075388551 - 0.25672552)))),-3.4028235e+38
0,8,1 / ((((-0.3963297) * log_v_k_nu) * ((-0.11258052) * log_v_k_nu))),-3.4028235e+38
0,9,(1 / (1 / ((29.503054 + ((-3.2484026) * log_v_k_nu)))) - (((1438.8158 + 696.33508) / ((824.99695 * log_v_k_nu) + 75.750877)) - ((abs(0.31732973) ^ ((-1.1406466) * log_v_k_nu)) + ((-9.2622604) - (15.115873 * log_v_k_nu))))),-54.13345
0,10,(abs((abs(((abs((abs((-1.1533806)) ^ (0.45421946 * log_v_k_nu))) ^ ((1.1444356 * log_v_k_nu) - (0.91095126 * log_v_k_nu))) / 1 / (((0.017520625 * log_v_k_nu) + (0.5337534 * log_v_k_nu))))) ^ (abs((abs(((-2.2378981) * (1.4709888 * log_v_k_nu))) ^ ((-0.075576276) * ((-0.14163944) * log_v_k_nu)))) ^ (((-0.0060830894) * 0.60838544) / 1 / (0.63532448))))) ^ (((0.17889808 / 0.39937985) - ((-1.3410643) - ((-0.53055972) * log_v_k_nu))) / (((-0.17372829) / (0.55905753 * log_v_k_nu)) / (((-0.49851036) * log_v_k_nu) + 0.64161193)))),-1.077587
