dummy,evals,expr,fitness
0,1,(((((-0.97723264) / ((-0.3054055) * log_v_k_nu)) * (((-0.32032883) * log_v_k_nu) - ((-1.0539907) * log_v_k_nu))) - ((0.87789404 + 0.061726369) / 1 / ((1.1775719 * log_v_k_nu)))) + ((1 / (0.084627904) - 0.11304596) + ((0.84349126 * log_v_k_nu) + (0.16762355 * log_v_k_nu)))),-3.4028235e+38
0,2,((((1 / (1.4940531) * 1 / ((0.46726444 * log_v_k_nu))) + ((((-0.89544576) * log_v_k_nu) / (-0.56766713)) + 1 / ((-0.10077257)))) / 1 / (((0.40706891 * (2.3529682 * log_v_k_nu)) * ((-1.1308467) * 0.57263231)))) * (abs((((abs(((-0.61874592) * log_v_k_nu)) ^ 0.91634166) - 1 / ((-0.79483593))) * ((-1.0871179) + ((-1.2505847) * log_v_k_nu)))) ^ ((((-2.4274902) * log_v_k_nu) / (0.34765181 * log_v_k_nu)) - (abs((-1.1841983)) ^ ((-2.3837364) * log_v_k_nu))))),-3.4028235e+38
0,3,(1 / (((((-0.93536121) * log_v_k_nu) * ((-1.5956584) * log_v_k_nu)) + (1.0095617 * 0.97284907))) / ((((-1.6116706) - 0.55961502) - (1.226783 * log_v_k_nu)) + (abs(((-1.2796201) * log_v_k_nu)) ^ 1.1479117))),-3.8527048
0,4,1 / (((abs((abs((abs((0.85079288 + (-2.6689057))) ^ ((0.28086317 * log_v_k_nu) + (-2.5601554)))) ^ (((-0.65713644) / ((-0.28866383) * log_v_k_nu)) - (((-1.3293056) * log_v_k_nu) / 0.34917256)))) ^ 1 / (((((-0.76319057) * log_v_k_nu) / (0.76980799 * log_v_k_nu)) - 1 / (((-1.0184538) * log_v_k_nu))))) * (1 / ((((-1.2166735) * log_v_k_nu) - ((-0.62143296) * log_v_k_nu))) / ((((-0.061071653) * log_v_k_nu) - ((-0.84494817) * log_v_k_nu)) / ((-0.19415925) * 0.10469565))))),-3.4028235e+38
0,5,(abs(1 / ((-1.1983912))) ^ ((-1.4878725) * log_v_k_nu)),-0.21662094
0,6,((1 / ((0.45612082 * log_v_k_nu)) - (2.3798842 * log_v_k_nu)) / (((-0.35071436) * log_v_k_nu) - 0.8176384)),-3.4028235e+38
0,7,(abs((((-2.0564268) * 0.32142046) * 2.6704922)) ^ (abs((-1.0242816)) ^ (0.82167447 * log_v_k_nu))),-0.06286816
0,8,1 / ((abs((1 / (((-1.3871795) * log_v_k_nu)) * (-1.8764061))) ^ (abs((0.08845333 * log_v_k_nu)) ^ (0.60380816 * log_v_k_nu)))),-0.7594316
0,9,1 / (1 / (1 / ((abs((((((0.40418115 * log_v_k_nu) / ((-1.2941886) * log_v_k_nu)) * (1.7217916 + (1.126763 * log_v_k_nu))) - (abs(((1.0699818 * log_v_k_nu) * (0.75670302 * log_v_k_nu))) ^ (0.93552405 - 0.79907346))) / (1 / (((-0.67713606) * log_v_k_nu)) - ((0.8739298 * log_v_k_nu) / ((-0.31493971) * log_v_k_nu))))) ^ ((abs((abs(((-0.30006272) * log_v_k_nu)) ^ 0.44429225)) ^ (0.2691862 / (-0.45925915))) + (abs((0.11527841 + (1.9875071 * log_v_k_nu))) ^ (abs((1.9457828 * log_v_k_nu)) ^ (-0.46676987)))))))),-3.4028235e+38
0,10,(abs((((abs(1 / ((-0.80346882))) ^ ((0.15588583 * log_v_k_nu) - (0.027005555 * log_v_k_nu))) - (abs((((-1.3016074) * log_v_k_nu) + ((-0.28303772) * log_v_k_nu))) ^ ((-1.0068809) * (2.1662614 * log_v_k_nu)))) + (((((-0.11725466) * log_v_k_nu) + (0.35968745 * log_v_k_nu)) / (abs(0.6701352) ^ (0.10380451 * log_v_k_nu))) / 1 / ((((-0.17723562) * log_v_k_nu) / 0.90031117))))) ^ 1 / ((1 / (1 / ((-1.2682836))) + (0.8852157 * (0.59393287 * log_v_k_nu))))),-3.4028235e+38
