dummy,evals,expr,fitness,length
0,1,(((((-2.7176359) * log_v_k_nu) * 0.50015295) * ((-0.075649552) - (-0.55256701))) - ((0.66159141 * log_v_k_nu) * ((-0.18899041) * log_v_k_nu))),-6.120733,11
0,2,((abs((0.61466241 * log_v_k_nu)) ^ 1.5466487) + 0.65066838),-0.6000134,5
0,3,(abs((abs(1 / (1.5369521)) ^ 1 / (((-0.0063038217) * log_v_k_nu)))) ^ ((abs(((-0.58537924) * log_v_k_nu)) ^ 0.89960688) + ((-1.0089192) * (-0.45496616)))),-3.4028235e+38,13
0,4,1 / (((1 / ((-1.3351104)) / (abs((-3.1250236)) ^ 0.10686001)) + (abs((((-0.67275339) * log_v_k_nu) + (1.3930591 * log_v_k_nu))) ^ ((-0.25207371) * log_v_k_nu)))),-7618169.5,13
0,5,(1 / (0.049490754) / ((-0.076650664) * log_v_k_nu)),-3.4028235e+38,4
0,6,((abs(1 / (0.26067081)) ^ ((1.6499524 * log_v_k_nu) + (-0.95926535))) / (1 / (1.43146) * ((-0.79215491) * log_v_k_nu))),-3.4028235e+38,11
0,7,(((-0.012012322) + 0.41512564) + ((-1.3668852) - (-2.7619708))),-0.063179314,7
0,8,((((-0.82610053) - ((-0.20684388) * log_v_k_nu)) + 1 / (((-1.1873981) * log_v_k_nu))) - (abs((-1.4215226)) ^ ((-0.33462909) * log_v_k_nu))),-3.4028235e+38,10
0,9,((((-0.41059303) / ((-0.87720239) * log_v_k_nu)) + (((-0.52152181) * log_v_k_nu) + 2.5435557)) / (1 / ((-0.16530751)) / 1 / (((-1.0538149) * log_v_k_nu)))),-3.4028235e+38,13
0,10,(abs((1 / (((-0.027526436) * log_v_k_nu)) - (0.20434874 * log_v_k_nu))) ^ ((0.35665411 * log_v_k_nu) - (-0.32486975))),-3.4028235e+38,8
0,11,((((0.99430424 * log_v_k_nu) / (-1.1337948)) + ((1.8447903 * log_v_k_nu) - ((-1.2914528) * log_v_k_nu))) - 1 / ((abs(0.19530651) ^ 0.61794347))),-3.8202171,12
0,12,(1 / (0.83674765) + 0.60333735),-0.063179344,4
0,13,(abs((abs(6.7975097) ^ 10.661271)) ^ 1 / (34.815437)),-0.06317934,6
0,14,(((abs(((-0.68411899) * log_v_k_nu)) ^ 0.47468361) - ((0.77737427 * log_v_k_nu) / 1.5186008)) * ((0.15206634 / (1.1305764 * log_v_k_nu)) * ((-2.2705975) * log_v_k_nu))),-3.4028235e+38,13
0,15,((abs(1 / ((1.2908697 * log_v_k_nu))) ^ ((-0.13606416) * log_v_k_nu)) * (((-0.22746575) * log_v_k_nu) * 1.9968716)),-8.190338,8
0,16,(((abs((-1.4780575)) ^ (0.32729355 * log_v_k_nu)) / ((0.59257025 * log_v_k_nu) * (-0.74120182))) - (((-1.4823089) * log_v_k_nu) * (-0.92683083))),-3.4028235e+38,11
0,17,1 / ((0.34445435 * log_v_k_nu)),-3.4028235e+38,2
0,18,((1 / (((-1.0287989) * log_v_k_nu)) * (2.2000394 * log_v_k_nu)) * (abs(0.8273471) ^ 1.2072822)),-3.4028235e+38,8
0,19,(abs((abs(((1.0659502 * log_v_k_nu) / (-0.64336789))) ^ 1 / ((0.99064779 * log_v_k_nu)))) ^ (abs((0.06190981 * log_v_k_nu)) ^ ((-0.36248636) * log_v_k_nu))),-177.06438,10
