dummy,evals,expr,fitness
0,1,1 / ((((abs(1 / ((1.5158336 * ((-1.1251692) * log_v_k_nu)))) ^ (abs(((-0.7094754) + ((-0.60422915) * log_v_k_nu))) ^ 1 / (((-0.43395957) * log_v_k_nu)))) - 1 / ((1 / ((0.084116377 * log_v_k_nu)) + ((-0.65757078) / ((-0.26111135) * log_v_k_nu))))) * (abs((abs((((0.52859521 * log_v_k_nu) / ((-1.6079053) * log_v_k_nu)) - 1 / (((-0.78179365) * log_v_k_nu)))) ^ ((((-1.9858962) * log_v_k_nu) - (-0.56430459)) / (abs((0.62868184 * log_v_k_nu)) ^ 0.59806997)))) ^ (((((-0.29564384) * log_v_k_nu) - ((-0.26219857) * log_v_k_nu)) + (abs(((-0.21569376) * log_v_k_nu)) ^ (-1.7360461))) / (abs((abs((-0.78688574)) ^ ((-0.49245876) * log_v_k_nu))) ^ 0.048817068))))),-3.4028235e+38
0,2,(((-2.1776559) / ((-0.89171076) * log_v_k_nu)) - ((0.92589945 * log_v_k_nu) + ((-1.312151) * log_v_k_nu))),-3.4028235e+38
0,3,(((((abs((0.13010599 * log_v_k_nu)) ^ ((-1.4773455) * log_v_k_nu)) * (abs((1.332978 * log_v_k_nu)) ^ (1.3174318 * log_v_k_nu))) * ((0.56045395 / (-1.173454)) - ((-0.90013212) * 1.5836766))) * (abs(((-1.1892132) - (-0.82404029))) ^ (abs(0.010386797) ^ (-0.96024287)))) / ((((0.0010977491 * log_v_k_nu) + ((-1.112874) * log_v_k_nu)) - ((-0.38042188) - 0.54473585)) - (((-0.72414708) / (-0.64551932)) + 1 / ((0.6324929 * log_v_k_nu))))),-3.2967005
0,4,(1 / (((-0.53093833) * log_v_k_nu)) * ((-0.12830028) * log_v_k_nu)),-3.4028235e+38
0,5,(abs(1 / (1 / (1 / (1 / ((((-0.15942623) * log_v_k_nu) / (0.65565538 * log_v_k_nu))))))) ^ (((((abs(0.19395682) ^ (-0.52811432)) * 1 / ((0.28211141 * log_v_k_nu))) / ((abs((-0.81554204)) ^ ((-0.80387902) * log_v_k_nu)) * (1.8456798 * log_v_k_nu))) - ((((-0.57784402) * log_v_k_nu) * (-0.41834831)) / ((-0.68598533) + (-0.72655267)))) - ((((-0.012639501) * (-1.0354851)) - (0.42349818 / (-0.49540916))) / (((0.62965345 * log_v_k_nu) / 1.3056083) - (((-2.2401404) * log_v_k_nu) / (-0.74719894)))))),-3.4028235e+38
0,6,(abs(((abs(((0.58337557 - (-0.053307697)) * ((-0.93654317) / (0.85395551 * log_v_k_nu)))) ^ (abs(((-2.1830609) - ((-0.97360009) * log_v_k_nu))) ^ (((-0.66886491) * log_v_k_nu) * ((-0.02337444) * log_v_k_nu)))) + (((0.14913101 + ((-0.98754603) * log_v_k_nu)) - 1 / ((0.092594311 * log_v_k_nu))) - ((0.045524832 * ((-0.42543593) * log_v_k_nu)) * (((-0.51006597) * log_v_k_nu) / 0.28749734))))) ^ (abs((((-1.2003233) - 1.8252716) * 1 / (2.2328756))) ^ ((((-1.3866997) * log_v_k_nu) + ((-0.37025923) * log_v_k_nu)) / 1 / ((-0.35933551))))),-3.4028235e+38
0,7,((((0.397598 * log_v_k_nu) + (-0.0062906193)) / (((-0.45210299) * log_v_k_nu) / (0.18264578 * log_v_k_nu))) / 1 / (1 / ((0.56115115 * log_v_k_nu)))),-3.4028235e+38
0,8,1 / ((1 / (1 / (1 / ((((0.2414232 * log_v_k_nu) / 0.87292504) - (((-0.63293576) * log_v_k_nu) * (0.3288106 * log_v_k_nu)))))) - ((abs(((abs((((-0.12495785) * log_v_k_nu) / (-0.9649182))) ^ ((0.074063011 * log_v_k_nu) + 0.97013819)) / 1 / (1 / ((-1.0299413))))) ^ ((abs((0.35635951 * log_v_k_nu)) ^ (0.55966306 * log_v_k_nu)) / ((0.88033277 * log_v_k_nu) * (1.5199217 * log_v_k_nu)))) / 1 / (((0.81939495 * (-0.75522417)) / ((-0.81401694) + (1.2444834 * log_v_k_nu))))))),-1.3133949
0,9,(((1 / ((0.24062018 * log_v_k_nu)) / (-0.15020935)) + (((-1.1318247) * log_v_k_nu) * (0.067108341 * log_v_k_nu))) + (abs((abs((-0.0098502338)) ^ (-0.30305347))) ^ (0.15252575 / (0.26380458 * log_v_k_nu)))),-3.4028235e+38
0,10,((((-0.31715536) - (2.1700413 * log_v_k_nu)) - (0.64166546 + ((-0.46576634) * log_v_k_nu))) - (1 / (((-0.37598595) * log_v_k_nu)) / ((-0.76700711) * log_v_k_nu))),-3.4028235e+38
0,11,((((abs((0.37208024 * log_v_k_nu)) ^ (-0.0040029334)) - (((-0.45934469) * log_v_k_nu) - 0.91191667)) / (((1.0840552 * log_v_k_nu) / 0.11422665) + (((-1.0185214) * log_v_k_nu) - (-1.2595632)))) * (1 / ((0.75585842 * log_v_k_nu)) / (abs((-0.42280754)) ^ (-0.13388225)))),-3.4028235e+38
0,12,(((1 / ((((-0.61306405) * log_v_k_nu) / ((-0.32182831) * log_v_k_nu))) * (1 / ((-1.2462361)) - ((-0.10743485) * log_v_k_nu))) / ((abs(((-0.89930749) * log_v_k_nu)) ^ ((-1.9081231) * log_v_k_nu)) / (((-1.2982395) * log_v_k_nu) + ((-1.1808524) * log_v_k_nu)))) + (((0.75917029 + 1.460503) - ((-0.77202135) + (-1.1508195))) / ((1.3669645 - (0.62789708 * log_v_k_nu)) * (0.1694925 - 0.12802957)))),-3.4028235e+38
0,13,((((((1.1922977 * log_v_k_nu) / ((-0.8583253) * log_v_k_nu)) - ((-0.99442649) / ((-0.57064974) * log_v_k_nu))) / ((abs((1.6087475 * log_v_k_nu)) ^ ((-0.41972539) * log_v_k_nu)) * 1 / (((-0.65073854) * log_v_k_nu)))) / 1 / ((abs(((-1.638333) * log_v_k_nu)) ^ (0.15175407 * log_v_k_nu)))) * (abs(((abs((-1.4816387)) ^ (1.3250386 * log_v_k_nu)) + ((-1.2487341) * 2.2638934))) ^ (abs(((0.17620687 * log_v_k_nu) / (-0.011301717))) ^ ((0.75235832 * log_v_k_nu) / 1.5731533)))),-3.4028235e+38
0,14,(((((1 / (0.29377657) * 1 / ((-0.0095014349))) + (((-0.14858598) * log_v_k_nu) / (0.3701117 * log_v_k_nu))) * (abs((((-1.1760577) * log_v_k_nu) / (-0.21254689))) ^ ((-0.067397602) - ((-1.1574887) * log_v_k_nu)))) / ((((-0.49292311) * (0.63341254 * log_v_k_nu)) / 1 / ((0.59407836 * log_v_k_nu))) - ((((-0.5083645) * log_v_k_nu) + 0.22883429) * (abs((-1.0163747)) ^ ((-0.43608293) * log_v_k_nu))))) + (1 / (((((-1.4969001) * log_v_k_nu) / 2.5081294) + ((-0.75910383) - (0.47926828 * log_v_k_nu)))) + 1 / (((((-0.093805403) * log_v_k_nu) / ((-0.53656906) * log_v_k_nu)) / (abs((-0.14642395)) ^ 0.76395249))))),-3.4028235e+38
0,15,(abs((1.2482684 * log_v_k_nu)) ^ 0.9787761),-0.93234026
0,16,((abs(((abs((1.2269695 * (0.75096917 * log_v_k_nu))) ^ ((-0.58827245) / ((-0.099482186) * log_v_k_nu))) * (abs((((-1.0004284) * log_v_k_nu) - (-0.032691453))) ^ ((0.39149883 * log_v_k_nu) * (-0.8869741))))) ^ 1 / (((0.74127239 - (-0.34646547)) - ((-1.1556515) / (-0.076467693))))) / (abs((abs(1 / (((-0.024517696) / ((-0.1288128) * log_v_k_nu)))) ^ ((((-0.13002601) * log_v_k_nu) / ((-0.57191205) * log_v_k_nu)) - 1 / ((1.1792784 * log_v_k_nu))))) ^ ((((-0.86643285) * log_v_k_nu) / (-0.56917381)) + ((-1.8800373) + (-0.82953656))))),-3.4028235e+38
