dummy,evals,expr,fitness,length
0,1,((0.025488019 * log_v_k_nu) - (-1.7568594)),-0.062790275,3
0,2,(abs((1 / (1 / (((-0.13584983) * log_v_k_nu))) * ((-1.096554) * ((-0.83772838) * log_v_k_nu)))) ^ 1 / ((((-0.64582694) * log_v_k_nu) + ((-0.63374102) * log_v_k_nu)))),-3.4028235e+38,12
0,3,(abs(1 / ((abs(((-1.1764604) * log_v_k_nu)) ^ ((-1.1923523) * log_v_k_nu)))) ^ (abs(((0.89402843 * log_v_k_nu) * 0.03813725)) ^ (-0.068290956))),-9130.191,10
0,4,1 / ((1 / ((-0.63959199)) * (-0.35563359))),-0.06317934,5
0,5,1 / (((-0.43563792) * log_v_k_nu)),-3.4028235e+38,2
0,6,1 / ((abs(((((-1.7080032) * log_v_k_nu) - (-0.41559198)) + (abs((0.63111585 * log_v_k_nu)) ^ ((-0.076904193) * log_v_k_nu)))) ^ (1 / (((-0.0420991) * log_v_k_nu)) / ((-0.62021947) * log_v_k_nu)))),-3.4028235e+38,13
0,7,1 / (1 / (1 / ((abs((1 / ((0.84485108 * log_v_k_nu)) * 1 / (0.15120116))) ^ (0.29463494 + (1.5137932 * log_v_k_nu)))))),-3.2230134,12
0,8,(1 / (((-1.57549) * log_v_k_nu)) + 0.80667984),-3.4028235e+38,4
0,9,((((0.82745844 * log_v_k_nu) - (-0.24111466)) * ((1.2104869 * log_v_k_nu) * (0.1107896 * log_v_k_nu))) / (abs((2.2754202 * ((-1.3484517) * log_v_k_nu))) ^ (-0.74932569))),-32.11054,13
0,10,((1 / (1.149284) * (0.40243959 * log_v_k_nu)) / (((-2.1716928) * log_v_k_nu) * ((-0.081445031) * log_v_k_nu))),-3.4028235e+38,8
0,11,(1 / (((0.26699856 * log_v_k_nu) - ((-0.28096038) * log_v_k_nu))) * (1 / (0.63395691) * (1.384624 * log_v_k_nu))),-3.4028235e+38,9
0,12,1 / ((0.76545006 * log_v_k_nu)),-3.4028235e+38,2
0,13,1 / (1 / (1.7981989)),-0.063179314,3
0,14,1 / ((1 / (1 / (0.68628967)) + ((2.0374057 * log_v_k_nu) / ((-0.32636854) * log_v_k_nu)))),-3.4028235e+38,8
0,15,1 / (1 / (1 / (1 / (1.7981993)))),-0.06317929,5
0,16,(1 / (((-1.1169852) * log_v_k_nu)) - 1.2008824),-3.4028235e+38,4
0,17,((1 / ((1.5055641 * log_v_k_nu)) * ((-0.13899298) / (-0.77769351))) * 1 / (1 / (((-0.49994537) * log_v_k_nu)))),-3.4028235e+38,10
0,18,((((-1.5642052) * log_v_k_nu) - ((-2.472451) * log_v_k_nu)) - 1 / (1208.7273)),-0.6356237,6
0,19,(1 / (((-0.22730199) * log_v_k_nu)) / (0.042349551 * log_v_k_nu)),-3.4028235e+38,4
0,20,(1 / ((((-1.5656404) * log_v_k_nu) + ((-1.0681477) * log_v_k_nu))) + (abs(((-1.406877) + ((-0.53946429) * log_v_k_nu))) ^ (((-1.4699879) * log_v_k_nu) / (-0.75569516)))),-3.4028235e+38,12
0,21,(((-0.33395964) - ((-0.025488913) * log_v_k_nu)) + 1 / (0.47828174)),-0.06279028,6
0,22,(abs(((((-0.37944233) * log_v_k_nu) * (-2.0931327)) + (abs((-0.052038394)) ^ (0.15296668 * log_v_k_nu)))) ^ (((0.92677665 * log_v_k_nu) * ((-0.4184168) * log_v_k_nu)) - 1.9935426)),-2.524211,13
0,23,(1 / (1 / (0.51887625)) * (abs((0.027873969 * log_v_k_nu)) ^ (-0.62784588))),-3.4028235e+38,7
0,24,(abs((2.1238387 / ((-1.4514353) * log_v_k_nu))) ^ 1 / ((0.019485939 * log_v_k_nu))),-3.4028235e+38,6
0,25,(0.40779659 * (1.280061 * log_v_k_nu)),-1.1158338,3
0,26,(1 / (1 / (2.7476919)) - (abs(1.0515924) ^ ((-0.63864136) * log_v_k_nu))),-0.06270593,7
0,27,((1.2653854 / (0.040376499 * log_v_k_nu)) * (1.2770411 + (-1.2943826))),-3.4028235e+38,7
0,28,1 / (0.55611074),-0.0631793,2
0,29,1 / ((-1984.1218)),-3.2985137,2
0,30,(1 / ((((-0.83701795) * log_v_k_nu) * 0.62764823)) - ((1.684862 * log_v_k_nu) + 0.20931396)),-3.4028235e+38,8
0,31,((1 / ((0.051327147 * log_v_k_nu)) * (0.64348632 * log_v_k_nu)) - (abs(2.2882967) ^ ((-0.6501013) * log_v_k_nu))),-3.4028235e+38,8
