dummy,evals,expr,fitness
0,1,(abs((abs((-0.55775166)) ^ (3.303298 * log_v_k_nu))) ^ (1.0413582 - 1.1809726)),-0.21662089
0,2,((2.5291567 * log_v_k_nu) * (0.015656564 * log_v_k_nu)),-2.8677633
0,3,(((((((-1.7360053) * log_v_k_nu) - 1.1936368) / (0.50394088 + (0.75145352 * log_v_k_nu))) + ((1.7972598 + (0.70225042 * log_v_k_nu)) * ((1.6804206 * log_v_k_nu) + 0.90668029))) + (1 / (1 / ((-1.7615157))) * 1 / (1 / ((0.86083668 * log_v_k_nu))))) - (abs((1 / ((0.39315334 / (-1.6606741))) + ((2.5483954 * log_v_k_nu) / ((-0.63549322) * log_v_k_nu)))) ^ (((-0.87873876) * (0.075034171 * log_v_k_nu)) - (0.75575906 / 0.2263668)))),-3.4028235e+38
0,4,(abs(1 / ((1 / (0.7498011) / 1 / (((-0.17462842) * log_v_k_nu))))) ^ (1 / (((-0.28614187) * log_v_k_nu)) * (1.3792981 * (-0.38775629)))),-3.4028235e+38
0,5,((((0.69071174 * log_v_k_nu) + 0.57595271) - (0.39210549 - ((-0.90328503) * log_v_k_nu))) / (1 / ((0.25328612 * log_v_k_nu)) + (0.24403128 * log_v_k_nu))),-3.5639052
0,6,1 / (1 / (((((((0.15077443 * log_v_k_nu) * (0.31621936 * log_v_k_nu)) - ((-0.80939823) - 0.58586484)) - (((-0.38814232) * (0.89780724 * log_v_k_nu)) * ((-1.2710617) / (-0.70960146)))) / ((1 / ((0.44801998 * log_v_k_nu)) / ((2.0631449 * log_v_k_nu) + (-0.7996819))) / (abs(1 / (0.3040337)) ^ ((2.5080173 * log_v_k_nu) * (0.51200813 * log_v_k_nu))))) * ((((((-1.0820303) * log_v_k_nu) * (-0.79764974)) - 1 / (((-0.37191817) * log_v_k_nu))) * (abs(1.4640414) ^ 0.69610214)) + 1 / ((abs((-0.30703223)) ^ (-0.52567029))))))),-3.4028235e+38
0,7,(1 / ((abs(1 / ((((0.20846438 * log_v_k_nu) / ((-0.59791875) * log_v_k_nu)) - 1 / (0.86129856)))) ^ 1 / (1 / (((-2.8447111) * log_v_k_nu))))) - (abs(1 / ((1 / ((0.99153048 * log_v_k_nu)) + (0.69589257 - ((-1.0471957) * log_v_k_nu))))) ^ (((((-0.051941216) * log_v_k_nu) + 0.73927569) - ((-0.83563042) * ((-2.0817537) * log_v_k_nu))) / ((abs((0.45851108 * log_v_k_nu)) ^ (-0.86271572)) + 1 / (((-0.80530787) * log_v_k_nu)))))),-3.4028235e+38
0,8,1 / ((1 / ((1 / ((-4.4984155)) - (4.6306539 * log_v_k_nu))) / (abs((abs(3.2798734) ^ (-2.4511721))) ^ (((-1.6276789) * log_v_k_nu) + 16.084974)))),-3.2967005
0,9,(abs((1 / ((((abs(0.37560558) ^ (0.6960178 * log_v_k_nu)) / (0.64406681 - ((-0.042537503) * log_v_k_nu))) + (1 / (0.61893785) - ((-0.28139439) / (-0.55742317))))) - (((((-0.5598262) - 0.63410842) / 1 / (((-0.93126839) * log_v_k_nu))) / (1 / (0.34973854) * (((-0.063584596) * log_v_k_nu) / (0.37753069 * log_v_k_nu)))) * (((-0.93204314) + 0.37013587) / 1 / (((-1.0673609) * log_v_k_nu)))))) ^ 1 / (1 / (((((-1.6704383) * log_v_k_nu) / (-1.3890435)) - ((-0.17041935) + (-1.697708)))))),-3.4028235e+38
0,10,1 / ((-2.1336896)),-5.201885
