dummy,evals,expr,fitness
0,1,(1 / ((abs((2.0170436 * log_v_k_nu)) ^ 1.6013108)) * ((abs((-0.31331313)) ^ (2.7227335 * log_v_k_nu)) * ((-1.0786918) + (-0.08119569)))),-3.4028235e+38
0,2,(abs(((1 / ((abs(((-0.40036219) * log_v_k_nu)) ^ (-0.036327802))) / ((abs((0.35227507 * log_v_k_nu)) ^ ((-0.43160814) * log_v_k_nu)) - (abs(((-0.022773804) * log_v_k_nu)) ^ 1.7462776))) / 1 / (((0.23811768 / 0.6463303) - ((-0.82970774) + ((-0.86630368) * log_v_k_nu)))))) ^ (((abs((-0.38279584)) ^ (0.17710823 * log_v_k_nu)) - (0.74358064 * ((-0.16513829) * log_v_k_nu))) - 1 / (((-0.67540848) - (0.020269124 * log_v_k_nu))))),-96.14494
0,3,(1 / (((1 / (1.8620234) + ((-0.49043834) + (0.50255615 * log_v_k_nu))) / (1 / (((-0.067028575) * log_v_k_nu)) - 0.40465915))) / ((abs(1 / (((-1.1662782) * log_v_k_nu))) ^ (((-1.5732658) * log_v_k_nu) - (-1.4734814))) * (1 / (0.369737) - ((-1.0146403) - ((-0.94691592) * log_v_k_nu))))),-3.4028235e+38
0,4,(((1.3603421 - (-2.7266951)) * 1 / ((-0.10879958))) + ((1.0672041 * log_v_k_nu) * (-0.49978948))),-1618.5529
0,5,(abs((1 / (1 / ((0.2181623 + 0.24320409))) - (((abs(0.71371263) ^ (1.9911784 * log_v_k_nu)) / (abs(1.7688928) ^ ((-1.2249926) * log_v_k_nu))) * (1 / ((0.42877138 * log_v_k_nu)) - ((0.11156853 * log_v_k_nu) / ((-0.62388879) * log_v_k_nu)))))) ^ 1 / ((abs(((0.91354072 + ((-0.61152107) * log_v_k_nu)) * (0.65954077 * (2.459491 * log_v_k_nu)))) ^ (abs((1.3535813 * log_v_k_nu)) ^ (1.0829934 * log_v_k_nu))))),-3.4028235e+38
0,6,(((1 / ((0.022019312 * log_v_k_nu)) * 0.51449054) - (((-0.65822494) * log_v_k_nu) + (-0.28447422))) * (((-0.98991787) * 1.1569409) + (((-0.28789178) * log_v_k_nu) + (-0.98626637)))),-3.4028235e+38
0,7,(((1 / (1 / (1 / ((-0.40895605)))) - (1 / ((-0.69450253)) * 1 / ((-1.5592792)))) / 1 / ((abs(((0.069266692 * log_v_k_nu) / ((-0.091795199) * log_v_k_nu))) ^ (((-1.3773905) * log_v_k_nu) - (-0.96209419))))) / (1 / ((((0.089941189 * log_v_k_nu) - ((-1.1838752) * log_v_k_nu)) * (((-0.02121534) * log_v_k_nu) - (-0.45661277)))) * (1 / ((0.27151695 / (0.50051016 * log_v_k_nu))) * (abs((abs((1.8535318 * log_v_k_nu)) ^ ((-0.84356898) * log_v_k_nu))) ^ 1 / (((-1.9997336) * log_v_k_nu)))))),-3.4028235e+38
0,8,((((abs(((-0.093569331) + (-1.5615425))) ^ ((0.85330164 * log_v_k_nu) * ((-0.88031012) * log_v_k_nu))) - ((abs(0.83821625) ^ ((-0.84887743) * log_v_k_nu)) * (0.93991268 + (0.63252282 * log_v_k_nu)))) * 1 / ((abs(1 / ((-0.83016992))) ^ 1 / (((-1.0928166) * log_v_k_nu))))) / (1 / ((abs(((-0.25955436) * log_v_k_nu)) ^ 0.57993394)) - ((abs((-0.42964268)) ^ (-0.47624499)) * 1 / ((0.92546952 * log_v_k_nu))))),-3.4028235e+38
0,9,(abs(1 / ((-1.3731523))) ^ 1 / (((-0.33221367) * log_v_k_nu))),-3.4028235e+38
0,10,(1 / ((((((0.228816 * log_v_k_nu) + ((-2.2015979) * log_v_k_nu)) - 1 / ((0.15599026 * log_v_k_nu))) - ((2.2807672 * log_v_k_nu) / (0.50779819 * log_v_k_nu))) / 1 / (((0.04987276 * log_v_k_nu) + 1.2665439)))) * (1 / ((((0.40045398 * log_v_k_nu) + (-0.17382205)) / 1 / ((-0.43855131)))) * (1 / ((((-0.81302768) * log_v_k_nu) * 0.78502095)) / (((1.0825807 * log_v_k_nu) - ((-0.50796801) * log_v_k_nu)) / 1 / (((-0.24892712) * log_v_k_nu)))))),-3.4028235e+38
0,11,(((abs(((-0.22441241) * log_v_k_nu)) ^ 0.0028274923) - 0.86896992) + (1.0211234 - (-0.93406969))),-0.13279824
0,12,(abs(((1 / ((1.1212229 / ((-0.1609071) * log_v_k_nu))) / 1 / (((-0.79789126) - (0.12641799 * log_v_k_nu)))) - ((1 / ((-0.73057365)) + 1.239697) + ((0.0090217208 * log_v_k_nu) - ((-0.26156631) * log_v_k_nu))))) ^ 1 / (1 / (1 / (((-0.176607) * log_v_k_nu))))),-3.4028235e+38
0,13,((((((-0.57159787) * log_v_k_nu) - (2.8201058 * log_v_k_nu)) * ((-0.122257) / (1.4532096 * log_v_k_nu))) - 1 / ((((-1.8733152) * log_v_k_nu) / (-2.5028567)))) * (((0.15947558 + ((-1.6650559) * log_v_k_nu)) * 1 / ((1.2989973 * log_v_k_nu))) / ((abs(((-1.8477793) * log_v_k_nu)) ^ ((-0.65151078) * log_v_k_nu)) - 1 / ((-0.46864089))))),-3.4028235e+38
0,14,1 / ((((abs((abs((2.2331171 * log_v_k_nu)) ^ ((-0.39353251) * log_v_k_nu))) ^ (abs((-1.9264632)) ^ 0.20416693)) - (abs(1 / ((-0.014225703))) ^ (-0.75744808))) / (1 / (((-0.23271613) * log_v_k_nu)) - (abs(0.28392467) ^ (1.7670542 * log_v_k_nu))))),-3.4028235e+38
0,15,((abs((-1.6549369)) ^ (0.99574602 * log_v_k_nu)) / (1.540428 * log_v_k_nu)),-3.4028235e+38
0,16,(1 / (((-0.21383542) * log_v_k_nu)) + 1 / (((-1.8239769) * log_v_k_nu))),-3.4028235e+38
0,17,((abs((abs(((-0.098116204) + ((-0.84608144) * log_v_k_nu))) ^ ((0.69299906 * log_v_k_nu) * ((-1.1814582) * log_v_k_nu)))) ^ (0.28003338 + (0.18697394 * log_v_k_nu))) / 1 / (((0.68272907 * log_v_k_nu) - (-0.58044732)))),-1.2397081
0,18,1 / ((abs((((-0.52428496) * (-0.46423376)) * (0.55549449 * (-0.70366788)))) ^ (((0.0055082431 * log_v_k_nu) + (-0.3413001)) + 0.58178586))),-0.062823415
0,19,(abs(((((((-0.59183913) * log_v_k_nu) / ((-1.9176239) * log_v_k_nu)) + (abs(0.46452847) ^ 0.59672117)) - ((0.11145815 * (-0.64775383)) * ((0.42184785 * log_v_k_nu) + 0.91437393))) + (((0.32005155 + (-2.3098469)) + (0.5763647 * log_v_k_nu)) / ((-0.16910368) - (-1.0451075))))) ^ 1 / ((((-1.148005) * ((-0.28401339) * log_v_k_nu)) / ((2.0651634 * log_v_k_nu) + 0.60942584)))),-3.4028235e+38
0,20,(((((abs((-0.042564191)) ^ (-0.51318657)) + (abs(1.384089) ^ ((-0.29339844) * log_v_k_nu))) * (((0.82908452 * log_v_k_nu) - (0.6092186 * log_v_k_nu)) / 0.30134577)) + ((abs(((-0.42229983) * log_v_k_nu)) ^ (1.674564 * log_v_k_nu)) / (((-0.098892778) * log_v_k_nu) / (-0.41717058)))) - (abs(1 / (1 / ((-0.72547823)))) ^ 1 / ((0.67737281 / ((-1.1408329) * log_v_k_nu))))),-3.4028235e+38
0,21,(abs(((1 / ((1.3360015 / (-2.1533816))) - ((0.023261758 * log_v_k_nu) / 0.64143407)) * 1 / (1 / ((-0.67683065))))) ^ (((0.03050153 - ((-0.4465234) * log_v_k_nu)) / 1 / ((0.66379422 * log_v_k_nu))) + (abs((abs(0.75092906) ^ ((-0.82796144) * log_v_k_nu))) ^ (((-0.71339899) * log_v_k_nu) + (0.38012624 * log_v_k_nu))))),-0.37730002
0,22,((abs((1 / ((0.17955235 * log_v_k_nu)) * (0.64702612 * log_v_k_nu))) ^ ((0.98363966 * log_v_k_nu) - 1.4007834)) / 1 / ((0.49990001 + ((-0.024612991) * log_v_k_nu)))),-3.4028235e+38
0,23,1 / (1 / (1 / (((abs((((((-0.87303764) * log_v_k_nu) + (-1.5348516)) + (0.20533474 - (-0.015120198))) + (((-0.96174604) - (0.98207629 * log_v_k_nu)) / ((1.4732624 * log_v_k_nu) + ((-0.87008607) * log_v_k_nu))))) ^ ((1 / ((-0.17140442)) / ((-1.3781779) + (1.0152512 * log_v_k_nu))) - (1 / ((-0.25151896)) / ((-0.55080462) * log_v_k_nu)))) - (abs(((0.77535355 * 0.52324301) / ((1.6540991 * log_v_k_nu) / (-0.22302653)))) ^ (((2.1951778 * log_v_k_nu) * (0.46327215 * log_v_k_nu)) / ((-0.14428574) + 0.78681433))))))),-1.8106303e+18
0,24,((1 / ((((-1.0880843) * log_v_k_nu) - (-0.42357022))) * (((-0.1085513) - (0.35104486 * log_v_k_nu)) * 1 / ((-0.6496737)))) - ((((0.63881612 * log_v_k_nu) / (-0.070902959)) / ((-0.45262781) / (-0.99951226))) / (((0.33596462 * log_v_k_nu) * 0.09472242) / 1.0475403))),-3.4028235e+38
0,25,1 / ((abs((((((-0.12443554) * (-2.6390526)) / (0.08437027 + ((-0.46888319) * log_v_k_nu))) / ((0.2667253 + 0.96296602) + ((1.3940783 * log_v_k_nu) + (-1.7311797)))) / ((((-0.36753675) + (0.034214444 * log_v_k_nu)) + ((0.0034324636 * log_v_k_nu) / (0.48828936 * log_v_k_nu))) / (0.66021895 + (-0.024701228))))) ^ ((((-0.60717911) + ((-0.90143001) * log_v_k_nu)) + 1 / ((1.357728 * log_v_k_nu))) + (((-0.64024454) * (-1.6174664)) + (((-1.1063212) * log_v_k_nu) + 1.4925879))))),-3.4028235e+38
0,26,(abs(((((-1.6094772) + (-0.78680974)) - 1 / ((-1.217828))) / ((-0.70186496) + 0.60972255))) ^ ((2.6272454 / ((-0.91461915) * log_v_k_nu)) + (0.72541225 * 0.38993001))),-3.1779897
