dummy,evals,expr,fitness
0,1,((((((-0.39506212) * log_v_k_nu) + (-0.537561)) + ((-1.0978338) - ((-1.5624069) * log_v_k_nu))) / ((((-0.43404713) * log_v_k_nu) * ((-0.15536687) * log_v_k_nu)) + 0.53107256)) - 1 / ((((-0.012957096) * log_v_k_nu) + 0.58158469))),-13.5067
0,2,(((0.40485275 * (-1.2616092)) + (0.33527812 / (1.2834802 * log_v_k_nu))) + (abs(1 / ((-1.8040898))) ^ 1 / ((-2.8782742)))),-3.4028235e+38
0,3,1 / ((((((abs(((-0.70377046) * log_v_k_nu)) ^ (-0.024319222)) * (abs(((-1.5359938) * log_v_k_nu)) ^ (1.1767111 * log_v_k_nu))) - (abs(1 / ((1.5672876 * log_v_k_nu))) ^ 1 / (0.37612104))) - ((abs(((0.82207829 * log_v_k_nu) - ((-0.97080952) * log_v_k_nu))) ^ (((-0.73604935) * log_v_k_nu) - (0.9119904 * log_v_k_nu))) / ((((-0.81930572) * log_v_k_nu) / ((-0.77567208) * log_v_k_nu)) / (abs(((-0.74923515) * log_v_k_nu)) ^ (1.4270747 * log_v_k_nu))))) / (((1 / (0.78044891) / 1.5524199) + ((-1.8634011) - 0.65427119)) / (abs(((-1.3506595) + 0.7491343)) ^ ((-1.1916655) * 0.19163489))))),-3.4028235e+38
0,4,(((abs((-1.1294135)) ^ (-0.22423457)) * (abs(((-1.1222856) * log_v_k_nu)) ^ ((-1.598719) * log_v_k_nu))) * ((abs((-0.28350246)) ^ 2.7222624) - 1 / (1.8235872))),-4.242845
0,5,((abs(((-0.041647065) * log_v_k_nu)) ^ ((-0.16619298) * log_v_k_nu)) * 1 / (((-0.19414772) * log_v_k_nu))),-3.4028235e+38
0,6,1 / (((abs(1 / ((1 / ((-0.76957875)) + (2.2465317 * log_v_k_nu)))) ^ ((abs(1.4293286) ^ ((-0.49977043) * log_v_k_nu)) + (((-0.62583441) * log_v_k_nu) + (0.76960242 * log_v_k_nu)))) + (1 / ((((-0.26074103) * log_v_k_nu) / ((-2.7334094) * log_v_k_nu))) + ((0.68689984 / ((-1.1597652) * log_v_k_nu)) + (abs((0.51579988 * log_v_k_nu)) ^ ((-1.5004655) * log_v_k_nu)))))),-3.4028235e+38
0,7,((1 / (((((-0.10530554) * log_v_k_nu) * 0.29605401) - 1 / (2.7562151))) - ((((-0.50824273) * log_v_k_nu) - (0.33032343 * log_v_k_nu)) / ((-0.29115006) * ((-0.28718683) * log_v_k_nu)))) / ((((-0.3283456) - (0.65827304 * log_v_k_nu)) - 1 / (0.15061784)) + ((abs((-0.040420424)) ^ ((-0.13795766) * log_v_k_nu)) + 1 / (0.47955573)))),-3.4028235e+38
0,8,(abs(((abs(((((-0.58757287) * log_v_k_nu) * ((-2.3880396) * log_v_k_nu)) + (((-1.5431863) * log_v_k_nu) - (-2.1384985)))) ^ (((-0.032259706) * ((-2.8317072) * log_v_k_nu)) + (-2.016144))) - ((abs(((-0.24766284) * log_v_k_nu)) ^ (1.0256919 * log_v_k_nu)) + ((1.3770171 * log_v_k_nu) * ((-1.1002848) * log_v_k_nu))))) ^ 1 / ((((-1.5392475) - 0.64539534) - 1 / (((-0.11535237) * log_v_k_nu))))),-354973.8
0,9,(abs((abs(1 / (1 / ((-1.1945814)))) ^ ((abs(((-0.39468846) * log_v_k_nu)) ^ ((-0.49447808) * log_v_k_nu)) / (((-0.85954165) * log_v_k_nu) * (-1.5704252))))) ^ ((1 / ((0.64362365 * log_v_k_nu)) + 1 / (((-0.36174831) * log_v_k_nu))) / (abs(0.41528475) ^ (0.79996121 * log_v_k_nu)))),-3.4028235e+38
0,10,1 / (((((abs(1 / (((-0.50176978) * log_v_k_nu))) ^ (((-0.54193574) * log_v_k_nu) - (-1.7365364))) + (1 / ((0.1556437 * log_v_k_nu)) - (0.4251067 * log_v_k_nu))) / ((((-1.151402) * log_v_k_nu) * (-0.82442534)) + ((-0.75407046) - 0.94977856))) - (abs((1 / (0.3353225) + 1 / (0.16692337))) ^ (((0.27790019 * log_v_k_nu) + 0.59416133) * 1 / (((-0.33871889) * log_v_k_nu)))))),-3.1222248
0,11,(abs((((abs((-1.7469739)) ^ 0.39659411) / ((-0.73787993) - (-3.1163518))) * (1 / ((1.9441657 * log_v_k_nu)) + (0.027247142 * (0.17250898 * log_v_k_nu))))) ^ (1 / (1 / (1.0327958)) / (abs(((-0.74628741) * log_v_k_nu)) ^ (0.38108858 * log_v_k_nu)))),-3.4028235e+38
