dummy,evals,expr,fitness,length
0,1,(abs((0.68756807 - ((-1.7738618) * log_v_k_nu))) ^ ((1.3295913 * log_v_k_nu) * (0.39370283 * log_v_k_nu))),-189125010,7
0,2,((((-0.82130498) / 0.98252219) * ((1.0077968 * log_v_k_nu) * (-1.2581593))) - ((1.7436063 + (-1.6617378)) + 0.93139553)),-1.8967371,13
0,3,(((((-0.37659132) * log_v_k_nu) / 0.56103867) / 1 / (((-0.18647477) * log_v_k_nu))) * (((-0.01423102) * log_v_k_nu) + (-0.26414031))),-3.7466254,10
0,4,((abs(((1.053503 * log_v_k_nu) / (0.72920072 * log_v_k_nu))) ^ (abs(((-0.25577712) * log_v_k_nu)) ^ (0.38211629 * log_v_k_nu))) / (abs(((-0.41457227) * log_v_k_nu)) ^ (1.15625 * log_v_k_nu))),-3.4028235e+38,11
0,5,(abs((-0.065709718)) ^ (-0.21554014)),-0.063179344,3
0,6,1 / (1 / (((-0.30312806) * log_v_k_nu))),-5.370897,3
0,7,(((-0.32688373) * log_v_k_nu) * (-0.67250067)),-2.1637552,3
0,8,((1 / (0.9665584) + (((-0.71350068) * log_v_k_nu) + (1.4610713 * log_v_k_nu))) / (1 / (((-0.22461736) * log_v_k_nu)) / 1 / ((-0.71566123)))),-1.0706059,12
0,9,(1 / (((-170.96489) - 172.13937)) * ((((-156.03564) * log_v_k_nu) - (155.48511 * log_v_k_nu)) + 1 / (7.1078372))),-0.63535166,11
0,10,((abs((0.86670375 - ((-0.40720409) * log_v_k_nu))) ^ (abs(((-1.4150676) * log_v_k_nu)) ^ (1.0173959 * log_v_k_nu))) * (1 / (((-0.46235049) * log_v_k_nu)) + ((-0.79086977) * log_v_k_nu))),-3.4028235e+38,12
0,11,1 / ((1 / ((-1.2349076)) / (-1.4561409))),-0.06317927,5
0,12,1 / (1 / (((abs((abs(((-2.4144428) * log_v_k_nu)) ^ ((-1.0356854) * log_v_k_nu))) ^ 1 / (((-1.4360025) * log_v_k_nu))) - ((-1.8540083) * 0.29744577)))),-2.7677832,12
0,13,1 / (((abs((0.23795576 * log_v_k_nu)) ^ 1.708315) - ((-0.87394416) * log_v_k_nu))),-3.4028235e+38,6
0,14,(1 / ((abs(1 / (1.762605)) ^ (0.022926349 * log_v_k_nu))) * ((0.45248324 * (-2.3447978)) / ((-0.39655069) + (-0.20606913)))),-0.06282341,13
0,15,(((1.9120394 / ((-0.54393822) * log_v_k_nu)) - 1 / (((-0.39472622) * log_v_k_nu))) - ((0.11922003 * log_v_k_nu) / ((-0.24082541) * log_v_k_nu))),-3.4028235e+38,10
0,16,((-0.53240758) / (0.28412318 * log_v_k_nu)),-3.4028235e+38,3
0,17,(((((-0.33848962) * log_v_k_nu) / ((-0.36017567) * log_v_k_nu)) * (0.58301669 * 0.75353462)) * 1 / ((-0.14088041))),-3.4028235e+38,10
0,18,(((-0.30945033) * log_v_k_nu) - ((-1.2172807) * log_v_k_nu)),-0.63508445,3
0,19,((1.4742175 + ((-2.6600859) * log_v_k_nu)) * (0.94535226 * log_v_k_nu)),-88.62762,5
0,20,1 / ((1 / (1.7629356) - (0.0068271048 * log_v_k_nu))),-0.0628512,5
0,21,1 / ((((-0.8321287) + 0.34358165) * 1 / ((-0.87822008)))),-0.06317968,7
0,22,(abs((abs(((-1.7441865) * log_v_k_nu)) ^ (0.6190691 * log_v_k_nu))) ^ 1 / ((0.93463254 * log_v_k_nu))),-0.4717573,6
0,23,((26.039597 - ((-0.37778854) * log_v_k_nu)) / 1 / (0.067468703)),-0.06279028,6
0,24,(abs((((0.21419927 * log_v_k_nu) / 0.69317746) / 1 / (1.4515345))) ^ 1 / (0.31644222)),-1.9996568,9
0,25,(1 / ((-1.3508385)) + 1 / ((0.25929296 * log_v_k_nu))),-3.4028235e+38,5
0,26,((1 / ((0.12312432 * log_v_k_nu)) / 1 / (0.9486199)) - ((1.3950531 * (-0.43833339)) / 1 / ((0.23513956 * log_v_k_nu)))),-3.4028235e+38,12
0,27,((abs(1 / (0.86040777)) ^ 1 / ((-0.39999181))) / 1 / ((2.5584631 - ((-0.037118759) * log_v_k_nu)))),-0.062790275,10
0,28,(abs(((-0.14143018) * (2.8648784 * log_v_k_nu))) ^ (-0.46313518)),-3.4028235e+38,5
0,29,(((2.2103815 * log_v_k_nu) + (0.13054791 * log_v_k_nu)) / ((0.79651546 * log_v_k_nu) + (0.62876135 * log_v_k_nu))),-3.4028235e+38,7
0,30,1 / ((0.27781168 * log_v_k_nu)),-3.4028235e+38,2
0,31,((((-0.026192419) + 0.10441834) + 1 / ((1.8153222 * log_v_k_nu))) - (1 / (2.115041) - 1.1011378)),-3.4028235e+38,11
0,32,(((((-0.3153432) * log_v_k_nu) / (-0.74989921)) * (2.1885281 * (1.2149813 * log_v_k_nu))) / (1 / (((-2.6811681) * log_v_k_nu)) / 1.5368619)),-2562.265,12
0,33,(1 / ((abs(1 / (0.53639221)) ^ (0.7430222 * log_v_k_nu))) + ((((-0.80036861) * log_v_k_nu) - (0.84699529 * log_v_k_nu)) / (abs(((-0.36061266) * log_v_k_nu)) ^ (-1.9489673)))),-11.492672,13
0,34,(abs(((-0.86821198) * log_v_k_nu)) ^ ((-0.84273529) * log_v_k_nu)),-1.4706535,3
