dummy,evals,expr,fitness
0,1,((((-0.060590316) / (0.18424958 * log_v_k_nu)) * 0.37320316) - (((-2.0399556) * log_v_k_nu) / 1.2967035)),-3.4028235e+38
0,2,(((abs(1 / (1 / (((0.19720002 * log_v_k_nu) / ((-0.15212527) * log_v_k_nu))))) ^ (1 / (((-1.3994691) * 0.23823047)) + ((((-0.027008241) * log_v_k_nu) * ((-0.069909059) * log_v_k_nu)) - ((-0.14933918) - ((-0.010158901) * log_v_k_nu))))) + 1 / ((abs((1 / (0.25584656) - (((-0.7233634) * log_v_k_nu) / 1.1436435))) ^ ((abs((0.35202894 * log_v_k_nu)) ^ ((-0.62921309) * log_v_k_nu)) + ((0.088866934 * log_v_k_nu) * 0.74051917))))) / (1 / (1 / (1 / (1 / (((-0.92650706) * log_v_k_nu))))) / 1 / ((abs(((1.4742159 * log_v_k_nu) - (0.10545979 * log_v_k_nu))) ^ ((-1.0559753) - (-1.4452965)))))),-3.4028235e+38
0,3,((((((-0.33704227) + ((-0.087910526) * log_v_k_nu)) - ((1.9859155 * log_v_k_nu) + 0.70132637)) + (abs((abs((-0.49643081)) ^ ((-0.45298919) * log_v_k_nu))) ^ (0.11347832 * ((-1.1619903) * log_v_k_nu)))) - ((((0.5314303 * log_v_k_nu) + ((-0.63460863) * log_v_k_nu)) * 1 / (0.35567033)) * 1 / (((0.13553642 * log_v_k_nu) / 1.0865715)))) * (((((0.33104786 * log_v_k_nu) / ((-1.2748269) * log_v_k_nu)) - (((-1.587237) * log_v_k_nu) + ((-1.3924632) * log_v_k_nu))) / ((0.19728388 * log_v_k_nu) - 0.31933799)) / (((0.57715732 * log_v_k_nu) + ((-1.4011537) * log_v_k_nu)) / (1.0290751 - (-1.5084153))))),-3.4028235e+38
0,4,1 / ((1 / (((-0.8578645) * log_v_k_nu)) / 1 / ((-0.052227989)))),-778.2817
0,5,(abs(((abs((abs((abs((-0.25242847)) ^ ((-1.3748399) * log_v_k_nu))) ^ (((-0.0024354111) * log_v_k_nu) - (-0.82725078)))) ^ ((2.030031 / 0.42148626) + 1 / ((-0.20215394)))) + (((-0.57921714) / (-0.85002464)) / (0.13998631 * (0.042343006 * log_v_k_nu))))) ^ ((((-1.2310801) * ((-1.0429267) * log_v_k_nu)) - ((0.19089957 * log_v_k_nu) / (-0.46224356))) * (abs((abs(1.9094683) ^ ((-0.35325676) * log_v_k_nu))) ^ (0.74862826 * (0.78136992 * log_v_k_nu))))),-5745217
0,6,1 / (((abs((((0.75701827 / (-1.6533715)) * ((0.36566535 * log_v_k_nu) - (-0.40147102))) + ((0.50473088 + (-0.13451797)) - (-0.42325592)))) ^ (abs((abs(0.88154995) ^ 0.092117749)) ^ 1 / ((0.60414356 * log_v_k_nu)))) - 1 / (1 / (((-1.1056529) - ((-1.9044884) * log_v_k_nu)))))),-142.80396
0,7,((((0.39118117 * (-2.0722897)) * (1.316502 / (-0.90697688))) + 1 / (1 / (0.48583743))) * ((abs((1.0824907 * log_v_k_nu)) ^ (1.5756446 * log_v_k_nu)) * (((-0.25973448) * log_v_k_nu) + ((-0.82422274) * log_v_k_nu)))),-786525.6
0,8,1 / (((((((-1.699387) + 0.27508682) / ((-0.26003057) * 1.734643)) * ((((-0.77313602) * log_v_k_nu) * 1.4348406) - (1.2432984 / ((-0.30697823) * log_v_k_nu)))) / ((((0.32898432 * log_v_k_nu) - 1.4403191) - ((-1.0272868) / (0.82574737 * log_v_k_nu))) / 1 / (1 / (((-0.088703401) * log_v_k_nu))))) - (((0.1762116 - (-0.56005144)) - (abs((-2.1170294)) ^ (-0.2248304))) - 1 / ((abs(((-0.38813066) * log_v_k_nu)) ^ 1.4885186))))),-3.4028235e+38
0,9,(abs(((abs(((abs(1.0190562) ^ 0.23078106) + (abs(((-0.72686106) * log_v_k_nu)) ^ (-0.25140861)))) ^ ((abs(0.49566388) ^ 0.84847075) * ((1.0777957 * log_v_k_nu) - (-0.035536524)))) * 1 / (((0.55409497 / ((-1.3746811) * log_v_k_nu)) - ((-0.80734879) + 0.51943702))))) ^ (abs((((abs((1.963946 * log_v_k_nu)) ^ 0.5150497) + ((1.4101218 * log_v_k_nu) - 1.3963162)) * ((abs((-1.4919775)) ^ ((-0.85416186) * log_v_k_nu)) * 0.12403157))) ^ 1 / (((-0.92836863) - (-0.999228))))),-3.4028235e+38
0,10,(((1 / (0.31474289) * 1 / (((-0.60042262) * log_v_k_nu))) * (((-3.7358425) - (-0.57739693)) + ((-0.44557288) / 0.96513706))) + ((((-1.3941563) / ((-1.1023533) * log_v_k_nu)) + (-0.0098632863)) * 1 / ((-1.4276257)))),-3.4028235e+38
0,11,1 / (((((1.2563722 * (1.6480572 * log_v_k_nu)) + ((0.31799763 * log_v_k_nu) / (-0.86414224))) - (abs((0.24009697 / (0.67766285 * log_v_k_nu))) ^ (((-0.73026443) * log_v_k_nu) - (1.7855468 * log_v_k_nu)))) + (1 / (((1.3870459 * log_v_k_nu) * 0.40764728)) / (abs((abs((0.76642716 * log_v_k_nu)) ^ ((-0.59361237) * log_v_k_nu))) ^ ((-1.1292528) / 0.75561666))))),-3.619311
0,12,(((((0.84605402 * log_v_k_nu) / ((-1.012902) * log_v_k_nu)) + (0.60944748 - ((-1.9029424) * log_v_k_nu))) * ((abs(0.15555725) ^ (-0.0082761934)) + ((-0.91671181) * (1.6830618 * log_v_k_nu)))) - (((abs(1.3652351) ^ (-1.315099)) - (((-1.3157312) * log_v_k_nu) + ((-0.18945071) * log_v_k_nu))) - (1 / (((-0.9616093) * log_v_k_nu)) * (-0.15397213)))),-3.4028235e+38
0,13,((abs(1 / (1.6972152)) ^ (-1.0954976)) + 1 / (((-0.45281181) * log_v_k_nu))),-3.4028235e+38
0,14,1 / (((-0.53335935) * log_v_k_nu)),-3.4028235e+38
0,15,(1 / (((1.3962812 * log_v_k_nu) - (-0.16728805))) - (1 / ((0.5836609 * log_v_k_nu)) + (1.071027 * log_v_k_nu))),-3.4028235e+38
0,16,((((-0.37452358) * log_v_k_nu) * (0.6381126 * log_v_k_nu)) * (abs((1.7742254 * log_v_k_nu)) ^ (1.9696854 * log_v_k_nu))),-3613231400
0,17,((1 / ((abs(1 / ((0.24732578 * log_v_k_nu))) ^ (((-1.2222801) * log_v_k_nu) - (1.3277619 * log_v_k_nu)))) * (((2.1057403 * (0.87246555 * log_v_k_nu)) - ((-0.28693771) * (-0.76207685))) * (abs(1 / (((-1.5219243) * log_v_k_nu))) ^ ((0.30844715 * log_v_k_nu) + (-0.029628605))))) / (((((-0.55285084) - 1.3663335) + ((-1.3439885) / (-0.051185485))) - (1 / ((0.53661799 * log_v_k_nu)) * 1 / (0.50604969))) - ((1 / (0.68074882) + (-0.68167919)) * (abs(0.35079393) ^ 1.3577424)))),-1.2411882
