dummy,evals,expr,fitness,length
0,1,(abs((((0.026651874 * log_v_k_nu) - (-0.087250173)) / 1 / ((-1.1591797)))) ^ (((-0.7436313) * log_v_k_nu) / (0.3018921 * log_v_k_nu))),-3.4028235e+38,10
0,2,(1 / (((-1.6496135) * log_v_k_nu)) / 1 / ((0.65255725 * log_v_k_nu))),-3.4028235e+38,5
0,3,(((((-1.1387826) * log_v_k_nu) * ((-0.18470573) * log_v_k_nu)) - ((-0.92129242) / ((-1.2194722) * log_v_k_nu))) - 1 / ((((-1.1712204) * log_v_k_nu) + (0.79037017 * log_v_k_nu)))),-3.4028235e+38,12
0,4,(abs(1 / (((-0.82069403) * log_v_k_nu))) ^ 1 / (((-1.2997251) * log_v_k_nu))),-0.78912157,5
0,5,((1 / (0.045322649) / (-0.49676758)) + 1 / ((0.79071629 * log_v_k_nu))),-3.4028235e+38,7
0,6,((((-0.80762404) * (-0.44649488)) / (0.077862963 - (-1.0605383))) - (((-0.19389884) * log_v_k_nu) / (0.34086356 * log_v_k_nu))),-3.4028235e+38,11
0,7,(1 / (((-0.70458138) / (-1.1502917))) + 1 / ((abs((-0.090401798)) ^ (-0.75427145)))),-0.063185185,9
0,8,(abs(((-0.28918555) + 0.71712452)) ^ 1 / (((-0.62035728) * log_v_k_nu))),-3.4028235e+38,6
0,9,(1 / ((abs((0.67339742 * log_v_k_nu)) ^ 0.48537624)) * (((0.17360607 * log_v_k_nu) * (0.35274696 * log_v_k_nu)) * ((-1.0724533) + 0.43090153))),-3.4028235e+38,12
0,10,1 / (1 / (((((-0.021393824) * log_v_k_nu) + (-1.4746404)) / (-0.83936179)))),-0.06279027,7
0,11,((((-0.35095647) * log_v_k_nu) - (-1.756858)) - ((-0.37644577) * log_v_k_nu)),-0.06279028,5
0,12,(abs((((0.37974763 * log_v_k_nu) * 0.35745502) + (abs(((-0.019796021) * log_v_k_nu)) ^ ((-1.2607696) * log_v_k_nu)))) ^ 1 / ((-0.46321389))),-3.2895145,10
0,13,(1 / (0.40036497) * 0.71979487),-0.06317945,4
0,14,1 / ((-1613.2275)),-3.2989302,2
0,15,(1 / ((1 / (0.077161431) + ((-0.54903531) * log_v_k_nu))) / (abs((1.2251973 / ((-0.2049571) * log_v_k_nu))) ^ (abs((0.29690313 * log_v_k_nu)) ^ (-0.34142548)))),-3.2353263,13
0,16,(abs((1 / ((1.187067 + (-0.18068595))) / 1 / (1 / (((-0.024386058) * log_v_k_nu))))) ^ 1 / ((2.1215529 - 0.2913546))),-3.4028235e+38,13
0,17,(65.082573 - 63.284344),-0.06317932,3
0,18,1 / ((0.59041035 * log_v_k_nu)),-3.4028235e+38,2
0,19,((((0.64901268 * log_v_k_nu) / 0.76520252) + (0.12878805 * (0.39340627 * log_v_k_nu))) + (1 / (0.23470899) + (1.4269958 * log_v_k_nu))),-42.103428,12
0,20,(((((-0.20417225) * log_v_k_nu) * 0.058154278) / (0.62767231 + 0.64047289)) / (1 / ((-2.635026)) + (0.34545681 * log_v_k_nu))),-3.6977096,12
0,21,(abs((abs(1 / (((-0.28947476) * log_v_k_nu))) ^ 1 / ((-1.2735207)))) ^ (((0.62214088 * log_v_k_nu) + (-0.25789228)) * (((-0.56741154) * log_v_k_nu) * (0.5847041 * log_v_k_nu)))),-0.30041087,13
0,22,1 / (1 / (1 / (((((-0.22004662) * (1.8256357 * log_v_k_nu)) * (-0.39134318)) * ((0.68430072 * log_v_k_nu) * ((-1.0241654) * log_v_k_nu)))))),-3.4028235e+38,12
0,23,1 / (1 / ((abs((1.4830518 * log_v_k_nu)) ^ (-1.0872946)))),-3.4028235e+38,5
0,24,((1.9470314 * log_v_k_nu) * 0.076450437),-2.4954379,3
0,25,((1 / ((-0.15085009)) / (-0.11050113)) + ((-0.092376836) / (1.9322656 * log_v_k_nu))),-3.4028235e+38,8
0,26,((((0.64466697 * log_v_k_nu) / (0.27972507 * log_v_k_nu)) * (0.59774029 * (0.70568711 * log_v_k_nu))) - 1 / (1 / ((0.92811614 * log_v_k_nu)))),-3.4028235e+38,11
0,27,(((0.70129281 * log_v_k_nu) + (-1.7403828)) - ((0.67580414 * log_v_k_nu) - 3.497241)),-0.06279026,7
0,28,1 / (((((-1.1445897) - 0.094764203) - (0.58524871 / (-0.05314092))) + (1 / ((0.36745206 * log_v_k_nu)) - (-1.2985967)))),-3.03055,13
0,29,(abs((1 / (((-0.01427773) * log_v_k_nu)) * ((-0.45957384) + (0.30978197 * log_v_k_nu)))) ^ (abs((-1.427276)) ^ 1.0955871)),-3.4028235e+38,10
0,30,(abs(1 / (((-1.3640687) * log_v_k_nu))) ^ 1.1443177),-3.4028235e+38,4
0,31,1 / ((abs((1 / (((-0.53523785) * log_v_k_nu)) / (1.0443008 + (-0.26070279)))) ^ ((1.7075742 + 0.22852089) / (1.4626589 * log_v_k_nu)))),-1.5197909,13
0,32,(abs(1 / ((abs(((-0.5902406) * log_v_k_nu)) ^ ((-0.93633521) * log_v_k_nu)))) ^ ((0.97438735 * ((-0.14036657) * log_v_k_nu)) * ((-0.29565138) / (-1.0577623)))),-0.73607326,12
0,33,(abs((abs(1 / ((-0.70617521))) ^ 1 / (0.1835655))) ^ ((0.45343408 * log_v_k_nu) / (0.53871459 * log_v_k_nu))),-3.4028235e+38,9
0,34,(((abs(1.0860145) ^ (0.86663312 * log_v_k_nu)) / ((-0.88000268) / ((-1.1603227) * log_v_k_nu))) * 1 / (1 / (((-0.069627672) * log_v_k_nu)))),-4.743103,11
0,35,(((-0.0024840161) - (0.67590636 * log_v_k_nu)) / ((-0.0078660939) * log_v_k_nu)),-3.4028235e+38,5
0,36,1 / ((((18.038067 * log_v_k_nu) - 3.5143595) / ((-6.3680654) + (32.521481 * log_v_k_nu)))),-0.061298978,8
0,37,(((abs(0.18599676) ^ 0.22481669) * ((-0.40806267) - ((-1.7556931) * log_v_k_nu))) * ((0.31272787 * log_v_k_nu) * ((-0.33195943) * log_v_k_nu))),-7.61463,11
0,38,(abs(1 / ((((-0.61784428) * log_v_k_nu) * 0.23673801))) ^ ((0.45640147 * ((-0.0077190246) * log_v_k_nu)) + 1 / (((-0.054995716) * log_v_k_nu)))),-3.29396,11
0,39,((0.92926967 * log_v_k_nu) + ((-0.021439195) * log_v_k_nu)),-0.63508445,3
0,40,(1 / ((1.3122498 * log_v_k_nu)) + 0.055381473),-3.4028235e+38,4
0,41,1 / (0.55611098),-0.06317931,2
