dummy,evals,expr,fitness
0,1,1 / (((1 / (((abs(0.41587505) ^ 0.10878174) + 1 / ((1.4065813 * log_v_k_nu)))) * (((((-1.6705168) * log_v_k_nu) / ((-0.0028800992) * log_v_k_nu)) / (((-0.38737932) * log_v_k_nu) - (1.519599 * log_v_k_nu))) / ((0.58523166 + (-1.3303416)) + (((-0.50943071) * log_v_k_nu) / ((-0.19019695) * log_v_k_nu))))) + (((((0.32948995 * log_v_k_nu) - (0.67160815 * log_v_k_nu)) + (((-0.76800436) * log_v_k_nu) / 0.91875541)) - (((0.26832893 * log_v_k_nu) + ((-1.6092926) * log_v_k_nu)) / (abs(0.13833898) ^ ((-0.14032607) * log_v_k_nu)))) + 1 / ((((0.16459252 * log_v_k_nu) * ((-1.232839) * log_v_k_nu)) - 1 / ((0.63547087 * log_v_k_nu))))))),-3.4028235e+38
0,2,(abs(1 / (1 / (((abs((0.23827527 * log_v_k_nu)) ^ (0.67677855 * log_v_k_nu)) - (abs((0.04966851 * log_v_k_nu)) ^ (0.0034782458 * log_v_k_nu)))))) ^ (abs(1 / (1 / ((0.58765084 / ((-1.1493908) * log_v_k_nu))))) ^ (1 / ((0.166621 / ((-1.2395312) * log_v_k_nu))) - ((1.2147326 / (0.034100004 * log_v_k_nu)) / 1 / ((-0.22494181)))))),-2.7812989
0,3,((((abs(0.616772) ^ (1.9128317 * log_v_k_nu)) * ((0.2494081 * log_v_k_nu) / 0.15280642)) + ((((-1.454109) * log_v_k_nu) * 1.2268984) + (2.2645361 + 2.0394654))) * ((1 / (0.75615525) * (-2.5544493)) - ((1.3896072 * log_v_k_nu) + (0.98301023 * log_v_k_nu)))),-233.2801
0,4,(1 / ((abs((1.2408732 - 1.372943)) ^ 1 / (((-0.43862131) * log_v_k_nu)))) - (abs((((-1.5180042) * log_v_k_nu) / 1.1633551)) ^ (0.93817484 * (0.74505764 * log_v_k_nu)))),-64.59108
0,5,(abs(1 / ((((((-0.43759182) * log_v_k_nu) * 0.82446593) * (abs((-0.42373419)) ^ ((-1.458722) * log_v_k_nu))) * (0.47891703 - 0.17364879)))) ^ 1 / ((abs((((-1.1063476) * log_v_k_nu) / (1.1349248 * log_v_k_nu))) ^ ((0.47808129 * log_v_k_nu) - (0.4395934 * log_v_k_nu))))),-3.4028235e+38
0,6,((1 / ((((-0.23998505) * log_v_k_nu) / 1.1463802)) * (((-0.46312174) / 0.43965086) / (0.29523006 * log_v_k_nu))) * 1 / ((((-0.070270531) * log_v_k_nu) * (-0.50559211)))),-3.4028235e+38
0,7,(((abs(((0.88527775 + (0.8947854 * log_v_k_nu)) / 1 / ((0.015196187 * log_v_k_nu)))) ^ (((-1.0608002) + (-0.17199469)) - (abs(1.6767327) ^ ((-0.35903525) * log_v_k_nu)))) / (abs((((-0.56555855) - (1.0436941 * log_v_k_nu)) - 1 / (0.26656339))) ^ (abs((abs(0.69634986) ^ ((-0.3803694) * log_v_k_nu))) ^ (((-0.74764448) * log_v_k_nu) / 1.7334235)))) - (((((-1.021109) - 0.32970417) + (((-0.6110391) * log_v_k_nu) / (-0.15250014))) * 1 / (1 / ((-1.0810608)))) - 1 / (((-1.8902181) * 0.11996897)))),-3.4028235e+38
0,8,1 / (((1 / (((-1.0496619) + ((-1.0287051) * log_v_k_nu))) + ((abs(1.4062241) ^ (0.93878466 * log_v_k_nu)) - (abs((-1.0143307)) ^ ((-1.2364751) * log_v_k_nu)))) - (((abs((0.32763875 * log_v_k_nu)) ^ (1.3186452 * log_v_k_nu)) / (abs(((-0.83697873) * log_v_k_nu)) ^ 1.4545022)) * ((((-0.35671115) * log_v_k_nu) + (-0.78955096)) / ((-0.44451097) * log_v_k_nu))))),-5108.0547
0,9,(((((0.92406279 + (-1.0015687)) - (abs((0.98611569 * log_v_k_nu)) ^ (-1.0414412))) + (1 / ((0.1973016 * log_v_k_nu)) - (-0.90199375))) / (((-1.1771153) / (-0.78919268)) * (0.98047906 + ((-0.81994694) * log_v_k_nu)))) * ((1 / (((-0.94757777) * log_v_k_nu)) + (abs((-0.47078967)) ^ ((-2.671272) * log_v_k_nu))) + (((-0.96289092) - 0.39304683) - ((1.4697561 * log_v_k_nu) + (-1.0721048))))),-3.4028235e+38
0,10,((abs(((1 / ((1.1121747 * log_v_k_nu)) / 1 / (0.53550774)) * ((abs((1.2094743 * log_v_k_nu)) ^ 0.17058396) * ((-0.25132105) - 0.28110594)))) ^ (((1.3759663 / 0.10781804) + (abs((-0.814031)) ^ ((-0.6798209) * log_v_k_nu))) - (abs(1 / (((-0.49393365) * log_v_k_nu))) ^ (((-0.73001659) * log_v_k_nu) + (-1.2029986))))) - (abs(((1 / (((-1.9875113) * log_v_k_nu)) * (1.1668037 * log_v_k_nu)) - ((-1.1893231) + ((-0.44377351) * log_v_k_nu)))) ^ (((-0.48901004) - (-1.5305779)) + ((0.78055251 * log_v_k_nu) + ((-0.96416825) * log_v_k_nu))))),-3.4028235e+38
