dummy,evals,expr,fitness
0,1,((((0.26788405 + 2.508482) / (abs(((-1.6388792) * log_v_k_nu)) ^ 1.4795736)) + 1 / ((0.003505657 / ((-0.98080295) * log_v_k_nu)))) * (((((-0.82483476) * log_v_k_nu) + 0.35665151) - ((-1.0109725) / ((-0.49844891) * log_v_k_nu))) + ((abs((-0.62619418)) ^ (-1.8887713)) * 1 / (0.25855601)))),-3.4028235e+38
0,2,(((abs(((-0.63027799) * log_v_k_nu)) ^ ((-0.070733674) * log_v_k_nu)) + (0.17898901 / ((-1.1004235) * log_v_k_nu))) + 1 / (((-0.78661567) * (2.2351305 * log_v_k_nu)))),-3.4028235e+38
0,3,((1 / ((((0.58477378 * log_v_k_nu) / 1.9576994) + (((-1.1481085) * log_v_k_nu) * ((-1.7986602) * log_v_k_nu)))) * (((abs(((-1.8899411) * log_v_k_nu)) ^ ((-1.2572802) * log_v_k_nu)) - ((-1.9474955) + ((-1.6917995) * log_v_k_nu))) - 1 / (((-1.9880941) / (-0.88128942))))) + (abs(1 / (1 / ((abs((-1.1809905)) ^ (-2.1683166))))) ^ (abs((1 / ((1.3124272 * log_v_k_nu)) - 1 / (((-0.3954035) * log_v_k_nu)))) ^ (1 / ((-0.21176724)) + (0.90997165 * log_v_k_nu))))),-3.4028235e+38
0,4,(((1 / ((-0.73572445)) * (0.5486334 / ((-1.1071398) * log_v_k_nu))) + ((abs(0.080169953) ^ (-0.1181765)) + ((0.28052798 * log_v_k_nu) - (-0.48603526)))) / 1 / (((abs(0.14046288) ^ 0.33139029) + 1 / (0.86936992)))),-3.4028235e+38
0,5,(1 / ((abs((((0.5967893 + 2.9263861) - ((1.4324689 * log_v_k_nu) * 0.60584402)) / (abs(((0.75713146 * log_v_k_nu) * ((-0.16930179) * log_v_k_nu))) ^ (0.00072973239 / (0.75303042 * log_v_k_nu))))) ^ (abs((abs((1.1839961 + ((-0.91992331) * log_v_k_nu))) ^ ((-1.4750837) * log_v_k_nu))) ^ 1 / ((0.11652505 * log_v_k_nu))))) + 1 / ((1 / ((((-0.32474345) * log_v_k_nu) / (-1.05128))) - (1 / ((-0.21012744)) + (((-0.80110192) * log_v_k_nu) * (-1.9937376)))))),-2.2755501
0,6,((((-0.69369811) - (-0.70445222)) + ((-0.093834035) * (0.011773082 * log_v_k_nu))) + (1 / ((-1.4427066)) - 1 / ((0.73671168 * log_v_k_nu)))),-3.4028235e+38
0,7,(1 / ((((abs((0.42117375 * log_v_k_nu)) ^ ((-0.26203278) * log_v_k_nu)) + ((-1.7940335) * log_v_k_nu)) / (abs((0.27160275 * log_v_k_nu)) ^ 1.0795854))) + (((abs((0.88136029 * log_v_k_nu)) ^ (-0.76541477)) / 1 / (((-0.16782917) * log_v_k_nu))) + ((abs(((-0.20881642) * log_v_k_nu)) ^ (0.37937212 * log_v_k_nu)) / (abs((-0.36916718)) ^ 0.99052393)))),-3.4028235e+38
0,8,((((abs(0.13980532) ^ 0.2227677) * (0.55073851 - ((-1.5832684) * log_v_k_nu))) + (abs(1 / ((0.44537163 * log_v_k_nu))) ^ 1 / ((-0.79876763)))) / 1 / ((((-0.12611312) * log_v_k_nu) * (-0.26325443)))),-2.7194285
0,9,((1 / ((abs((abs((abs(0.5493499) ^ ((-0.061882973) * log_v_k_nu))) ^ 1 / (0.6117506))) ^ ((0.14268754 * log_v_k_nu) - 0.54162318))) / (1 / ((abs((0.82159722 * log_v_k_nu)) ^ 1.9202064)) - 1 / (1 / (((-0.84445709) * log_v_k_nu))))) * ((((((-0.19392821) * log_v_k_nu) - (-0.4139891)) + (1.7037884 / 0.62540722)) + ((((-0.19455367) * log_v_k_nu) + (1.2077965 * log_v_k_nu)) + 1 / ((0.39995363 * log_v_k_nu)))) - 1 / (((0.10523102 + (-1.9384074)) * ((0.043011386 * log_v_k_nu) / ((-2.1269088) * log_v_k_nu)))))),-3.4028235e+38
0,10,((abs(((abs(((-0.7858693) * log_v_k_nu)) ^ (0.61340058 * log_v_k_nu)) / (1.0236589 * (-0.28057364)))) ^ (((-1.199055) + 1.1726956) * ((1.5428827 * log_v_k_nu) * (1.0801231 * log_v_k_nu)))) * (((abs((1.0719289 * log_v_k_nu)) ^ (-0.65340298)) - 1.000536) + (abs((0.36506012 * log_v_k_nu)) ^ (1.7057657 * log_v_k_nu)))),-3.4028235e+38
0,11,(abs(((5541.8428 * log_v_k_nu) + (-648.28687))) ^ 1 / (15.019456)),-0.05003065
