dummy,evals,expr,fitness
0,1,(1 / ((0.098212279 * log_v_k_nu)) / 1 / (((-1.3704646) * log_v_k_nu))),-3.4028235e+38
0,2,(1 / (((abs(1 / (0.58549583)) ^ (-0.55034816)) / ((0.22873259 * log_v_k_nu) / (-1.2765131)))) / ((abs((abs(((-1.4805304) * log_v_k_nu)) ^ ((-0.79128402) * log_v_k_nu))) ^ 1 / ((-0.64201462))) + 1 / ((abs(1.0830265) ^ (0.24864914 * log_v_k_nu))))),-3.4815876
0,3,((abs((((abs(((-0.015605069) * log_v_k_nu)) ^ ((-0.79987544) * log_v_k_nu)) / (abs(((-1.1978036) * log_v_k_nu)) ^ (-1.2997035))) * (1 / (((-1.0338036) * log_v_k_nu)) - (-1.6098256)))) ^ 1 / (((0.20184962 * log_v_k_nu) + 2.0087395))) + 1 / ((1 / (1.6444547) + (0.108296 + ((-0.24308927) * log_v_k_nu))))),-3.4028235e+38
0,4,((abs(((abs(((0.62450975 * log_v_k_nu) + (-0.89229327))) ^ 1 / ((-0.06741447))) + (abs((0.032865193 * log_v_k_nu)) ^ (0.46156943 * log_v_k_nu)))) ^ (((-0.45738965) + 0.0050673611) + ((1.3399495 * log_v_k_nu) / (-0.18561292)))) - (abs((((-0.71818501) - ((-1.9488522) * log_v_k_nu)) + (abs((-1.760751)) ^ ((-0.88730896) * log_v_k_nu)))) ^ (1 / (((-1.2153144) * log_v_k_nu)) * 1 / (0.12571976)))),-3.4028235e+38
0,5,(((1 / (0.9417116) * (abs(1.0317479) ^ (-0.45542705))) + (1 / ((-1.9079088)) + 0.91447169)) / ((0.10432754 / ((-1.4473852) * log_v_k_nu)) / (1.2203335 * (0.43376562 * log_v_k_nu)))),-2037.4502
0,6,1 / (((((1 / (0.74834353) * ((-0.77920353) * 1.3589572)) - 1 / ((((-1.2297466) * log_v_k_nu) + (-0.28593022)))) + (((0.36108822 + (-0.27676094)) + 1 / ((-0.35943016))) - (abs((2.7147729 / (1.5799255 * log_v_k_nu))) ^ ((-0.365118) * ((-0.9305473) * log_v_k_nu))))) * (((((-0.061203886) * (-0.35764635)) + ((2.271174 * log_v_k_nu) - ((-0.86075205) * log_v_k_nu))) / ((-1.9072648) * (0.77110976 * log_v_k_nu))) / (1 / ((1.3930188 * log_v_k_nu)) / (0.40064168 + (0.98916847 * log_v_k_nu)))))),-3.4028235e+38
0,7,1 / ((((((1.8034314 * log_v_k_nu) * ((-1.2070177) * log_v_k_nu)) + (((-0.23085655) * log_v_k_nu) * (0.0015187809 * log_v_k_nu))) + 1 / ((0.46729228 - 1.3543584))) - (abs(((1.3865116 - ((-0.25552884) * log_v_k_nu)) / ((-0.15685268) + (-0.34836334)))) ^ ((0.67511976 * log_v_k_nu) * 1.0563766)))),-3.7650807
0,8,(abs(((((0.31830141 * log_v_k_nu) * 1.0926282) * ((-1.2642864) / 1.1049494)) / ((abs(0.1658909) ^ (0.070911564 * log_v_k_nu)) / 0.24299239))) ^ (((0.61985505 * log_v_k_nu) * ((-0.86148512) * log_v_k_nu)) - ((-0.42028943) - ((-0.0498133) * log_v_k_nu)))),-290.5842
0,9,(((abs(1 / (((-0.46495953) * log_v_k_nu))) ^ (abs((-1.7442405)) ^ 0.85710984)) / ((((-1.2976991) * log_v_k_nu) * (1.0658875 * log_v_k_nu)) - (abs((1.055981 * log_v_k_nu)) ^ ((-0.22120857) * log_v_k_nu)))) / ((1 / (0.089841895) * (-0.57150269)) * (((-1.1919566) * log_v_k_nu) + 0.8260631))),-3.4028235e+38
0,10,((((abs((abs(0.63772619) ^ 0.10222196)) ^ (((-0.59436816) * log_v_k_nu) + (-0.84881634))) - (((0.79492813 * log_v_k_nu) - (-0.56042868)) * 1 / ((-1.2169431)))) - ((1 / (1.1644559) / (0.51685596 * log_v_k_nu)) / (0.0238108 - (-1.8209723)))) + (1 / ((2.1793969 * ((-0.34808198) * log_v_k_nu))) * 1 / ((abs((0.3291935 * log_v_k_nu)) ^ 1.4583824)))),-3.4028235e+38
