dummy,evals,expr,fitness
0,1,(((((abs((-0.50270057)) ^ 0.25834605) * 1 / ((0.48162404 * log_v_k_nu))) - (((0.10357448 * log_v_k_nu) / ((-0.36204112) * log_v_k_nu)) * (abs(0.18657006) ^ (-0.78300059)))) - ((((-0.0037374939) - (0.17935883 * log_v_k_nu)) - (abs((-0.17940487)) ^ (-1.6754988))) - 1 / ((((-1.8104665) * log_v_k_nu) / 0.60082835)))) - (1 / (((-0.94796586) / ((-1.3335977) * log_v_k_nu))) + (abs((2.727773 - (-1.5732723))) ^ ((1.2513014 * log_v_k_nu) + (1.8114713 * log_v_k_nu))))),-3.4028235e+38
0,2,(1 / ((1 / (((((-1.5450503) * log_v_k_nu) + (-0.97830099)) / ((-0.44681191) + 1.4776186))) / ((abs(1 / ((-1.03104))) ^ ((-0.25911316) * log_v_k_nu)) * 1 / (0.098834105)))) * (abs(1 / ((((0.76331168 * log_v_k_nu) + (-1.6009797)) + 1 / ((-0.21584442))))) ^ ((((-0.37266329) + ((-0.32258463) * log_v_k_nu)) - ((0.89298767 * log_v_k_nu) * (-0.80345607))) + (((-0.49491751) + ((-2.06075) * log_v_k_nu)) - 1 / ((0.096000522 * log_v_k_nu)))))),-3.4028235e+38
0,3,((((((0.9249807 * log_v_k_nu) - (-0.19933642)) - ((-0.83447886) / (0.52268726 * log_v_k_nu))) - (((1.5723648 * log_v_k_nu) - (-0.37633112)) + ((-1.9057133) + (-0.12290373)))) - 1 / ((1 / ((-0.17499208)) - ((0.79074436 * log_v_k_nu) / 0.79207361)))) / ((abs(((abs((0.56716156 * log_v_k_nu)) ^ (0.38688865 * log_v_k_nu)) / ((0.33926094 * log_v_k_nu) / (-0.50182176)))) ^ ((abs(1.8455076) ^ ((-1.0870245) * log_v_k_nu)) + 0.32941735)) / (abs(1 / ((-1.0952911))) ^ ((0.50024617 * log_v_k_nu) * (-1.0819602))))),-3.4028235e+38
0,4,((1 / (1 / (0.24154685)) / ((0.36154476 * log_v_k_nu) + (-0.68318611))) - 1 / (((-2.0412889) / ((-2.2128069) * log_v_k_nu)))),-9628.565
0,5,((abs((abs(1 / ((abs((0.74934244 / (-0.23471412))) ^ (((-0.91787893) * log_v_k_nu) + ((-1.6815445) * log_v_k_nu))))) ^ ((1 / (((-0.4383004) * log_v_k_nu)) - (0.62888145 * log_v_k_nu)) * ((-1.2926302) / 2.3035574)))) ^ ((abs((abs((-0.37717465)) ^ 1.1501447)) ^ ((-0.1945388) * ((-1.0792791) * log_v_k_nu))) * ((0.23729055 + 0.3015025) - (abs((-0.11094457)) ^ ((-0.12327976) * log_v_k_nu))))) - 1 / (((abs(1 / ((1.2164696 * log_v_k_nu))) ^ (0.028758919 * ((-1.5052003) * log_v_k_nu))) + 1 / ((0.73796767 * (-0.75264168)))))),-0.26401204
0,6,(abs(((1.6919965 * log_v_k_nu) * (-1.4363164))) ^ ((-1.3253943) * log_v_k_nu)),-2.7394075
0,7,(((abs(1 / (1 / ((((-0.24355561) * log_v_k_nu) - (2.0092974 * log_v_k_nu))))) ^ ((abs(1 / ((-0.30799407))) ^ 1 / (((-0.30517957) * log_v_k_nu))) - (abs(((1.5657659 * log_v_k_nu) + 1.8239199)) ^ 1 / ((0.51470667 * log_v_k_nu))))) + 1 / (((abs(1 / (1.108025)) ^ (0.45177323 * (-1.1985358))) * 1 / ((0.47591224 - (-0.89936578)))))) + 1 / (1 / (1 / (((abs(0.22261181) ^ (1.3723837 * log_v_k_nu)) + ((-0.40851107) * log_v_k_nu)))))),-3.4028235e+38
0,8,(((abs((abs((-0.14231069)) ^ (-0.49009642))) ^ (((-0.070463568) * log_v_k_nu) * 1.1613779)) - ((abs(0.22815207) ^ (-1.6780078)) * ((0.3529416 * log_v_k_nu) + 1.6739929))) + 1 / ((1 / ((-0.15699404)) - (-0.81532335)))),-790.26135
0,9,((1 / (((-0.23102988) / (-1.0971059))) * (abs((((-2.2892585) * log_v_k_nu) + (0.40503454 * log_v_k_nu))) ^ ((0.58728594 * log_v_k_nu) - (0.33841181 * log_v_k_nu)))) - ((abs(1 / ((-1.2263693))) ^ ((0.64667612 * log_v_k_nu) + 0.082686156)) * (((-1.6665949) * log_v_k_nu) * (-2.0214067)))),-12.651345
0,10,(abs((((((1.0308037 * log_v_k_nu) + (1.4327199 * log_v_k_nu)) - 1 / ((0.40126854 * log_v_k_nu))) + (abs((abs(0.47615618) ^ ((-0.1895934) * log_v_k_nu))) ^ ((-0.65093136) - (0.41795447 * log_v_k_nu)))) / (abs(1 / (((-1.9484965) * log_v_k_nu))) ^ (0.57375753 / (1.386029 * log_v_k_nu))))) ^ (abs(((0.30720997 + (0.39045289 * log_v_k_nu)) + 1 / (2.9068952))) ^ 1 / ((((-0.2003963) * log_v_k_nu) / ((-1.4232038) * log_v_k_nu))))),-3.4028235e+38
0,11,(((((-0.46527052) * log_v_k_nu) / (1.549772 * log_v_k_nu)) - (-0.12926185)) / ((-0.22416405) - (0.77742952 * log_v_k_nu))),-3.4028235e+38
0,12,((((((-0.56680602) * (-1.4148349)) * (((-0.66254014) * log_v_k_nu) + (-0.34552342))) - ((0.66862088 / (0.88802946 * log_v_k_nu)) / (-1.792702))) * (1 / (((-1.2201939) * log_v_k_nu)) / (0.2279754 - ((-0.93556631) * log_v_k_nu)))) + 1 / ((abs((((-0.13121217) * log_v_k_nu) - (-3.1058528))) ^ (abs((1.2570812 * log_v_k_nu)) ^ ((-1.1186011) * log_v_k_nu))))),-3.4028235e+38
0,13,1 / (1 / ((((0.62913394 * log_v_k_nu) / (-0.12642556)) + (1.1171634 - (-0.63364339))))),-80.95704
0,14,((1 / ((((-1.3275498) + (0.64990103 * log_v_k_nu)) / ((1.5734156 * log_v_k_nu) + (-0.363267)))) + (((abs((-0.26211497)) ^ (1.0654113 * log_v_k_nu)) + 1 / ((0.19878563 * log_v_k_nu))) + ((abs(((-0.42097783) * log_v_k_nu)) ^ (-0.57757992)) - (((-0.21898916) * log_v_k_nu) + ((-1.3631023) * log_v_k_nu))))) + ((abs((((-0.65139401) * (1.1179664 * log_v_k_nu)) - (abs(((-0.46487233) * log_v_k_nu)) ^ (0.70222878 * log_v_k_nu)))) ^ ((abs((0.52248621 * log_v_k_nu)) ^ (0.10144424 * log_v_k_nu)) - ((0.84214133 * log_v_k_nu) / (0.49516526 * log_v_k_nu)))) * (((0.82429618 + (-1.8935246)) + 1 / (0.63392353)) * 1 / ((-0.31890398))))),-3.4028235e+38
0,15,((((abs((abs(0.5901053) ^ (1.2940457 * log_v_k_nu))) ^ (((-0.0048279343) * log_v_k_nu) + (0.085540093 * log_v_k_nu))) / (1 / ((-0.48717323)) * 1 / ((-0.52122176)))) - 1 / ((1 / ((-1.0889562)) - 1 / (0.77325535)))) * (((abs((2.3432679 / (-0.29069477))) ^ (((-0.57350039) * log_v_k_nu) * (-0.55672491))) * (abs(((-0.85549545) + ((-0.1304832) * log_v_k_nu))) ^ (abs(((-1.8515376) * log_v_k_nu)) ^ 0.30458584))) * ((abs(((-0.23481464) / (0.26940775 * log_v_k_nu))) ^ (abs((2.2287447 * log_v_k_nu)) ^ 1.8395052)) * 1 / ((0.48006487 * log_v_k_nu))))),-3.4028235e+38
0,16,1 / ((abs(((abs(1 / (1 / (1.3260413))) ^ 1 / (((0.28250626 * log_v_k_nu) * (0.05363249 * log_v_k_nu)))) + ((1 / ((0.84222394 * log_v_k_nu)) - (0.83028996 - 1.2869221)) + 1 / ((abs((0.72853523 * log_v_k_nu)) ^ (1.4514064 * log_v_k_nu)))))) ^ (1 / ((((0.1753784 * log_v_k_nu) / (0.24735777 * log_v_k_nu)) / 1 / ((-0.59365004)))) * ((abs(((1.2656875 * log_v_k_nu) / ((-0.19536996) * log_v_k_nu))) ^ (0.36581302 * log_v_k_nu)) / ((1.5332236 * log_v_k_nu) - (-3.2012763)))))),-3.4028235e+38
0,17,((1 / ((abs((1 / (1.9145228) + (0.29578167 / 0.093421653))) ^ ((abs((1.0392888 * log_v_k_nu)) ^ 1.2402283) * ((0.53512901 * log_v_k_nu) + ((-1.5226125) * log_v_k_nu))))) / 1 / (((abs((0.30959335 - 1.7903966)) ^ ((-0.74655658) * log_v_k_nu)) - (1.037899 / ((-0.74970192) * log_v_k_nu))))) - (abs(1 / ((((0.70605475 * log_v_k_nu) - ((-0.39145043) * log_v_k_nu)) - (((-1.031612) * log_v_k_nu) * 0.79837054)))) ^ (((abs((1.9064336 * log_v_k_nu)) ^ (-0.54552162)) * ((-0.6623047) - 0.2225844)) * (1 / (((-1.2670594) * log_v_k_nu)) - 1 / ((-1.0169513)))))),-3.4028235e+38
0,18,(((1 / ((-1.1811464)) + (((-0.15649916) * log_v_k_nu) * (-1.7670994))) / ((abs((0.66867459 * log_v_k_nu)) ^ (0.18145889 * log_v_k_nu)) / (abs((0.23938891 * log_v_k_nu)) ^ (-2.6473496)))) / (1 / (1 / ((0.050439022 * log_v_k_nu))) + (abs((0.56641304 * log_v_k_nu)) ^ (1.3317707 * log_v_k_nu)))),-3.4028235e+38
0,19,(((((abs((-2.0910378)) ^ (-0.36320648)) * 1 / (((-0.0027793446) * log_v_k_nu))) - (((-0.42730609) * log_v_k_nu) / (1.2698395 * log_v_k_nu))) * 1 / ((abs(0.0052953134) ^ ((-0.59296179) * log_v_k_nu)))) * (abs((1 / ((1.9610187 * log_v_k_nu)) + ((0.0065658907 * log_v_k_nu) / 0.86017066))) ^ (((-1.7111356) * (-0.33271447)) * (0.08858788 * 0.53357285)))),-3.4028235e+38
0,20,((((((0.037184749 * log_v_k_nu) / 0.09915977) / 1 / ((0.51571065 * log_v_k_nu))) - ((abs((1.2186533 * log_v_k_nu)) ^ ((-0.24408624) * log_v_k_nu)) + 1 / (((-0.61837345) * log_v_k_nu)))) / 1 / ((((0.16840042 * log_v_k_nu) + (0.58072895 * log_v_k_nu)) + (abs((1.4053386 * log_v_k_nu)) ^ 0.24794495)))) / 1 / ((((abs((0.80800921 * log_v_k_nu)) ^ (-0.29305285)) - (((-1.9497412) * log_v_k_nu) - (0.18173005 * log_v_k_nu))) / (((1.541164 * log_v_k_nu) / (-0.48124072)) / ((-0.16823703) * 0.56770062))))),-3.4028235e+38
0,21,(1 / ((abs((0.706797 + 1.0232627)) ^ (1.4277719 * log_v_k_nu))) * ((0.9301824 + ((-0.9178285) * log_v_k_nu)) + (((-2.2216277) * log_v_k_nu) / (-0.14799155)))),-17.365362
0,22,((((1 / (1.3157204) * ((-0.92824942) / (-0.21702608))) + 1 / ((-1.9236292))) / (1 / (0.0023921365) * 1 / (1.646176))) - ((abs(((0.90182036 * log_v_k_nu) - 0.28176329)) ^ (((-2.65891) * log_v_k_nu) * (0.048896331 * log_v_k_nu))) - (((-0.54605579) - (1.6862856 * log_v_k_nu)) * (0.58106691 * (0.25198007 * log_v_k_nu))))),-13.06183
0,23,(89.85408 + (-88.055847)),-0.0631793
0,24,1 / (1 / (((((0.92102951 * log_v_k_nu) + 1.0772446) / (((-0.45016864) * log_v_k_nu) * ((-0.78131336) * log_v_k_nu))) * (1 / ((0.23759954 * log_v_k_nu)) / 0.06302166)))),-3.4028235e+38
0,25,(((1 / ((-1.1073767)) * (-0.74146318)) / (0.85141528 * 0.96972656)) + ((0.5066036 - (-2.081284)) + ((0.025488866 * log_v_k_nu) - 1.6419975))),-0.062790275
0,26,((abs((((((-1.6730061) / (0.60514677 * log_v_k_nu)) / ((0.24536267 * log_v_k_nu) + (0.67954731 * log_v_k_nu))) / 1 / ((-0.53162324))) * ((abs((0.92220604 * log_v_k_nu)) ^ (-1.1088334)) / ((-0.5244689) * 0.37966272)))) ^ 1 / ((((0.17715462 * log_v_k_nu) / ((-0.95135945) * log_v_k_nu)) - (0.49865907 * (0.063420914 * log_v_k_nu))))) * 1 / (((((-0.55916548) + (0.52430743 * log_v_k_nu)) / 1 / ((-1.398875))) - (abs((1.4594338 / ((-1.7869439) * log_v_k_nu))) ^ (abs(((-1.0521684) * log_v_k_nu)) ^ (-1.1010376)))))),-3.4028235e+38
0,27,(1 / ((abs(((-0.92342108) * log_v_k_nu)) ^ 0.93591851)) + ((-0.63895065) - ((-1.599162) * log_v_k_nu))),-3.4028235e+38
0,28,1 / ((abs((1 / (1 / (((-0.16015451) * log_v_k_nu))) * 1 / (((-0.14363444) * log_v_k_nu)))) ^ ((abs((1.3850158 * log_v_k_nu)) ^ (-0.26589489)) * (((-0.65680236) * log_v_k_nu) / ((-1.4765886) * log_v_k_nu))))),-3.4028235e+38
0,29,(((((((-1.7375219) * log_v_k_nu) + (-0.016153544)) / (((-0.33323196) * log_v_k_nu) + (-0.72777003))) - (((-0.1879805) / 1.71556) - ((-0.60777128) * (1.7217907 * log_v_k_nu)))) * (1 / ((0.042831611 * ((-0.90247542) * log_v_k_nu))) / (((-0.53186381) * log_v_k_nu) / ((-0.98362184) * log_v_k_nu)))) - 1 / (1 / ((0.081519775 * 1.2126217)))),-3.4028235e+38
0,30,(152.26451 + (-150.46625)),-0.063179314
0,31,1 / ((1 / ((1.1767397 * log_v_k_nu)) - ((-1.0277499) / (0.61975998 * log_v_k_nu)))),-1.4721942
0,32,1 / ((abs(((((-1.291274) * log_v_k_nu) / (1.2410941 * log_v_k_nu)) - (((-2.1950173) * log_v_k_nu) - (0.53088033 * log_v_k_nu)))) ^ ((abs(1.6610988) ^ ((-0.88291562) * log_v_k_nu)) + ((-0.63243067) * log_v_k_nu)))),-3.4028235e+38
