dummy,evals,expr,fitness
0,1,(((1 / ((0.47183275 * log_v_k_nu)) / (1.1027011 * log_v_k_nu)) / ((0.27496251 * log_v_k_nu) + ((-1.3145272) * log_v_k_nu))) / (1 / ((-1.0509586)) + (((-0.5607838) * log_v_k_nu) * (-0.69237143)))),-3.4028235e+38
0,2,((abs(((((-0.14051372) * 0.25656992) - (((-0.47644064) * log_v_k_nu) / (0.5962882 * log_v_k_nu))) + (((-0.81200123) * log_v_k_nu) + (1.4383256 * log_v_k_nu)))) ^ ((0.43652976 * (1.2839795 * log_v_k_nu)) - ((0.0057526464 * log_v_k_nu) + (1.4486971 * log_v_k_nu)))) / (abs(((abs((-1.1793257)) ^ (0.70749545 * log_v_k_nu)) / (0.6497876 / 1.8975449))) ^ ((abs(2.6138484) ^ ((-0.67868072) * log_v_k_nu)) - 1 / (((-0.56625688) * log_v_k_nu))))),-3.1210017
0,3,((1 / (9.3011456) / 1 / (0.36456111)) - (1 / (0.33650202) - 1 / (0.21138254))),-0.063179314
0,4,(((((-1.5616394) + (-1.4604853)) + (((-2.1210175) * log_v_k_nu) + ((-1.1618496) * log_v_k_nu))) - ((abs(1.4038305) ^ (-0.033422105)) + 0.35653961)) * ((0.33744326 * (-1.1087657)) + (0.070251942 - ((-0.064862765) * log_v_k_nu)))),-0.041373525
0,5,((((abs((abs((0.95394164 * log_v_k_nu)) ^ 0.93863285)) ^ (1.055878 - 0.53265172)) - (abs(1 / (1.304058)) ^ 1 / ((1.7972547 * log_v_k_nu)))) - (abs((abs(1 / ((0.47416651 * log_v_k_nu))) ^ ((0.44636682 * log_v_k_nu) / 1.9655001))) ^ (abs(((-0.3670938) - ((-2.2519736) * log_v_k_nu))) ^ 1 / ((0.85768318 * log_v_k_nu))))) * ((1 / (1 / (((-0.87429422) * log_v_k_nu))) * (2.4674962 * ((-0.86511886) * log_v_k_nu))) / (((1.7127162 * log_v_k_nu) / (-1.190009)) - ((1.1542858 * log_v_k_nu) * ((-1.1541314) * log_v_k_nu))))),-3.4028235e+38
0,6,(((((0.30008349 - (0.66776538 * log_v_k_nu)) - 1 / (((-0.63339669) * log_v_k_nu))) + (1 / (0.41122714) / (-0.35225442))) - (1 / (0.66408092) - 1 / (0.1380609))) + ((((-1.013966) / (0.50535721 * log_v_k_nu)) + (abs(((-1.2144498) * log_v_k_nu)) ^ (-0.14699748))) + (((0.10401545 * log_v_k_nu) / ((-0.386372) * log_v_k_nu)) - (1.570084 - (1.7199522 * log_v_k_nu))))),-3.4028235e+38
0,7,(1 / (0.21843889) / (3.7420256 * 0.68033904)),-0.06317927
0,8,(((1 / ((-2.1170509)) * (-1.1907907)) + (abs((1.0393317 * log_v_k_nu)) ^ (1.4857949 * log_v_k_nu))) * ((((-1.4294542) * log_v_k_nu) / (-0.49851441)) - ((-0.77822793) / 1.2146579))),-702178.1
0,9,(1 / (((1.0290744 * log_v_k_nu) + (-1.2434791))) + (((0.035652906 * log_v_k_nu) + ((-2.3328354) * log_v_k_nu)) / (2.343899 * (0.15729429 * log_v_k_nu)))),-3.4028235e+38
0,10,1 / ((((((-0.17619886) / (0.67329627 * log_v_k_nu)) * ((1.1503506 * log_v_k_nu) - ((-0.30097511) * log_v_k_nu))) + ((1.5389518 * log_v_k_nu) - (-0.2485203))) / 1 / (((-0.23365714) - 0.35077596)))),-3.4028235e+38
0,11,(((((abs(((-0.26264027) * log_v_k_nu)) ^ ((-0.27913496) * log_v_k_nu)) / (abs((2.0330791 * log_v_k_nu)) ^ 0.33161482)) / ((0.5908953 / 0.07438726) / (((-0.40991688) * log_v_k_nu) / (-0.61870986)))) + ((abs((0.74757004 / ((-0.7253257) * log_v_k_nu))) ^ 1 / (((-0.10865712) * log_v_k_nu))) / (1 / (((-1.2340949) * log_v_k_nu)) * ((1.4298438 * log_v_k_nu) / 0.92108434)))) / (((1 / ((-0.82988918)) * (0.74944717 * (1.3746034 * log_v_k_nu))) * 1 / ((((-0.98955297) * log_v_k_nu) - (1.0034733 * log_v_k_nu)))) / ((((-0.44603023) * log_v_k_nu) / (0.22254014 * log_v_k_nu)) * ((-0.33810046) / ((-0.46835238) * log_v_k_nu))))),-3.4028235e+38
0,12,1 / ((1 / ((0.89425206 * 0.94040978)) / (abs(2.646868) ^ 0.78077972))),-0.06317927
0,13,((1 / (1 / (((-0.95963418) * log_v_k_nu))) * (((0.99468881 * log_v_k_nu) * (0.19903697 * log_v_k_nu)) * ((-0.15427665) * log_v_k_nu))) + (((0.46829596 * log_v_k_nu) * (-1.1118608)) * ((0.12701105 * log_v_k_nu) + (-0.53092641)))),-1.7639551
0,14,1 / ((((((0.77326179 + ((-0.71156949) * log_v_k_nu)) * (((-1.9188557) * log_v_k_nu) / 0.5989275)) - ((0.38232276 - 0.19072381) * ((-0.79417133) - 1.9184455))) + (abs(((0.82130539 * log_v_k_nu) - (-0.35466433))) ^ ((-0.33551544) - (0.235808 * log_v_k_nu)))) * (1 / (((0.50840563 * log_v_k_nu) / (-0.76997644))) - ((2.1093228 + 1.0595497) / (abs(0.79723901) ^ (0.16845174 * log_v_k_nu)))))),-3.6255941
0,15,1 / ((abs((((1.4816495 + ((-1.0008333) * log_v_k_nu)) * 1 / (((-2.2470112) * log_v_k_nu))) / ((abs(0.50164312) ^ 0.668432) + (abs((-0.6377582)) ^ ((-0.70636213) * log_v_k_nu))))) ^ (1 / (0.31918496) / (((-0.25795212) * log_v_k_nu) * 0.35768345)))),-3.4028235e+38
0,16,((((((((-1.3012559) * log_v_k_nu) + 0.48479614) / (2.7702734 * log_v_k_nu)) * (((-0.66266197) * log_v_k_nu) - (0.51683271 * log_v_k_nu))) * 1 / (((1.0684955 * log_v_k_nu) + (-0.72852772)))) * 1 / (1 / (1 / (0.78604352)))) / (((abs(((-1.6356205) / (-1.2903222))) ^ ((0.42047656 * log_v_k_nu) - ((-0.91997367) * log_v_k_nu))) - (abs(((-0.76300603) - ((-0.43405676) * log_v_k_nu))) ^ ((0.05721331 * log_v_k_nu) - (0.44635484 * log_v_k_nu)))) + 1 / ((abs((((-0.33733264) * log_v_k_nu) - ((-0.13002017) * log_v_k_nu))) ^ (abs((-1.863867)) ^ (0.20514458 * log_v_k_nu)))))),-3.4028235e+38
