dummy,evals,expr,fitness
0,1,(((abs((abs((0.32675096 - 1.8190675)) ^ ((-0.066116653) + (1.1607093 * log_v_k_nu)))) ^ ((abs((0.1349466 * log_v_k_nu)) ^ (0.89094687 * log_v_k_nu)) * (abs(0.36480698) ^ 1.7970084))) / ((1 / (((-1.9685628) * log_v_k_nu)) * ((-0.68102735) + (1.519429 * log_v_k_nu))) + 1 / ((abs(((-1.06647) * log_v_k_nu)) ^ (0.5023489 * log_v_k_nu))))) + (1 / ((((-1.368506) * 0.20545268) + 1 / (((-0.90003788) * log_v_k_nu)))) * ((((-0.77848798) * log_v_k_nu) + (0.66925156 * log_v_k_nu)) + ((-0.053184941) * (-1.494083))))),-610.06256
0,2,(((-1.0114946) * log_v_k_nu) / 1.7677522),-7.709212
0,3,((((1.7287203 * 0.030415198) + 0.24345213) / ((-0.49781051) - 1.573524)) - (abs((((-0.95254874) * log_v_k_nu) * 0.52236688)) ^ (((-1.4513216) * log_v_k_nu) - ((-0.42856902) * log_v_k_nu)))),-11.178306
0,4,(((abs((abs((((-0.82461959) * log_v_k_nu) + 0.4475002)) ^ (((-0.5269478) * log_v_k_nu) + (0.16928016 * log_v_k_nu)))) ^ (1 / (((-1.3663983) * log_v_k_nu)) - 0.85437292)) / ((1.0838845 / (0.98680693 * log_v_k_nu)) + (((-1.669427) * log_v_k_nu) / 1.9620254))) * (((((-0.59745407) * log_v_k_nu) + ((-0.19135477) * log_v_k_nu)) + (0.21870717 + (0.31378925 * log_v_k_nu))) * (((-0.91047329) / (-0.32773572)) - 1 / ((0.85280085 * log_v_k_nu))))),-3.4028235e+38
0,5,((abs(1 / (((((-0.038267575) * log_v_k_nu) * ((-1.9529395) * log_v_k_nu)) / (0.28203467 * log_v_k_nu)))) ^ 1 / ((abs(((-0.65074676) * log_v_k_nu)) ^ ((-0.84860528) * log_v_k_nu)))) * ((((0.7988922 * log_v_k_nu) + (-0.38971859)) + (1.7856078 + (0.89137691 * log_v_k_nu))) - ((0.038883775 - (0.16543083 * log_v_k_nu)) - ((-0.61305451) * (-0.86500198))))),-3.4028235e+38
0,6,(((abs(((0.45195368 * log_v_k_nu) * ((-0.49022359) * log_v_k_nu))) ^ (abs((1.3187846 * log_v_k_nu)) ^ (-0.3748416))) + (abs(((1.7692091 * log_v_k_nu) / (0.68980044 * log_v_k_nu))) ^ ((-0.62496406) / (-0.51965696)))) / (abs(((1.0666602 * (0.36823851 * log_v_k_nu)) * 1 / ((0.24231429 * log_v_k_nu)))) ^ (1 / (((-0.78021073) * log_v_k_nu)) + ((-0.37504849) * log_v_k_nu)))),-3.4028235e+38
0,7,(abs((((1 / ((0.086763762 * log_v_k_nu)) + (abs((-1.4080253)) ^ (-0.094077714))) / ((((-0.22337346) * log_v_k_nu) + (1.6068065 * log_v_k_nu)) + (((-0.55250823) * log_v_k_nu) - ((-0.052082878) * log_v_k_nu)))) / ((((-0.75100809) * log_v_k_nu) / 0.7018674) - (0.12160189 * (1.2674184 * log_v_k_nu))))) ^ (abs(((abs(((-0.38420656) * log_v_k_nu)) ^ 0.15178661) / (abs(((-0.19883578) * log_v_k_nu)) ^ (-2.8178511)))) ^ (abs(((-1.4368854) * (1.223459 * log_v_k_nu))) ^ (1.660201 - (0.09641251 * log_v_k_nu))))),-3.4028235e+38
0,8,((abs(((((1.6029603 * log_v_k_nu) - (0.78948933 * log_v_k_nu)) * ((-0.34794953) - ((-0.9315291) * log_v_k_nu))) - (((0.16019531 * log_v_k_nu) + 0.29288077) + ((-0.27788085) * (-0.96477801))))) ^ ((abs((0.037851922 * (-0.63927346))) ^ 2.3710697) - ((0.67722231 * log_v_k_nu) / ((-1.6801589) * log_v_k_nu)))) + 1 / ((((0.7992813 * log_v_k_nu) / ((-0.6489175) * log_v_k_nu)) / (((-0.34847996) * log_v_k_nu) + (-2.795876))))),-3.4028235e+38
0,9,(1 / ((((((-1.1805112) * log_v_k_nu) - (1.5077701 * log_v_k_nu)) - (0.61797184 / ((-1.3117877) * log_v_k_nu))) - ((abs((-0.49392435)) ^ (-0.20223294)) * 0.13434076))) + ((abs(1 / ((0.40568376 * log_v_k_nu))) ^ (((-0.50500083) * log_v_k_nu) * ((-1.0113636) * log_v_k_nu))) - ((0.83758008 / (0.48838234 * log_v_k_nu)) / ((0.77444339 * log_v_k_nu) * ((-0.74283981) * log_v_k_nu))))),-3.4028235e+38
0,10,(abs(1 / (1 / (1 / ((((-0.86535257) - (0.003082538 * log_v_k_nu)) + 1 / (1.0557112)))))) ^ 1 / ((1 / ((abs(1.1293564) ^ (-1.014398))) * ((abs(0.83869177) ^ (-2.9937279)) + (1.1033287 + 1.0634863))))),-0.06292044
0,11,(1 / ((((abs((1 / (((-0.54408163) * log_v_k_nu)) + 1 / (((-0.84988201) * log_v_k_nu)))) ^ ((abs((0.23270373 * log_v_k_nu)) ^ 0.6753546) + ((0.42137921 * log_v_k_nu) / (-0.22311704)))) + ((abs(((-2.0711215) * log_v_k_nu)) ^ 1.0060331) + ((1.1880934 * log_v_k_nu) + (0.53969538 * log_v_k_nu)))) * 1 / (((((-0.95821559) * log_v_k_nu) + 0.098427944) * (1.789739 + (0.014186649 * log_v_k_nu)))))) * 1 / ((1 / (1 / ((0.8803947 / 0.50802565))) / 1 / ((abs((((-0.57936859) * log_v_k_nu) + ((-1.5870891) * log_v_k_nu))) ^ ((-0.038795449) + 0.38674787)))))),-3.4028235e+38
0,12,((1 / (((-0.55487806) * log_v_k_nu)) * (0.40938902 * log_v_k_nu)) - ((-0.2637606) * (0.44459614 * log_v_k_nu))),-3.4028235e+38
0,13,(abs(((((((-2.3803248) * log_v_k_nu) / (-1.1957501)) + (((-0.70255238) * log_v_k_nu) * (-1.629316))) / (abs((((-0.18444385) * log_v_k_nu) / 0.72569418)) ^ (-0.45565388))) / (1 / ((-0.29173073)) / (abs(((-1.2119237) * log_v_k_nu)) ^ 0.14873892)))) ^ (((((-1.4580926) * log_v_k_nu) / (-2.5834193)) * (abs(((-1.3457571) * log_v_k_nu)) ^ (-0.18251421))) + ((abs(0.06491705) ^ ((-0.94612473) * log_v_k_nu)) / (abs((-0.4859446)) ^ (0.59367818 * log_v_k_nu))))),-3.4028235e+38
0,14,((abs((abs(1 / (0.51499575)) ^ (-0.069716923))) ^ ((1.2974583 * log_v_k_nu) + ((-2.4377396) * log_v_k_nu))) * (1 / (0.079210371) + 1 / (((-0.20801724) * log_v_k_nu)))),-3.4028235e+38
0,15,((abs(((((-0.64037061) - (-0.40046829)) + (-0.28300714)) + (1.4145802 - ((-0.44428754) * log_v_k_nu)))) ^ 1 / ((((-0.65589184) * log_v_k_nu) / (-0.10077684)))) * 1 / (1 / (((-0.38733703) / 2.0884006)))),-4.027749
0,16,1 / (((((1.4733064 * 1.2774836) + ((2.0826375 * log_v_k_nu) - ((-0.38760787) * log_v_k_nu))) - (1 / (((-0.30210647) * log_v_k_nu)) * (0.25352463 * log_v_k_nu))) / ((0.22461367 + 0.64493746) * ((-2.2069242) - (1.2704756 * log_v_k_nu))))),-3.4028235e+38
0,17,1 / ((abs(1 / ((0.18105143 * log_v_k_nu))) ^ ((-1.7915832) * log_v_k_nu))),-799.7306
0,18,((1 / (1 / (((-0.046359502) + ((-0.23927709) * log_v_k_nu)))) * ((((0.03104163 * log_v_k_nu) - 1.405503) - ((2.534024 * log_v_k_nu) * 0.31961569)) + 1 / ((((-1.4372132) * log_v_k_nu) * 0.024783973)))) / ((((abs(0.80988878) ^ 0.47143793) / 1 / ((0.87694752 * log_v_k_nu))) / 1 / (((-0.16290021) / ((-1.0750611) * log_v_k_nu)))) / (((abs((0.17850322 * log_v_k_nu)) ^ (0.55518961 * log_v_k_nu)) + (((-0.058011215) * log_v_k_nu) - (0.034507573 * log_v_k_nu))) / ((-0.79995847) * (0.10857122 * log_v_k_nu))))),-3.4028235e+38
0,19,((((-0.73429847) * log_v_k_nu) / ((-1.5601122) * log_v_k_nu)) / 1 / (1.3909433)),-3.4028235e+38
0,20,1 / (((((abs(((abs(1.2898344) ^ 1.7687367) / (1.0491697 * ((-0.41663688) * log_v_k_nu)))) ^ 1 / ((1.1868415 / ((-0.18482943) * log_v_k_nu)))) - 1 / (((((-0.75018764) * log_v_k_nu) + (0.893372 * log_v_k_nu)) - (-0.35438821)))) * ((((-0.18181956) / (0.63863438 * log_v_k_nu)) / ((-0.90305018) - (-0.035071049))) - 1 / ((abs(1.7970254) ^ (0.85087407 * log_v_k_nu))))) + 1 / (1 / ((1 / ((-0.62163991)) - ((-0.4238922) + ((-1.342113) * log_v_k_nu))))))),-40.77897
0,21,(((1 / (((-0.77652657) - ((-0.87030751) * log_v_k_nu))) * (((-0.66670424) + 0.82412136) + ((-1.5223254) * ((-1.137859) * log_v_k_nu)))) / ((((0.17837238 * log_v_k_nu) - (-0.18001501)) - ((-0.33567917) - ((-0.90731859) * log_v_k_nu))) - (((-1.3807685) - (0.8589806 * log_v_k_nu)) / (1.0403515 / ((-2.0713704) * log_v_k_nu))))) * (1 / ((((1.3550706 * log_v_k_nu) + (-0.34450138)) + 1 / ((0.4258011 * log_v_k_nu)))) * (((-0.71404308) - (-0.57544023)) / ((-0.47147995) - ((-0.83503175) * log_v_k_nu))))),-4.867412
0,22,(1 / ((((abs((abs((-0.15475143)) ^ ((-0.33091697) * log_v_k_nu))) ^ (1.5757098 * (-0.47633514))) + (((0.55121303 * log_v_k_nu) + (2.0043588 * log_v_k_nu)) * 1.2304537)) + 1 / ((0.66874647 * (-0.70824945))))) * ((((1.0798553 * 0.34898064) / ((-0.44549304) / (0.64694923 * log_v_k_nu))) + ((((-0.058513928) * log_v_k_nu) / ((-0.64118719) * log_v_k_nu)) - ((-0.096677698) / (-0.13365503)))) - (((1.6246959 / ((-0.42211452) * log_v_k_nu)) / (0.30408219 - ((-0.56090164) * log_v_k_nu))) - 1 / ((((-0.69780672) * log_v_k_nu) + ((-0.45410937) * log_v_k_nu)))))),-3.4028235e+38
0,23,(abs(1 / (1 / (0.4094319))) ^ (((-0.014557282) * log_v_k_nu) + (-0.63346589))),-0.062823415
0,24,(1 / ((-1.9562016)) / (0.0063130106 * log_v_k_nu)),-3.4028235e+38
0,25,((abs(1 / ((2.1707578 * log_v_k_nu))) ^ 1 / ((-0.59014112))) - (1 / (((-0.44973037) * log_v_k_nu)) + ((-0.69109875) - (1.0187029 * log_v_k_nu)))),-3.4028235e+38
0,26,(((1 / (((-0.77466244) * log_v_k_nu)) * 1 / (0.56031036)) * (((-0.3754071) / ((-0.65380257) * log_v_k_nu)) / 1 / (((-2.4493749) * log_v_k_nu)))) * (1 / (((1.2168902 * log_v_k_nu) - (0.0082250098 * log_v_k_nu))) - (((-0.56429374) / (1.3980675 * log_v_k_nu)) / (1.5679424 * log_v_k_nu)))),-3.4028235e+38
0,27,(abs(((abs(1 / (1 / (((-0.59659338) * log_v_k_nu)))) ^ ((abs((-1.5509149)) ^ (0.91511172 * log_v_k_nu)) * (0.48090106 + (-0.17990816)))) * 1 / ((((0.11053794 * log_v_k_nu) * (-1.6414393)) / ((1.6507034 * log_v_k_nu) + (-0.92023069)))))) ^ ((((0.27312186 + 0.40728086) * (-1.4516366)) + ((0.19718474 * log_v_k_nu) + ((-1.3901732) * log_v_k_nu))) - 1 / (((1.0836709 * log_v_k_nu) * (0.0022132059 * log_v_k_nu))))),-3.4028235e+38
0,28,1 / ((1 / (((((-0.86294979) * log_v_k_nu) - 0.81023669) * (0.35559666 + 1.1311157))) / ((1 / ((-0.19339205)) / 0.73027986) - ((0.36088732 * log_v_k_nu) * ((-0.21787964) * log_v_k_nu))))),-454.36508
0,29,(abs(1 / (((abs(((-0.38454068) + 0.17900625)) ^ 1 / (0.35692093)) / (1 / (((-0.43424591) * log_v_k_nu)) + ((-1.0253345) * (-0.074250743)))))) ^ 1 / ((((abs(((-1.8664902) * log_v_k_nu)) ^ 0.88360703) * (((-0.093726352) * log_v_k_nu) - ((-1.2358967) * log_v_k_nu))) * 1 / (1.7148468)))),-3.4028235e+38
0,30,((abs((1 / (1 / (((-1.1408964) * log_v_k_nu))) + ((0.22903126 - (-0.29164863)) - (1.8769677 * ((-0.092053749) * log_v_k_nu))))) ^ ((((0.35424981 * log_v_k_nu) - (-1.3635522)) * (((-2.9691062) * log_v_k_nu) * ((-0.21614882) * log_v_k_nu))) * 1 / (1 / (0.71561736)))) * ((abs(((abs(((-1.0988734) * log_v_k_nu)) ^ 0.31740785) * (abs(0.95475525) ^ 0.56709141))) ^ ((abs((1.0208873 * log_v_k_nu)) ^ (1.5203743 * log_v_k_nu)) + (abs((1.0392019 * log_v_k_nu)) ^ ((-0.057403255) * log_v_k_nu)))) / 1 / (((abs(0.0094287032) ^ ((-0.48016283) * log_v_k_nu)) + 1 / (((-0.21709642) * log_v_k_nu)))))),-3.4028235e+38
0,31,(((((0.32623613 / 0.43691278) + (0.50656873 / (1.6469189 * log_v_k_nu))) - (((-0.37903363) - (-0.64500451)) * ((0.41812524 * log_v_k_nu) - ((-1.3675861) * log_v_k_nu)))) * (((abs(2.1475599) ^ 0.060496625) - (0.70508385 / (0.14340901 * log_v_k_nu))) / 1 / ((((-1.136852) * log_v_k_nu) + ((-0.85575151) * log_v_k_nu))))) / ((((abs(((-1.66105) * log_v_k_nu)) ^ ((-0.19214569) * log_v_k_nu)) / 1 / (0.8492744)) / 1 / (((-1.1986687) * log_v_k_nu))) * ((abs((-1.2682798)) ^ 0.97404194) + 1 / ((-1.5549896))))),-3.4028235e+38
0,32,(1 / ((abs(((((-0.7116093) * log_v_k_nu) * (1.542744 * log_v_k_nu)) + (((-1.1058112) * log_v_k_nu) + (0.23075429 * log_v_k_nu)))) ^ ((((-1.1347636) * log_v_k_nu) + 0.90635222) + (((-0.36708611) * log_v_k_nu) / ((-0.12470027) * log_v_k_nu))))) + (abs((((((-1.4404498) * log_v_k_nu) * (-1.2388709)) * (0.70463228 / 1.1718236)) - (1 / (((-0.40131581) * log_v_k_nu)) / (abs(0.26033276) ^ ((-1.6496065) * log_v_k_nu))))) ^ (abs((1 / (2.7497401) - (1.0616254 * log_v_k_nu))) ^ 1 / (((-3.3552456) * log_v_k_nu))))),-3.4028235e+38
0,33,(((((0.10658639 - ((-0.070533998) * log_v_k_nu)) / 1 / ((0.2071963 * log_v_k_nu))) / (1 / (0.10446274) * (-0.40668181))) - (abs((0.3323561 + 0.84500033)) ^ (0.39033413 / (-0.46348882)))) * (((abs(((-0.74463713) * log_v_k_nu)) ^ ((-1.7021588) * log_v_k_nu)) * (0.71763432 * (0.43167636 * log_v_k_nu))) / 1 / (((0.070736259 * log_v_k_nu) * (0.38330749 * log_v_k_nu))))),-3.340248
0,34,((abs((((-0.10682055) / ((-1.7180204) * log_v_k_nu)) / (abs((-0.55164635)) ^ (0.65170264 * log_v_k_nu)))) ^ (1.992721 - 0.19958831)) * ((abs((0.37754944 * log_v_k_nu)) ^ (1.6481493 * log_v_k_nu)) - (((-2.687113) * log_v_k_nu) / ((-0.95528287) * log_v_k_nu)))),-3.4028235e+38
0,35,1 / (1 / ((0.00835279 * log_v_k_nu))),-3.2479477
0,36,(((((abs((-1.4680345)) ^ (-0.43119949)) * ((0.80417305 * log_v_k_nu) + (0.072735444 * log_v_k_nu))) - ((abs((-0.28899619)) ^ (0.32260764 * log_v_k_nu)) - (1.9938766 * log_v_k_nu))) + (((0.30289468 * log_v_k_nu) * (0.84056538 * log_v_k_nu)) * ((-1.448426) / 0.32773519))) - ((1 / ((-0.010698821)) + (abs((1.6107775 * log_v_k_nu)) ^ (0.89802921 * log_v_k_nu))) * ((((-0.44587323) * log_v_k_nu) + 0.39966008) - ((2.2641051 * log_v_k_nu) / 0.74924713)))),-202463.98
0,37,((abs((abs((2.4715073 * 1.187255)) ^ ((1.5713046 * log_v_k_nu) + (1.0866768 * log_v_k_nu)))) ^ (((-1.722743) * log_v_k_nu) * ((-1.0005141) * log_v_k_nu))) + 1 / (((-0.75883508) + ((-1.3125865) * log_v_k_nu)))),-3.4028235e+38
0,38,(abs(((0.57734084 * 0.51995313) - (abs((-3.2870488)) ^ (1.4804688 * log_v_k_nu)))) ^ (abs(1 / ((-12.99789))) ^ (0.34364399 * log_v_k_nu))),-0.015626168
0,39,(1 / ((0.32063007 * log_v_k_nu)) * (1.1634004 * log_v_k_nu)),-3.4028235e+38
0,40,((((((1.0000677 * log_v_k_nu) / 0.66821396) * ((0.36943284 * log_v_k_nu) + (-0.63274997))) * 1 / (1.0431064)) + ((abs((-0.95911294)) ^ (0.82208103 * log_v_k_nu)) / 1 / (0.68881011))) - 1 / (((abs((-0.49534658)) ^ (2.9187918 * log_v_k_nu)) * (((-0.5711199) * log_v_k_nu) + (-0.68102241))))),-5734.2515
0,41,1 / (1 / ((((abs(((abs(((-0.58370203) * log_v_k_nu)) ^ ((-0.14920883) * log_v_k_nu)) * (((-1.5304443) * log_v_k_nu) - (-0.71620923)))) ^ 1 / (((-0.26934886) / (-0.041569732)))) / (abs(((abs((0.62852836 * log_v_k_nu)) ^ (1.9961543 * log_v_k_nu)) * (abs((0.036765367 * log_v_k_nu)) ^ (-0.3013016)))) ^ (((0.50829178 * log_v_k_nu) - ((-0.33004653) * log_v_k_nu)) - ((-0.9139871) / (-1.2991198))))) * (((abs(((0.34171927 * log_v_k_nu) / 1.0750374)) ^ 1 / ((0.31468204 * log_v_k_nu))) - 1 / ((-1.5144113))) * (((0.33507675 * log_v_k_nu) - ((-0.74310583) * log_v_k_nu)) / (0.63458866 / 0.68247944)))))),-3.4028235e+38
0,42,(((((0.83240342 / 0.086391971) + (abs(0.29454115) ^ ((-0.71215588) * log_v_k_nu))) * (((-1.0008327) * 0.059472166) * (abs(0.18947345) ^ ((-0.55821353) * log_v_k_nu)))) * (abs((abs(1 / ((-0.902812))) ^ 1 / ((-0.24563171)))) ^ (((0.2789987 * log_v_k_nu) + ((-0.70551372) * log_v_k_nu)) - (0.078186654 * log_v_k_nu)))) * 1 / (((abs((0.043426592 * log_v_k_nu)) ^ (0.54079342 * log_v_k_nu)) - (0.45224258 * 1.2256798)))),-1774.5422
0,43,(((abs((-2.0008492)) ^ (1.4799846 * log_v_k_nu)) + (1.0205102 * log_v_k_nu)) * (((-1.0558628) * log_v_k_nu) + (1.5155255 * log_v_k_nu))),-152.35448
0,44,((abs(((-1.2790908) * log_v_k_nu)) ^ (-2.3085208)) / 1 / ((0.30410337 * log_v_k_nu))),-3.4028235e+38
