dummy,evals,expr,fitness,length
0,1,(1 / (0.56919789) - ((-0.025488812) * log_v_k_nu)),-0.06279028,4
0,2,(1 / ((((-1.3437235) * log_v_k_nu) * ((-0.79831403) * log_v_k_nu))) + (abs(0.66042745) ^ (-0.16008151))),-3.4028235e+38,8
0,3,((-1.0753535) / (0.35690048 * log_v_k_nu)),-3.4028235e+38,3
0,4,((abs((2.1747439 * log_v_k_nu)) ^ ((-2.4492638) * log_v_k_nu)) - (0.79198039 * log_v_k_nu)),-9.445087,5
0,5,((1 / (((-1.0577292) * log_v_k_nu)) + ((0.86198807 * log_v_k_nu) + 0.69372588)) / (((-1.1184821) - ((-0.79342079) * log_v_k_nu)) * 0.30622327)),-3.4028235e+38,12
0,6,1 / ((-1.9279898)),-5.4310856,2
0,7,((1 / (1 / (((-1.7611432) * log_v_k_nu))) / (abs(((-1.8096281) * log_v_k_nu)) ^ 0.8288269)) - 1 / (((-0.471194) * (0.12592158 * log_v_k_nu)))),-3.4028235e+38,12
0,8,(1 / (((1.1941589 * log_v_k_nu) + 0.4777987)) - (1 / ((0.58815986 * log_v_k_nu)) - (0.77515143 * log_v_k_nu))),-3.4028235e+38,9
0,9,(1 / ((-1.4404472)) + 1 / ((1.1717926 * log_v_k_nu))),-3.4028235e+38,5
0,10,((((-1.7639617) * log_v_k_nu) / (-1.3143289)) / 1 / ((0.22149381 * log_v_k_nu))),-1.3916991,6
0,11,(1 / (((-0.42987838) - (0.46442562 * log_v_k_nu))) / 1 / (1 / ((0.010250584 * log_v_k_nu)))),-3.4028235e+38,8
0,12,1 / (((((13.924748 * log_v_k_nu) - 1.3968987) + 1 / ((-0.2975094))) + (abs(0.71700704) ^ (-1.465273)))),-3.3151271,11
0,13,1 / (((abs((0.17847863 / ((-0.48016253) * log_v_k_nu))) ^ 1.6608411) / 1 / (((-0.77015471) * log_v_k_nu)))),-3.4028235e+38,9
0,14,(((((-0.11768854) * log_v_k_nu) / (0.092523672 * log_v_k_nu)) - (1.085799 * log_v_k_nu)) - 1 / ((0.019659063 * log_v_k_nu))),-3.4028235e+38,8
0,15,(abs(((-0.61097276) * 0.75892693)) ^ ((-0.35031724) * log_v_k_nu)),-0.21662083,5
0,16,((1.8300858 * log_v_k_nu) + ((-0.9222551) * log_v_k_nu)),-0.63508445,3
0,17,((((-0.87000221) + ((-1.6855075) * log_v_k_nu)) - (((-1.6983602) * log_v_k_nu) + ((-0.012636103) * log_v_k_nu))) - 1 / (1 / ((-2.6268606)))),-0.06279029,11
0,18,((1 / ((0.89965862 * log_v_k_nu)) - ((0.89871925 * log_v_k_nu) - ((-1.1352583) * log_v_k_nu))) + 1 / (((-0.54289877) * log_v_k_nu))),-3.4028235e+38,9
0,19,(abs((((1.82608 * log_v_k_nu) * 0.58769023) + 1 / (1.5400671))) ^ 1 / (1 / (((-1.1946682) * log_v_k_nu)))),-2.4161305,10
0,20,1 / ((-1419.4028)),-3.2992349,2
0,21,(abs((1 / ((0.2141373 * log_v_k_nu)) * (0.28704506 * log_v_k_nu))) ^ (((-0.77341938) * log_v_k_nu) + ((-0.09469109) * log_v_k_nu))),-1.3527219,8
0,22,1 / (((1.6523027 * log_v_k_nu) * 0.34115985)),-3.4028235e+38,4
0,23,(abs((abs((abs(((-0.20290656) * log_v_k_nu)) ^ ((-0.095129348) * log_v_k_nu))) ^ (0.71304542 * (0.63540852 * log_v_k_nu)))) ^ 1 / (((-0.25716352) / ((-0.63490975) * log_v_k_nu)))),-0.9840274,12
0,24,((abs((((-0.9850536) * log_v_k_nu) * 0.55572742)) ^ ((-1.2587173) * 2.5673652)) / (((-0.95528585) / ((-1.6092253) * log_v_k_nu)) / 0.090153314)),-3.4028235e+38,13
0,25,(((-0.39566898) - ((-0.71473271) * log_v_k_nu)) - 1 / (((-1.0042461) * log_v_k_nu))),-3.4028235e+38,6
0,26,1 / ((((((-0.74872744) * log_v_k_nu) / 2.129591) - (((-0.69345325) * log_v_k_nu) - ((-2.0370021) * log_v_k_nu))) + 1 / (1 / (0.10790766)))),-12.973801,12
0,27,1 / ((-1546.3464)),-3.2990272,2
0,28,((abs((abs((2.3623259 * log_v_k_nu)) ^ (-0.64644068))) ^ ((-0.028802579) + 0.2667492)) * (abs((abs(1.1753337) ^ 1.1831331)) ^ ((-0.38464803) * log_v_k_nu))),-3.4028235e+38,13
0,29,(abs((abs((-0.84367949)) ^ ((-0.0001054164) * log_v_k_nu))) ^ ((-0.00010780059) * log_v_k_nu)),-0.70030165,5
0,30,(1 / ((862.40271 - (1629.1101 * log_v_k_nu))) - (abs((-748.41443)) ^ (-6.7487998))),-3.290288,8
0,31,(1 / ((0.50251865 * log_v_k_nu)) * 1 / (1.2566134)),-3.4028235e+38,5
0,32,((((0.013260095 * log_v_k_nu) * (-1.4042724)) * ((0.81997228 * log_v_k_nu) / (-1.124036))) / ((((-2.1893902) * log_v_k_nu) - ((-0.089284346) * log_v_k_nu)) / (-0.13920186))),-3.4028235e+38,13
0,33,((-0.66485119) * (-2.7046633)),-0.06317932,3
0,34,(abs((1 / ((abs((0.64093846 * log_v_k_nu)) ^ (0.83312035 * log_v_k_nu))) * 1 / (1 / ((-0.4231199))))) ^ 1 / (((0.91592664 * log_v_k_nu) + (1.1674615 * log_v_k_nu)))),-1.196535,13
0,35,(1.4730109 / 0.819206),-0.063179314,3
