dummy,evals,expr,fitness,length
0,1,(1 / ((0.085003987 * log_v_k_nu)) - (0.16208623 * log_v_k_nu)),-3.4028235e+38,4
0,2,((0.11918218 * log_v_k_nu) + (0.78864801 * log_v_k_nu)),-0.63508457,3
0,3,((((-1.695135) * log_v_k_nu) * ((-0.69002759) * log_v_k_nu)) - (abs(0.90123057) ^ ((-1.9429116) * log_v_k_nu))),-8.471508,7
0,4,((0.15689151 + 0.83361745) + (abs(1.2371458) ^ (-1.0036147))),-0.06317927,7
0,5,(abs(((abs((-0.08299122)) ^ ((-0.00486738) * log_v_k_nu)) / (-0.59207898))) ^ (abs((-0.37811914)) ^ (-0.078216761))),-0.06282342,9
0,6,(((0.89438945 * log_v_k_nu) * (-1.5501561)) - 0.49354038),-21.872438,5
0,7,(1 / (((0.52574313 * log_v_k_nu) - (1.4740127 * log_v_k_nu))) - 1 / (1 / (0.33190736))),-3.4028235e+38,8
0,8,((0.19672982 / ((-0.93800151) * log_v_k_nu)) + ((-0.078703076) * log_v_k_nu)),-3.4028235e+38,5
0,9,(((-0.74988455) + (-0.55530339)) * ((-1.3460575) - (0.019528747 * log_v_k_nu))),-0.06279027,7
0,10,(abs((((-0.54994816) * log_v_k_nu) + ((-0.55369782) * log_v_k_nu))) ^ (-0.62639409)),-3.4028235e+38,5
0,11,(abs((abs(1 / (0.48758391)) ^ (((-0.77164602) * log_v_k_nu) + (0.0042484389 * log_v_k_nu)))) ^ (((1.1391596 * log_v_k_nu) / (0.26978236 * log_v_k_nu)) - 1 / (0.83199346))),-2.8866038,13
0,12,((1 / ((-0.25061494)) + 1 / ((0.097787194 * log_v_k_nu))) + (((-0.38401318) * log_v_k_nu) - (-0.30877513))),-3.4028235e+38,9
0,13,1 / ((0.57053238 / 1.0259311)),-0.0631793,4
0,14,1 / (((-0.089371152) * log_v_k_nu)),-3.4028235e+38,2
0,15,1 / ((abs(1 / ((-1.0396365))) ^ ((3.4759703 * log_v_k_nu) + (3.4504728 * log_v_k_nu)))),-0.21662089,7
0,16,1 / ((-2363.1255)),-3.2982228,2
0,17,((1 / (((-2.1694746) * log_v_k_nu)) - 1.0664825) + (((-0.21443674) * log_v_k_nu) / (-0.17895332))),-3.4028235e+38,8
0,18,((0.22024019 * (1.4855777 * log_v_k_nu)) + ((0.61304414 * log_v_k_nu) - ((-0.89835554) * log_v_k_nu))),-3.4328105,7
0,19,((abs((-1.8248363)) ^ (0.15742669 * log_v_k_nu)) / ((1.5706109 * log_v_k_nu) * (0.91400659 * log_v_k_nu))),-3.4028235e+38,7
0,20,((1 / (((-0.18282564) * log_v_k_nu)) * ((-2.5717351) / 0.60991549)) * (((0.79628301 * log_v_k_nu) / (0.74878687 * log_v_k_nu)) / ((-1.0804991) * log_v_k_nu))),-3.4028235e+38,12
0,21,(((0.41883913 * log_v_k_nu) - 0.76529467) + 1 / (((-1.0227647) * log_v_k_nu))),-3.4028235e+38,6
0,22,1 / (((-1.6083237) * log_v_k_nu)),-3.4028235e+38,2
0,23,((0.80878246 * 0.63490981) * 1 / (0.28555211)),-0.06317929,6
0,24,(((abs(((-0.17204325) * log_v_k_nu)) ^ (0.086337499 * log_v_k_nu)) * (0.87260169 * log_v_k_nu)) - (((-1.3194014) * log_v_k_nu) * 0.064923242)),-0.6466905,9
0,25,1 / (0.55611181),-0.06317927,2
0,26,(1 / ((-0.58505458)) / ((-0.32345456) * log_v_k_nu)),-3.4028235e+38,4
0,27,(1 / (35.334946) * 1 / ((-101.15486))),-3.297706,5
0,28,(((1 / (((-0.11469352) * log_v_k_nu)) / (-0.66792983)) + (((-0.53192323) * log_v_k_nu) - (-0.41931891))) + 1 / ((((-0.60224396) * log_v_k_nu) * ((-0.25911963) * log_v_k_nu)))),-3.4028235e+38,13
0,29,(1 / ((-1.4628571)) / ((-1.856099) / (1.1546792 * log_v_k_nu))),-1.3871412,6
0,30,1 / (((abs(((0.47936878 * log_v_k_nu) - ((-0.58670342) * log_v_k_nu))) ^ ((-1.0859647) * 0.98714399)) + (1 / (0.32625079) / ((-2.4327352) * log_v_k_nu)))),-3.4028235e+38,13
0,31,1 / (((1 / (((-0.97304273) * log_v_k_nu)) / ((-1.1264049) * log_v_k_nu)) / ((0.29526579 * log_v_k_nu) / (0.70981145 * log_v_k_nu)))),-3.4028235e+38,9
0,32,((((1.6935327 * log_v_k_nu) * ((-0.75722682) * log_v_k_nu)) + ((-0.70925146) - (0.99443787 * log_v_k_nu))) / (((1.2623987 * log_v_k_nu) + ((-0.68225431) * log_v_k_nu)) - (-0.054657616))),-62.99159,13
0,33,(75.330963 - 73.53273),-0.0631793,3
0,34,(abs((1 / (((-0.40804923) * log_v_k_nu)) / ((-0.41227803) * log_v_k_nu))) ^ (((-0.78972125) * log_v_k_nu) / 0.9418385)),-2.2748508,8
