dummy,evals,expr,fitness,length
0,1,(((0.073857218 * log_v_k_nu) * 1.7123585) / 1 / (((-0.067530386) * log_v_k_nu))),-3.396274,6
0,2,((((0.95348573 * log_v_k_nu) / 0.093139067) + (((-1.219264) * log_v_k_nu) + 1.5078214)) * (((0.13089179 * log_v_k_nu) + 1.0753658) * ((-1.0949041) * log_v_k_nu))),-3960.4124,13
0,3,((((-0.086084157) * log_v_k_nu) / 2.0442152) + ((-0.2365931) / (-0.091937833))),-0.56523675,7
0,4,((abs((0.88289076 * log_v_k_nu)) ^ ((-0.0035747341) * log_v_k_nu)) / 1 / ((0.24046406 * log_v_k_nu))),-2.0773847,6
0,5,1 / ((-1345.1405)),-3.2993743,2
0,6,((((-0.47756594) * (-0.29878923)) - 0.8530407) - (((-1.1621151) * log_v_k_nu) * ((-0.45175433) * log_v_k_nu))),-19.540579,9
0,7,(1 / (1 / (((-0.21586849) * log_v_k_nu))) - (((-0.49563193) * log_v_k_nu) + ((-0.51159644) * log_v_k_nu))),-0.6788938,7
0,8,(1 / ((abs(1 / (((-0.98187298) * log_v_k_nu))) ^ 0.7496767)) * ((1.1305392 + ((-0.34984851) * log_v_k_nu)) * (((-0.3193748) * log_v_k_nu) + 0.69779432))),-2.8435657,13
0,9,((abs((((-1.3941882) * log_v_k_nu) - (-0.042683098))) ^ 1 / ((-16.321991))) / ((1.2664081 / (-1.5913464)) * (-0.67795646))),-0.09190129,12
0,10,1 / (1 / (1 / ((((0.25408214 - (-0.3127563)) + (10.363203 * log_v_k_nu)) + ((13.888298 * log_v_k_nu) - (24.258089 * log_v_k_nu)))))),-0.06285083,12
0,11,((abs((0.85114753 - ((-0.31594938) * log_v_k_nu))) ^ ((0.13719258 * log_v_k_nu) / 1.7267114)) / (1 / ((0.20481426 * log_v_k_nu)) * ((-0.76067191) * log_v_k_nu))),-3.4028235e+38,12
0,12,((((-1.5855922) * ((-1.4604201) * log_v_k_nu)) + (((-0.72210985) * log_v_k_nu) / (-1.9835675))) - (1 / ((0.17594789 * log_v_k_nu)) + ((-0.73875636) * log_v_k_nu))),-3.4028235e+38,12
0,13,1 / (0.55611181),-0.06317927,2
0,14,((((-0.90214807) - (-2.7966924)) - (abs(((-0.20514359) * log_v_k_nu)) ^ (0.17294158 * log_v_k_nu))) - (abs(1 / ((0.41807824 * log_v_k_nu))) ^ 0.3068352)),-3.4028235e+38,12
0,15,1 / (1 / ((abs((1 / ((-1.5679468)) + 1 / (0.48090219))) ^ (((1.9189113 * log_v_k_nu) * 0.85539037) * (-0.19949713))))),-1.0166013,13
0,16,(((0.33886099 - (0.52358961 * log_v_k_nu)) * ((-0.10060923) + (-0.16268218))) + (((-0.11236823) * log_v_k_nu) - (-1.8460779))),-0.06279027,11
0,17,1 / ((((abs((-0.75856775)) ^ (0.47761545 * log_v_k_nu)) + 0.66327018) * ((-0.18223429) * ((-0.33565009) * log_v_k_nu)))),-3.4028235e+38,10
0,18,1 / (((abs(1 / (((-0.12476987) * log_v_k_nu))) ^ 0.68554741) - ((0.032285616 * log_v_k_nu) + 1.068663))),-1.6491914,9
0,19,1 / ((1 / (((-0.5926137) * log_v_k_nu)) - (1.0856588 * log_v_k_nu))),-4.556414,5
0,20,(((((-0.47009274) * log_v_k_nu) - (-1.6472558)) - ((0.098251194 * log_v_k_nu) - (0.21675524 * log_v_k_nu))) * (0.80571729 - ((-0.60563892) * log_v_k_nu))),-0.04137353,11
0,21,((abs((-0.00013092649)) ^ (12.121943 * log_v_k_nu)) - (-1.7926784)),-0.082243636,5
0,22,(abs(1 / (1.3314868)) ^ ((-0.26089454) - 1.7886819)),-0.06317927,6
0,23,((1 / ((0.63604409 * log_v_k_nu)) - (-1.4736915)) / (0.43472716 + 1.2877448)),-3.4028235e+38,8
0,24,(((abs((0.091522314 * log_v_k_nu)) ^ 0.44208995) + (((-0.15690573) * log_v_k_nu) + (-0.14026219))) / (((-1.4657385) * log_v_k_nu) * ((-0.20525369) * log_v_k_nu))),-3.4028235e+38,11
0,25,((1 / ((0.082565948 * log_v_k_nu)) / (-0.83397615)) - (abs(1.5157921) ^ 0.95235533)),-3.4028235e+38,8
0,26,((1 / (0.17768906) - 1 / (((-0.4924787) * log_v_k_nu))) / (abs(0.19482881) ^ 0.54200679)),-3.4028235e+38,9
0,27,((((-0.5739677) + (1.3385164 * log_v_k_nu)) - 1.3469558) + (((-1.313027) * log_v_k_nu) - (-3.6777809))),-0.062790275,9
0,28,(1 / (1 / (((-0.050664831) * log_v_k_nu))) / (((-0.13319477) - ((-0.1021193) * log_v_k_nu)) / (abs(0.11651161) ^ (-0.29987064)))),-3190.371,11
0,29,1 / (((1 / (((-0.30980724) * log_v_k_nu)) * ((-1.0245141) - ((-0.35772923) * log_v_k_nu))) - (1 / ((0.018643813 * log_v_k_nu)) / (-0.92386669)))),-3.1983964,12
0,30,(abs((((-0.70418686) * 0.025575519) / (-0.4131929))) ^ ((-0.40495664) * ((-0.42616877) * log_v_k_nu))),-1.929747,9
0,31,(1 / ((abs((0.5972808 * log_v_k_nu)) ^ (-0.39139178))) * (abs(1 / ((0.096411303 * log_v_k_nu))) ^ 1 / ((-1.2640957)))),-2.524543,10
0,32,(((((-0.87153423) * log_v_k_nu) + 0.50901973) * 1 / ((-1.8785627))) / ((0.51938277 * log_v_k_nu) / (-1.1376897))),-3.4028235e+38,10
0,33,1 / ((abs((1.1360034 + (-0.36081871))) ^ 2.3042884)),-0.06317933,6
0,34,((1 / (0.79472697) + 0.46721172) / (0.97815919 - (0.011413516 * log_v_k_nu))),-0.062851,8
0,35,1 / ((abs((1 / ((-0.61357838)) / (0.34006843 * log_v_k_nu))) ^ (0.35216689 - ((-0.27499449) * log_v_k_nu)))),-1.9463902,9
0,36,1 / (((abs(1.362927) ^ (-0.29207745)) * 1 / ((2.2032771 * log_v_k_nu)))),-7.9402113,7
0,37,(((1.5784945 * log_v_k_nu) * 0.36215138) - ((-2.2562745) * (0.19587827 * log_v_k_nu))),-0.67121994,7
0,38,((((-1.1665995) * log_v_k_nu) * (-0.7616989)) / (0.21130635 + (-0.65220314))),-28.232704,7
0,39,1 / (((1 / (0.91255111) + (0.14683607 * log_v_k_nu)) / ((1.5031388 * log_v_k_nu) * (0.19997907 * log_v_k_nu)))),-1.5735489,9
0,40,1 / (((0.69898051 + ((-0.0080670882) * log_v_k_nu)) / 1 / (0.81084001))),-0.06285109,7
0,41,(abs(((-1.4633956) * log_v_k_nu)) ^ (1.2401345 * log_v_k_nu)),-15061.162,3
0,42,1 / (((-1.4230276) * log_v_k_nu)),-3.4028235e+38,2
0,43,(((((-0.37785196) * log_v_k_nu) / (-0.042077783)) - 1 / (2.0415275)) + (1 / (2.3000255) + ((-0.44355822) * log_v_k_nu))),-187.24742,11
0,44,(((((-1.2459798) * log_v_k_nu) + 0.0056960634) + ((-0.2689577) - 1.1209377)) / ((0.6171127 + ((-1.1023424) * log_v_k_nu)) / (0.28618053 * log_v_k_nu))),-7.103853,13
0,45,((((0.78640687 * log_v_k_nu) / (0.33830324 * log_v_k_nu)) * 0.20418116) * ((0.32977924 * log_v_k_nu) / (0.30187383 * log_v_k_nu))),-3.4028235e+38,9
0,46,(1 / (0.66909069) + 0.47437131),-0.092330635,4
0,47,1 / (0.58255255),-0.0698405,2
0,48,((1 / ((-1.0671238)) + ((-0.47802106) * log_v_k_nu)) + (((-0.088423669) * log_v_k_nu) / (-0.34660354))),-9.690152,8
0,49,1 / ((2.1621597 * log_v_k_nu)),-3.4028235e+38,2
0,50,(((-0.65490961) * 0.97426671) / 1 / ((-2.8182437))),-0.0631793,6
0,51,(1 / (((73.436966 * log_v_k_nu) + (-157.06982))) - (abs(8421.291) ^ (-7.7368698))),-3.342083,8
0,52,1 / ((abs(1 / ((abs((-0.38358921)) ^ ((-0.22045831) * log_v_k_nu)))) ^ (1 / (((-0.71893257) * log_v_k_nu)) / 1 / ((-1.6670244))))),-0.0856097,11
0,53,1 / ((-2536.4026)),-3.2981174,2
0,54,((((2.1057885 * log_v_k_nu) + (-0.69827902)) + (0.3647081 * ((-1.8422132) * log_v_k_nu))) - (((-2.0360923) / 0.40889236) - 1.2176901)),-37.569073,13
0,55,(1 / (1 / (((-2.5204115) * (-1.0021492)))) + (1 / (1 / ((-0.053379662))) + ((0.42277658 * log_v_k_nu) * ((-0.93863475) * log_v_k_nu)))),-1.4526772,13
0,56,((abs(((-0.27890974) * (1.9629134 * log_v_k_nu))) ^ 1 / (0.45124298)) + (((-0.14008306) * log_v_k_nu) + 0.8370384)),-0.7365181,10
0,57,((abs((((-0.82660276) * log_v_k_nu) / (-0.27275124))) ^ (0.66142076 + (-1.3763169))) + (0.19577087 + (0.35612619 * log_v_k_nu))),-3.4028235e+38,11
