generation,individual_index,expression,fitness
2,18,((x0) + (-0.7338760515748601)) + ((x0) / (x0)),64.80200357906179
2,19,x0,-2584.1110271173675
2,20,((0.008461162635396688) / (x0)) - ((x0) + (x0)),-1647.6346428740114
2,21,abs((0.8389601567356038) + (0.44898637936763147))**(abs(x0)**(0.8947078108208224)),-2011.7649064440861
2,22,((x0) / (-2.895773153700296)) * ((x0) + (7.661013113027336)),-1488.3005729736565
2,23,(abs((0.8576089795841225) - (-0.8620045207998301))**(0.5575811884184269)) * ((x0) * (2.0307013645731775)),-890.5294698317257
2,24,(-0.22854340588371527) - (abs(x0)**(0.9535687895729125)),198.0070279889374
2,25,((abs(abs(x0)**(x0))**(0.01857577520410972)) * ((x0) * (0.6434501084482162))) + (-0.7279730209193094),-2488.123365695313
2,26,((abs((1.0286114108397302) / (x0))**(-0.2671558205106423)) + (x0)) + ((-0.20525339830924633) / (0.9656578029116696)),915.3860862792175
2,27,0.849840171085443,-2604.6575114521315
2,28,((x0) / (x0)) / (((-0.7221124036637652) * (-0.7829969547962329)) - ((-0.8063435145558555) - (x0))),-3769.544367957171
2,29,((-1.393570384243942) + (-0.6710306561416368)) * ((1.331177931936601) * (x0)),-890.5104715700945
2,30,((-0.704172834116354) / (-0.8305817217974869)) * ((x0) / (x0)),-2606.241940510353
2,31,(x0) / ((abs(x0)**(-0.3676378028566547)) * ((-0.17385332870430942) + (x0))),-2110.1695082937467
2,32,(2.9913082654609737) * (x0),-934.272523792635
2,33,((0.22186819649219622) * (-0.28335938082525086)) + (abs(-0.5088277260659376)**(-0.23232108034261836)),-2673.1027363553503
2,34,((-1.0409879241242916) + (-0.3599290986039023)) + ((x0) * (x0)),-3005.283809780324
2,35,((x0) + (0.8058246420770746)) - ((0.6568855918741316) - (x0)),434.06699481000464
2,36,abs((0.8634788856586342) + (-0.07780256280390807))**(((x0) - (x0)) / ((0.06040191519224214) + (x0))),-2631.559063822996
2,37,((0.49636675654292667) * (x0)) + ((x0) - (-0.1954538435907103)),641.2221985218478
2,38,x0,-2584.1110144602
2,39,abs(((-0.3761908685088793) + (-1.2446239441860618)) / (x0))**((-0.1453202860491382) * (x0)),-2190.472059741357
2,40,((x0) / (0.56815354656116)) / ((abs(x0)**(0.34222124373147944)) * ((x0) / (x0))),867.9756421770812
2,41,0.8502125496959388,-2604.653494292472
2,42,((-1.0547548033721226) * (1.0230157150324146)) * ((x0) / (-0.3930861547735696)),-890.8052665731263
2,43,(abs(x0)**(x0)) + (((x0) + (-0.023956626567473688)) - (0.5058967863450723)),-1929.814328170767
2,44,abs((0.6862192984734234) - (-0.9489537355814872))**(abs(x0)**(x0)),-inf
2,45,((0.037460952960429374) - (0.8874349551223727)) + (abs(-0.09678967685025311)**((0.8245445609348327) / (0.12342984458706589))),-2604.6529712343226
2,46,((2.1750482053853526) * (x0)) * ((x0) + (x0)),-4485.494559522252
