generation,individual_index,expression,fitness,nodes
0,0,((x0) - (abs(x0)**(x0))) * (((-0.24334304121040778) / (1.4709886538349908)) / (x0)),-5235.721137406488,11
0,1,((-1.2924000840328542) + (0.6114616717180629)) - ((-1.1602014235848805) * ((1.2108999222671628) * (x0))),-2498.5513467648184,9
0,2,((0.3895556876044009) + (x0)) + ((x0) - (0.2421363754461859)),433.905492829717,7
0,3,abs((x0) + (1/(x0)))**(1/((x0) * (x0))),-8479.960263017249,9
0,4,((x0) - ((x0) - (0.16266628212750456))) + ((x0) + (0.09543680758512824)),244.0057573180046,9
0,5,(1/((x0) * (x0))) - ((1/(x0)) / (x0)),-4642.103888094312,9
0,6,1/((1/(x0)) + (x0)),-3993.912501415696,5
0,7,((x0) + (1/(x0))) * ((-0.07500801976491143) - (-0.21707704272354722)),-3870.787150382981,8
0,8,(1/((x0) + (1.4477536780990736))) + (((x0) - (0.2575675356538257)) * (abs(x0)**(-0.19573725925186852))),167.6449743602634,12
0,9,1/((-2.9859309238545895) * (x0)),-4978.780079743996,4
0,10,(abs(x0)**(x0)) - (abs((x0) / (-0.3713631580156999))**((-0.13131872092709032) + (x0))),-3482.4980644002053,11
0,11,(abs(1.1642681803419848)**((x0) + (x0))) / ((x0) / ((x0) / (1.2381899382923793))),-1767.57095067292,11
0,12,(1/(-0.4010240501447886)) * (((x0) * (0.26944655805005263)) + ((-0.4049565103075755) * (0.8860656119170337))),-2595.074107285808,10
0,13,(((0.08569535612651541) + (x0)) + (x0)) + (1/(1/(x0))),-515.2056174448417,9
0,14,((abs(x0)**(0.6966836252835136)) / (0.468712795168146)) + ((0.39238087451607423) - (0.6986895881877061)),-1647.4432579854415,9
0,15,1/(((-1.0909174136550241) * (x0)) * ((1.6910810552153523) * (-1.5159356572745926))),-4988.305257640854,8
0,16,abs(((1.8964231279503543) / (1.6574671771317453)) * (1.6373858221154822))**((x0) + (-0.5008699566009095)),-2277.1556298914406,9
0,17,((x0) * (0.19331035521888756)) + ((x0) + (0.24449925272888354)),128.87193330421815,7
0,18,((x0) / (0.3861024978797833)) * ((abs(-1.0038147930378896)**(0.6685253021083796)) + (0.049131867365400594)),-1059.0413222339403,9
0,19,((x0) * (-1.6159040060017527)) + (abs(-1.7329190141527149)**(-0.7592881263118779)),-1880.6763348638917,7
0,20,abs(1/(abs(1.5983513685172566)**(0.6427517848848644)))**(((x0) / (-1.1442303101817288)) + ((0.8393926720068909) + (0.9064229576154533))),-1568.5071476884527,12
0,21,(1/((-5.852449927233235) * (x0))) - (abs(0.36361775682936637)**(0.08082323123414861)),-3979.282083267248,8
0,22,(abs(-0.8652645128481498)**(0.09361357028151153)) - ((-0.09305076645222884) / (abs(-0.6873133827736038)**(x0))),-2343.731344592523,9
0,23,(1/((x0) + (x0))) * (1/(x0)),-6457.532228894848,7
0,24,abs(1/(1.1764741520766264))**((1/(x0)) * (x0)),-2604.654074105358,7
0,25,(1/((x0) + (1.3405324551958562))) / ((x0) - (abs(-0.7345428422438613)**(x0))),-4652.449078070133,10
0,26,1/((x0) + ((x0) / (0.36269565842355017))),-4969.822627964597,6
