generation,individual_index,expression,fitness,nodes
0,0,(1/(-0.8885109418696691)) * ((-0.5440827530269177) / (abs(0.5635024115038105)**(0.5605268394411909))),-2830.6847506968766,8
0,1,(1/((x0) / (-1.0079812048253045))) / ((x0) * (1.5638377108091348)),-8157.746304015512,8
0,2,((1/(x0)) / ((-3.604862951249694) + (-3.2874343299933844))) - ((abs(-1.4990191941370585)**(x0)) / (x0)),-5055.678451170841,12
0,3,((x0) + ((x0) + (-0.03629501291929252))) + ((0.2640592488478278) * ((-0.22843254503406477) + (0.9649725891208633))),177.02947134348608,11
0,4,((x0) + ((x0) / (x0))) + (1/((x0) * (9.028450967605046))),-3460.1790508578097,10
0,5,((x0) / (x0)) / (1/((-0.26900788599681835) / (0.3165158612233119))),-2604.652998640368,8
0,6,((x0) + (x0)) - (((-0.10386248166000477) * (x0)) - (-0.4920460926689279)),-1724.6002341221335,9
0,7,((x0) + ((11.410434042536744) + (10.436173146274063))) / ((-14.641428495922973) / ((x0) + (x0))),-1511.9022294354481,11
0,8,((x0) * (x0)) - ((1.1004287084143554) * (abs(0.700072977550424)**(2.039763107053382))),-2465.031630343816,9
0,9,abs(1/(-0.7586261005658256))**(((x0) + (-2.6855476496545645)) + (x0)),-1577.589659129884,8
0,10,((x0) * (x0)) / ((-0.5264557858159012) * (x0)),-1842.2583918535395,7
0,11,1/((-2.312604915813508) + (x0)),-5946.650445720746,4
0,12,(((-1.445441810343724) + (x0)) / (x0)) / (((x0) * (-2.0189495218224156)) - (x0)),-6387.3284284238935,11
0,13,(((-0.009514551559779535) * (x0)) - (0.18993451161650626)) - ((x0) + ((x0) * (0.6733156442808947))),535.5381130140528,11
0,14,abs((-3.529591744262677) + ((x0) - (x0)))**(abs(x0)**(1/(x0))),-2134.1160486828303,10
0,15,(1/(1/(-0.23821043871060696))) + ((x0) - (1/(1.3616558059310953))),-2489.073288743074,8
0,16,((x0) * (-1.1954497929550862)) - (abs((0.23867616001201536) * (0.2681423023840422))**(x0)),-2369.0748115103993,9
0,17,(1/((1.1657776412223346) - (-0.14079133570528793))) * (((0.38361442929463074) + (0.3519206600237057)) / ((x0) + (x0))),-4995.628735995931,12
0,18,1/(abs((x0) + (x0))**(x0)),-5988.231685916171,6
0,19,(((x0) - (x0)) / (x0)) + ((x0) * ((x0) * (x0))),-7087.378830526332,11
0,20,1/((-0.7305027094095585) / ((x0) + (x0))),-1143.4720393643954,6
0,21,(abs(x0)**(x0)) / (1/(0.6342626450426391)),-2884.5450942817347,6
0,22,(1/(1/(x0))) * ((-2.8758217927162035) + ((x0) / (-4.129827358122538))),-1613.6529092514897,9
0,23,((-1.0167223619581052) * ((0.2936620437276038) + (x0))) * (abs((x0) + (x0))**(x0)),-2893.3098061705437,11
0,24,abs((abs(0.6305994380259993)**(x0)) + (x0))**(1/((x0) + (0.850719148415279))),-2520.594129397852,10
0,25,1/((x0) / ((-0.09650543661329983) + (x0))),-3331.9461007980876,6
0,26,((x0) / (abs(x0)**(0.3360879301932853))) * ((-0.39537992152187745) + ((-0.33560505981854294) + (-1.0828859098663774))),905.7934527685402,11
0,27,(abs((0.3666970565386136) / (0.25869074449226737))**((1.2157141180383513) + (x0))) - ((-0.09034511261580624) - (-1.2615757663561273)),-689.2942761531312,11
0,28,1/((0.11534232803911434) / ((-0.31629920689884006) * (x0))),-1233.243651627398,6
