generation,individual_index,expression,fitness,nodes
0,0,1/(abs(x0)**((-0.09709677905622005) * (3.8812661371604733))),-3371.495852102005,6
0,1,((x0) - ((-22.25978231896185) / (-16.16788656912824))) + (((0.1718571483790576) / (x0)) * (0.09662232667704368)),-2441.340144043548,11
0,2,abs((0.9377682134615543) * (-1.0046035996823324))**(((x0) - (1.495447953870267)) / (-0.109170634834545)),-1626.200741440027,9
0,3,1/((x0) + ((x0) - (x0))),-5347.708432921412,6
0,4,(abs(x0)**(0.3427271702931929)) * (abs((x0) * (-1.2916372974382835))**(x0)),-2031.1491672702482,9
0,5,(abs((-1.6172525326405665) * (-0.6365754377080938))**((1.5149329604992632) / (x0))) / ((0.5107938728358021) / (x0)),-251.55223090057424,11
0,6,((x0) - ((0.023423890246286244) - (x0))) + ((abs(1.7646768660025964)**(-0.9832495593724992)) - (0.36116406169132115)),341.38289176517776,11
0,7,(1/(x0)) + (((x0) / (0.6477849331532689)) / (x0)),-5030.984360247631,8
0,8,(((-0.511252877728376) * (-2.696473172031375)) / ((x0) / (x0))) / (abs(1/(1.4140583931222632))**(-1.399627230812539)),-2961.500029893315,12
0,9,((x0) / ((x0) / (x0))) / ((0.897865680107603) - (0.5345044057551235)),-890.6354050286185,9
0,10,1/((1/(0.39997800551753154)) * ((x0) / (0.543956699874314))),-4984.8026152848515,7
0,11,1/((abs(x0)**(x0)) * (x0)),-6519.893474148446,6
0,12,(1/(0.9835219785891443)) + (abs((0.37464623381004775) - (0.37464623380707796))**(0.4622257433732004)),-2730.6959395751564,8
0,13,1/((0.8433918554759816) / ((-0.7323162676752342) / (-1.0211531090852448))),-2622.1262601960448,6
0,14,((x0) - (-0.185817377203845)) - (1/(abs(-1.1798247004500761)**(0.5033894803527743))),-2254.5826411204575,8
0,15,((x0) + (-0.7410105892144545)) + (1/((1.0733732080500291) / (x0))),-6490.706090732962,8
0,16,(1/(abs(x0)**(-0.41572350500682437))) + (((x0) * (x0)) / (3.1733282415290276)),169.12265780081745,10
0,17,(abs(x0)**(x0)) + (abs(x0)**((x0) / (-1.0450792274491365))),-4191.708992499349,9
0,18,(abs(1/(-0.935041732005834))**(1/(x0))) / (((x0) - (x0)) + (1/(x0))),-1118.147084113482,12
0,19,((x0) + (0.1171793183718393)) * (abs((-0.31041127519718065) + (-1.3214261851187528))**(abs(x0)**(0.0010968289341139609))),599.8977928396839,11
0,20,(abs(-0.4385584208133837)**(abs(x0)**(-4.189948296046821))) - (abs(0.2593263660387105)**(x0)),-3656.8734316805762,9
0,21,(abs(x0)**(0.5223507485700161)) * (abs(x0)**(0.10646587331582938)),-2120.890495698705,7
0,22,1/(abs((x0) + (-0.6032008552973686))**(-0.9221296919726989)),-2312.624056462903,6
0,23,1/((0.7977000932631706) * (1.7675201915287289)),-2917.6778287022307,4
0,24,((abs(x0)**(1.239431288889618)) - (abs(-1.255864388280843)**(x0))) * ((-0.47370372601287875) - (-1.0265062073101079)),-2678.5904359046294,11
0,25,(1/((x0) - (-3.3439653053572136))) - (1/((0.30363920423852714) - (-0.9408575870098347))),-2607.148982339524,9
0,26,(((x0) / (-0.5099044614233496)) + (x0)) - ((1/(3.1659475258449183)) * (1/(x0))),-4048.917882137983,11
0,27,((1/(x0)) / (-0.836102260433047)) + ((-1.0415353839966373) - (0.3505417557048439)),-5189.988496973818,8
0,28,(abs((-6.789182944210217) - (7.015206840866081))**(x0)) - (abs(x0)**((0.16074539343494393) / (-1.015806780320528))),-6205.7830327704105,11
0,29,(((x0) + (-0.9511806275806581)) - (1/(-1.6826070700520364))) * ((-0.6488036889743736) - (abs(x0)**(x0))),-3689.8224325030264,12
0,30,((-0.5026026295297082) - ((x0) + (x0))) * ((x0) - (-0.33430088491602183)),-2144.428957186366,9
0,31,abs((1/(2.3389414097479317)) + (x0))**(((1.512968714891119) - (x0)) - ((-0.9148207609933241) * (x0))),48.131439634247286,12
0,32,((x0) + ((1.4166873833586608) * (x0))) - ((-0.22419332701975797) / (1/(x0))),-901.7465687795981,10
0,33,((x0) * (x0)) / ((x0) + (-0.12062199369617159)),-3068.1786843544182,7
0,34,1/(abs((-34.79328765181583) / (-33.30935861716116))**(7.8267199178995535)),-2666.495905689687,6
0,35,(1/(x0)) / (((x0) * (6.605004900462484)) + (x0)),-6287.067634179771,8
0,36,1/(((x0) * (x0)) / (-4.748715310078087)),-7026.54412064355,6
0,37,(1/(x0)) / ((x0) * ((x0) - (-6.538746133652443))),-7043.084744632287,8
0,38,((x0) * ((x0) * (0.5432951571119176))) + ((0.04080387018347881) / ((-1.6373853541629089) * (x0))),-3848.225878559179,11
0,39,1/((abs(x0)**(x0)) / (x0)),-4191.65331395024,6
0,40,1/(1/(x0)),-2720.181699909059,3
0,41,1/((x0) + (x0)),-5041.123517427967,4
0,42,((-0.14868770773804335) + ((x0) * (-0.857984692532398))) / (1/(-1.4394810087341567)),440.2039429411007,8
0,43,(1/((-4.2831429619100385) / (-1.1308541549527327))) + (1/(1/(x0))),242.585057868376,8
0,44,abs((x0) + ((x0) / (x0)))**((1/(x0)) + (x0)),-5017.130026469909,10
0,45,((x0) * ((x0) + (x0))) + (1/(x0)),-5256.477394221887,8
0,46,((x0) / (x0)) * ((x0) * (1.8773028975866606)),-1369.167346080253,7
0,47,((37.942348711347194) / ((x0) + (-1.2249327012813453))) * (1/(x0)),-7111.235760823458,8
0,48,(((-0.012558567682622304) / (x0)) + (-0.4805780389210827)) + (abs(x0)**(x0)),-4076.645542923975,9
0,49,(abs(-0.030978669066298786)**(x0)) + (abs(x0)**((x0) + (x0))),-4458.108617610758,9
0,50,1/((-0.21749834771306345) + (-1.0057024254221727)),-2806.6031018508097,4
0,51,abs((x0) * ((-4.164479684693868) * (x0)))**((x0) / ((x0) + (x0))),-1218.9944920455175,11
0,52,(((abs(-0.618345628960358)**(x0)) * (x0)) / ((0.10042479118811287) + (-0.13899523322754037))) * (x0),-3703.2779984636836,11
0,53,abs(1/(-0.44740282482203764))**(1/((1/(0.23907225437620874)) * (-0.7311558908554094))),-2762.995024516672,8
0,54,1/((abs((-4.672953301568379) + (-3.852307062557382))**(-2.62741826183)) + ((abs(x0)**(-1.5818353975673178)) * (x0))),-1096.830110925885,12
0,55,(((0.9986264635081521) - (x0)) - (abs(-0.40319592566019946)**(x0))) * ((1.4396377620400727) / (x0)),-3265.878418189984,11
0,56,((((x0) * (x0)) / (-0.12799193021410693)) / (0.9040606355847575)) * ((x0) / (x0)),-4338.453712332876,11
0,57,(1/(x0)) * (((0.10619067240110709) / ((1.4133012960099627) / (-0.5821022963536593))) + (x0)),-2752.8632041271003,10
0,58,((x0) + (abs((-7.62239172278244) - (x0))**((x0) * (-9.797175315419345)))) / (x0),-4465.748229963141,11
0,59,((x0) * (x0)) + ((x0) - (0.4968878851478947)),-2621.414678826626,7
0,60,(((x0) * ((x0) - (x0))) / (1/(-0.8255920783350039))) + (1.1514661388559417),-2695.2967610005194,10
0,61,1/((1/(x0)) + (abs(1/(x0))**((x0) / (x0)))),-3727.169015639062,10
