generation,individual_index,expression,fitness,nodes
0,0,((15.61792558968499) + (17.12632613591397)) * (((0.004548687667809735) / (x0)) * (abs(1.5424254394856751)**(x0))),-4728.699819730193,11
0,1,1/((x0) - ((1.1708596992181952) + (x0))),-2604.7494154187493,6
0,2,abs((abs(-1.377504124101613)**(-2.9733501810023943)) * (-3.8576472358106106))**((x0) - ((1.7296813081704594) - (x0))),-1525.6669556742447,11
0,3,((x0) + (x0)) + (((x0) / (x0)) - (abs(1.2899580123009533)**(x0))),-1590.9620253108797,11
0,4,((1/(-0.9785708141337682)) - (-1.518253971577079)) + ((x0) + (-1.721754471853163)),-3601.577484486524,8
0,5,((abs(x0)**(-0.6111902482754372)) - (x0)) * (((0.8602082241913939) + (x0)) * (x0)),-3106.668972199187,11
0,6,(1/(-2.8010064742401513)) - (1/((x0) / (x0))),-2801.757038210757,7
0,7,abs((-0.983022639589105) - ((x0) * (-0.7540354708109802)))**((1/(x0)) - (0.6462391936393307)),-3441.4975728933136,10
0,8,1/(1/(x0)),-2774.0576399536385,3
0,9,abs((x0) + ((x0) * (x0)))**(abs(x0)**(0.1000632024020305)),-2560.6855240317695,9
0,10,((x0) * ((x0) - (-1.9367265477194435))) / (((-0.7246433511776227) + (x0)) - (1/(0.7520078774588713))),-2910.222818189023,12
0,11,((abs(x0)**(x0)) * (x0)) + ((x0) / (x0)),-3913.2032987348584,9
0,12,1/(1/(abs(0.7035762243846461)**(0.46005553432476926))),-2604.6546391490965,5
0,13,((x0) / (abs(x0)**(0.060782811087360736))) - (((0.5125663371766839) * (0.5399813969460479)) * (1/(-1.1268169664202285))),-4656.390361475491,12
0,14,abs(1/(x0))**(1/(-2.0187708843882386)),-910.44535254489,5
0,15,(abs((x0) * (x0))**((x0) / (x0))) + ((x0) + (x0)),-2159.8599249305075,11
0,16,abs((abs(x0)**(0.3306872339116745)) * (0.4724830799790166))**((abs(-0.008993996137675288)**(x0)) / (1.0540463306294383)),-1758.3745800324166,11
0,17,abs(1/(1/(x0)))**(1/(abs(2.9206082910156193)**(0.5790028125751602))),-1058.343587339619,8
0,18,((0.67107081880872) / (0.5398309274210062)) - ((x0) + (1/(x0))),-4817.212029243953,8
0,19,((abs(-0.17483503330206757)**(-1.0650010250411035)) / ((-1.1263223676720706) / (-0.25870409759688123))) * (1/(1/(0.5065078786779216))),-2937.0670686611184,11
0,20,(abs(x0)**(x0)) * (1/(1.5751076419225656)),-2670.109496544644,6
0,21,((1/(x0)) * (0.03094854302068561)) - (((x0) - (x0)) + (1.31204550451109)),-2854.514833803219,10
0,22,(abs((-1.0933983590565557) + (x0))**(1/(-3.716220772798457))) + ((x0) * (x0)),-2528.0058501693597,10
0,23,1/(((x0) + (1.0154583221921398)) - ((x0) * (x0))),-4657.70240918981,8
0,24,(((-0.16455168790603686) / (x0)) * ((1.524319350804031) - (x0))) / ((2.637472810770171) * (x0)),-6226.245228643679,11
0,25,(((x0) + (-0.617434505760436)) - (-0.03366272572168042)) + ((0.5722993561391497) + (0.26964649033367444)),244.02200149103274,9
0,26,1/(abs((x0) / (x0))**(abs(x0)**(0.4975636093518414))),-2780.6209335445187,8
0,27,(1/(abs(31.517254157111218)**(x0))) + ((abs(-0.9656702645310241)**(18.2231477025419)) + ((x0) / (x0))),-6938.657327945429,12
0,28,((x0) * (x0)) - (abs((-20.479316637475737) * (-0.7926244435607036))**((-0.16446363900212974) - (x0))),-2584.423774355127,11
0,29,((-0.8091968509286463) * ((x0) + (x0))) + ((-0.18977267166913522) / (abs(1.8150758391172295)**(x0))),615.6467085637621,11
0,30,1/((abs(0.3913828459996722)**(x0)) - (1/(x0))),-2356.8767987880437,7
0,31,((1.7312174206816027) * (-0.14322059980657853)) - ((x0) + ((x0) - (x0))),-51.75994045764806,9
0,32,(((x0) + (-3.146757551191918)) - (x0)) * (1/(-3.4680573420175906)),-2819.8758893454915,8
0,33,((0.8675406543887068) / (x0)) * ((x0) * ((x0) / (x0))),-2610.980480378765,9
0,34,((-0.6719505615295458) / (1/(0.20716789663478516))) + ((x0) * (1/(x0))),-2608.4189305686705,9
0,35,abs((0.6054365311467816) / ((-0.1681386516876723) / (x0)))**(1/(abs(x0)**(x0))),-2073.433307531886,10
0,36,(abs(x0)**(1/(x0))) - (1/((-0.8341117867993714) + (-2.158217724372597))),-1508.3248649814923,9
0,37,(((0.5858171142657534) + (x0)) - ((x0) - (x0))) - ((x0) + (-0.2718793081525657)),-2846.234818279989,11
0,38,((-11.541592315982623) - (x0)) * (abs(x0)**(1/(x0))),-12734.539841412234,8
