evals;expr;nll;coeff;best_nll
1;abs(x) ^ (x - p1 ^ -x) - x;1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;p1 + p2 * abs(x) ^ (p3 ^ (1.0 / x));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9;abs(1.0 + -0.0 * x) ^ x;449.056013000674;[-0.8365639404877231];449.056013000674
17;p1 - abs(p2 + x) ^ (x + x);444.54956484421086;[2.465393166357381, -2.249654092899754, -0.8262143060999879];444.54956484421086
27;abs(p1 + -1.0 / (p2 - abs(x) ^ x)) ^ p3;-23.664517198357117;[-36.12495164858434, 0.6608411442119841, 0.17039973620759707, 0.22665865754144454];-23.664517198357117
31;x * (p1 + p2 / p3 ^ x);-390.07416324868734;[0.44900541611573325, 5.7999241537227455, 3.6308936310084596, -0.08237350159414861];-390.07416324868734
2181;abs(p1 / (p2 + abs(x) ^ -x)) ^ x;-405.41201001996126;[-2.7711205126609175, -2.3395788632555305, 0.07895626192421278];-405.41201001996126
3078;p1 + -1.0 / (p2 / (p3 - x) - x);-422.3668214626465;[1.3628838349711832, 0.36645555079360326, 0.33053386474095353, -0.07534349152641123];-422.3668214626465
6653;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];-547.044965684411
9778;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
68688;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
