evals;expr;nll;coeff;best_nll
1;abs(abs(p1 + x) ^ p2 / x) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;1.0 / (p1 + (abs(x) ^ (p2 - x) - x));1.7976931348623157e308;[0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;1.0 / (p1 - abs(1.0 / x) ^ (abs(x) ^ -x));647.8205659515412;[2.760174940857903, 1.4486339927869591];647.8205659515412
4;p1 ^ -((x + x / (p2 + x)));141.5144292364477;[0.5641386451853846, -4.400114125511454, -0.3577157992485553];141.5144292364477
22;p1 ^ (p2 - x * abs(x) ^ (1.0 / x));14.529842956895585;[-0.9888952042210208, -50.34648640031082, -0.2518808836169877];14.529842956895585
43;p1 + x * p2 ^ x;-98.74783834277315;[1.34296282899633, -0.4992818912372412, 0.1842019387608872];-98.74783834277315
82;abs(1.0 / (p1 - p2 ^ (p3 * x))) ^ x;-168.5993358860273;[1.1115067533914156, 1.2585018905599874, -2.128479558463483, -0.15187726316685962];-168.5993358860273
130;p1 - p2 ^ (p3 ^ -x);-192.37557492800525;[1.8567398450806278, -0.9638285990405159, -0.0004316652073362711, -0.14222246924064066];-192.37557492800525
144;x * p1 ^ (p2 + -1.0 / (p3 - x));-205.25027790236095;[-927.8823617637868, -0.2939092706461847, -1.5746523098878218, 0.13725311020830877];-205.25027790236095
288;abs(p1 + p2 * abs(1.0 / x) ^ x) ^ x;-229.72194411261603;[1.1426139871976653, 0.8348382696182861, -0.12828132783818683];-229.72194411261603
375;p1 * x + p2 * (x / (p3 + x));-234.48143274179884;[-0.3782842942181097, 2.9787142890605347, 0.28013023511241614, -0.12660575440697971];-234.48143274179884
532;p1 * (1.0 / (p2 + p3 ^ x) - x);-288.1950210392477;[0.23478012871279844, 0.10266552560091388, 0.0004425311968892175, 0.1091469474911019];-288.1950210392477
607;abs(p1 + p2 / (x + 1.0 / x)) ^ p3;-293.98872350025795;[-0.39092521358256976, -4.909079918817263, 0.6833602855058796, -0.10741428585864132];-293.98872350025795
971;abs(p1 * p2 ^ (abs(x) ^ -x)) ^ x;-346.80348200281696;[1.159932554019701, -1.7678248326417039, -0.09283243209573341];-346.80348200281696
1058;p1 ^ x / (p2 + p3 ^ x);-355.14802188533014;[-0.880383578716249, 0.42350561398805203, 0.015647365291655398, 0.09071700764169548];-355.14802188533014
2962;x * (p1 + p2 / p3 ^ x);-390.07416324868734;[0.44900541611573325, 5.7999241537227455, 3.6308936310084596, -0.08237350159414861];-390.07416324868734
8415;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
12346;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
