evals;expr;nll;coeff;best_nll
1;1.0 + -1.0 / (1.0 / x - x);1728.3201582010565;[28.657825036293026];1728.3201582010565
5;x - abs(1.0 / (1.0 - x)) ^ p1;530.6160377812707;[-1.0753291637629248, 1.0479664924720047];530.6160377812707
9;abs(p1 ^ (1.0 / (x + p2 ^ x))) ^ p3;211.03187753302032;[1.5390051419367021, 0.3626145082166796, 1.8932724407964365, -0.4334505507238741];211.03187753302032
24;p1 + -1.0 / (p2 ^ (p3 * x) - x);-130.99518313156153;[1.8502141422354679, -3.7370956240283895, 2.7917033545327876, -0.16850266669987973];-130.99518313156153
40;1.0 / ((p1 - x) * (p2 - p3 ^ x));-271.8047115253105;[-4.814190471016931, -0.08184241118058963, 0.0006185289438912405, 0.11420270842391254];-271.8047115253105
309;p1 * x + x / (p2 - p3 ^ x);-333.46588635064927;[4.990797310872618, -0.22593014806372402, 0.12582059697491083, -0.09631655874602997];-333.46588635064927
2357;p1 ^ (p2 / (1.0 / (p3 - x) - x));-337.6427302810968;[-0.40491193090446403, 1.6743741725437158, 0.11027312581159086, -0.09521162083647867];-337.6427302810968
2825;abs(p1 + abs(abs(x) ^ x) ^ p2) ^ x;-349.3362271086947;[1.1998582775371573, -1.605391233381834, -0.09218519384146898];-349.3362271086947
3675;x * (p1 + p2 ^ (p3 - x));-390.07416324868746;[0.44900541280063333, -3.6308936103813405, 1.363221208908576, -0.08237350075288163];-390.07416324868746
4911;abs(p1 / (p2 + abs(x) ^ -x)) ^ x;-405.41201001996126;[-2.7711205126609175, -2.3395788632555305, 0.07895626192421278];-405.41201001996126
8065;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
18397;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
