evals;expr;nll;coeff;best_nll
1;abs(x) ^ -(x * p1 ^ (p2 - x));1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;p1 / (-1.0 / x + abs(p2 ^ x) ^ x);224.92084151299156;[-0.6871460122962435, 0.6014498658891144, 0.4504040288459665];224.92084151299156
3;p1 + x / (1.0 / (p2 - x) - x);17.883340800343127;[2.8522550182156348, 20.998607024135254, -0.2542246247758001];17.883340800343127
33;p1 / p2 ^ (abs(x) ^ (x ^ -2.0));-39.18418788724574;[1.4906288344842458, 0.8274412322301591, 0.2171466906611637];-39.18418788724574
56;x * p1 ^ (p2 + abs(x) ^ -x);-201.63243266608515;[-3.421900683290827, -0.3886193453875143, 0.13863173925269404];-201.63243266608515
88;abs(p1 ^ (p2 / (x + 1.0 / x))) ^ p3;-263.92280974676817;[-0.5844258537020989, 1.5747876786005428, -1.707627861410785, 0.11671653413919288];-263.92280974676817
97;abs(p1 ^ (p2 - abs(1.0 / x) ^ x)) ^ x;-346.80348200281696;[0.5656669044378965, -0.26039822835505116, -0.0928324325884579];-346.80348200281696
3652;1.0 / (abs(p1 + x) ^ p2 - p3 ^ x);-354.5012624733473;[-0.050519432057383414, -0.3089356505733295, 0.5132091215062041, 0.09087924326266619];-354.5012624733473
5858;abs(p1 / (p2 + abs(1.0 / x) ^ x)) ^ x;-405.41201001996114;[-2.7711205139050974, -2.3395788647633173, 0.0789562622683501];-405.41201001996114
6778;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];-439.24189731780075
19797;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
23554;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];-547.044965684411
28124;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
49766;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
