evals;expr;nll;coeff;best_nll
1;p1 - abs(abs(x) ^ (abs(x) ^ -x)) ^ p2;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(p1 + abs(p2 ^ x) ^ x) ^ p3;-195.5818152287678;[0.4396959099073891, -1.0370056059153217e-5, -0.755060466582597, -0.14096834591709992];-195.5818152287678
55;p1 ^ (x - abs(1.0 / (p2 + x)) ^ p3);-316.7833901040414;[-3.339900614671263, -0.5413142322444668, -1.063096419281403, 0.10085909968281546];-316.7833901040414
944;abs(p1 ^ (p2 - abs(x) ^ -x)) ^ x;-346.80348200281696;[-0.5656669048276667, -0.2603982295844611, -0.09283243216813784];-346.80348200281696
1580;x * abs(1.0 / (p1 + p2 ^ x)) ^ p3;-353.5889559442468;[0.726274702978482, -0.49440219924392026, -3.518523339785343, -0.09110854478015724];-353.5889559442468
2425;1.0 / (abs(p1 + x) ^ p2 - p3 ^ x);-354.5012624733473;[-0.050519432057383414, -0.3089356505733295, 0.5132091215062041, 0.09087924326266619];-354.5012624733473
2696;x * p1 ^ (p2 ^ x - x);-375.45849117932147;[-6.2484723957615715, -1.3910443557897874, -0.08576736548075456];-375.45849117932147
2838;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];-547.044965684411
7890;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
11179;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
