evals;expr;nll;coeff;best_nll
1;p1 - p2 ^ (1.0 / (-0.0 + x));1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;p1 ^ (p2 * abs(x) ^ (abs(1.0 / x) ^ p3));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;x / (x + -1.0 / (x * x - x));1633.0368992251347;[-22.025769487154683];1633.0368992251347
4;x - abs(abs(x + x) ^ x) ^ p1;560.559241520264;[-2.739610439122035, 1.1383361113962687];560.559241520264
5;(p1 - x) - p2 ^ x;349.7298354642711;[3.7287541086568377, -0.41918488407406945, -0.6358236501979921];349.7298354642711
8;abs(1.0 + x) ^ p1;156.21033364961627;[0.5463475140790984, 0.37253723426969293];156.21033364961627
9;abs(p1 ^ -(p2 ^ (x * x))) ^ x;-57.816646778250174;[-0.433662675591243, -0.7826074347705794, -0.20625272423721847];-57.816646778250174
39;p1 * p2 ^ (1.0 / (p3 + x)) - x;-128.88792469205328;[6.168823690931105, 0.30557606630563355, 0.5986517173416113, 0.16948640601861137];-128.88792469205328
44;p1 / (p2 + 1.0 / (p3 + x * x));-136.54911175946182;[63.43526418804303, 33.80048839286352, 0.01046241999442234, 0.1659371868635542];-136.54911175946182
46;1.0 / (p1 + p2 ^ (p3 + (x + x)));-180.3735922273785;[0.5375414768024931, 0.029739626557041328, -0.17148003114115948, 0.1470168422422875];-180.3735922273785
113;p1 / (x + p2 ^ (p3 ^ -x));-229.59746571589113;[5.890915116172896, -7.865683403439653, -3.269412270121214, 0.12832544554267875];-229.59746571589113
199;p1 * (x / (p2 - p3 ^ -x));-250.23171372916704;[-1.0645561869997553, 0.8855806007939333, -0.7007099134956664, -0.12121537228920456];-250.23171372916704
422;abs(p1 * p2 ^ (abs(x) ^ -x)) ^ x;-346.80348200281696;[1.159932554019701, -1.7678248326417039, -0.09283243209573341];-346.80348200281696
2156;x * abs(1.0 / (p1 - p2 ^ x)) ^ p3;-353.5889559441498;[-0.7262747342204754, 0.49440217108757595, -3.5185235423269767, -0.09110855547210182];-353.5889559441498
4284;p1 + -1.0 / (p2 / (p3 + x) - x);-422.3668214626467;[1.3628838341630043, -0.36645554702520045, -0.33053386141965363, -0.0753434913563184];-422.3668214626467
13042;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];-439.24189731780075
43015;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
43942;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
60646;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
65760;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
