evals;expr;nll;coeff;best_nll
1;p1 + -1.0 / (x * (x + abs(x) ^ x));1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;p1 + abs(x) ^ (p2 ^ (1.0 / (p3 + x)));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;abs(x) ^ x + abs(x) ^ (0.5 / x);1390.1275409018654;[-11.259281169272535];1390.1275409018654
9;1.0 / (abs(abs(abs(x) ^ x) ^ x) ^ p1 - x);808.1681514582938;[-1665.8012327327087, -2.2559472012364066];808.1681514582938
10;abs(1.0 / x) ^ (x * x) / p1 ^ x;532.8512650075722;[0.3591805141443659, 1.054457348823957];532.8512650075722
15;abs(abs(1.0 / (abs(x) ^ x - x)) ^ x) ^ p1;449.0080960279759;[-0.006951505413627704, -0.836453215080179];449.0080960279759
23;x - p1 ^ (p2 + p3 ^ -x);440.84978319990205;[-0.10273095725863601, 3.7197347938431267, -4.980913902926193, 0.817813379264945];440.84978319990205
25;x / p1 ^ (abs(x) ^ (-2.0 * x));277.4573100105946;[0.5184249666525824, 0.5207517202103479];277.4573100105946
40;p1 + -1.0 / (x + abs(1.0 / x) ^ -x);95.19075700758192;[2.140311122412084, 0.31474872564657186];95.19075700758192
41;p1 - p2 ^ (abs(x ^ -2.0) ^ x);7.649208879355747;[2.8349742327004965, 1.0666431926154676, -0.2471380640333308];7.649208879355747
53;p1 / (1.0 / x + p2 ^ -x);-142.46774127918752;[4.96012256599399, -0.6837108613990264, 0.16324619095147086];-142.46774127918752
84;p1 / (p2 + p3 ^ (x * x));-195.48991733260613;[1.2505821760067644, 0.6724339261714551, -1.8197942828859536e-5, -0.14100416875999555];-195.48991733260613
108;p1 / (x + p2 / (p3 + x));-248.41563624613923;[5.378095136805985, 2.0579697073690904, 0.2410367675611228, -0.12182501119881507];-248.41563624613923
528;abs(p1 / (p2 + abs(1.0 / x) ^ x)) ^ x;-405.41201001996114;[-2.7711205139050974, -2.3395788647633173, 0.0789562622683501];-405.41201001996114
7531;p1 ^ (1.0 / (p2 - x) + p3 ^ x);-408.6005185543134;[0.11190378438096221, -1.681162299596288, -0.04509399535359178, 0.07826388636789273];-408.6005185543134
11511;p1 ^ (1.0 / (p2 + x) - p3 ^ x);-408.6005185544225;[-8.936250906985906, 1.6811629826379164, 0.045093947757752835, -0.07826386302470853];-408.6005185544225
15359;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
19262;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];-497.93393070182753
49789;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
77048;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
