evals;expr;nll;coeff;best_nll
1;2.0 + -(abs(x) ^ x) / x;1.7976931348623157e308;[0.0];1.7976931348623157e308
2;x / p1 ^ (abs(p2 ^ -x) ^ x);273.69664725554986;[-0.19490693998484504, 2.4913827122247616, -0.5153698640385274];273.69664725554986
11;p1 + p2 ^ (x + p3 ^ -x);12.388949902414684;[0.8437719400462685, -0.9730479991088233, -9.875288703355407, 0.25039517020303803];12.388949902414684
19;1.0 / (p1 - abs(p2 + p3 ^ x) ^ p4);-191.21473034216834;[1.389118731022938, 1.0226375425461418, 7.694187339402597e-5, -7.180145873823237, -0.14282826366430348];-191.21473034216834
120;abs(p1 + abs(x * x) ^ -x) ^ x;-273.08512379329807;[1.2273373901346596, -0.11379947823499233];-273.08512379329807
473;abs(1.0 / (p1 - x) + p2 ^ x) ^ p3;-277.9238702782627;[5.871816272594586, 0.013905637807222412, -0.4511518116529082, -0.1122884623610221];-277.9238702782627
620;abs(abs(1.0 / (p1 - p2 ^ x)) ^ x) ^ p3;-287.6987448114845;[-1.0515822822219925, 0.2715045519148742, -2.4898829120280452, -0.1092969856075831];-287.6987448114845
868;p1 ^ (1.0 / (p2 / (p3 - x) - x));-372.9969818691529;[0.24740418508622014, 0.7250591252750389, 0.18546739897892817, 0.08635254952750387];-372.9969818691529
3951;p1 + x * (p2 + abs(1.0 / x) ^ x);-398.321154003488;[0.7718064275725516, 0.26259043916637004, -0.08051810393763825];-398.321154003488
4922;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
41325;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
48638;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];-497.93393070182753
54664;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
65866;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
