evals;expr;nll;coeff;best_nll
1;p1 * (x + 1.0 / (p2 - x));410.79421960987514;[0.8022006545881013, 5.673263989359537, 0.7526553396236076];410.79421960987514
8;x - p1 ^ -(abs(p2 ^ x) ^ x);375.2317658861107;[3291.637509242779, -0.6263916066565535, -0.6822311034023348];375.2317658861107
9;p1 ^ (-1.0 / (p2 + x) - x);160.7889931795568;[-0.7898061709330226, 0.4699879216579039, 0.3772790943144604];160.7889931795568
27;abs(p1 ^ -x) ^ (1.0 / (x + 1.0 / x));144.19051183834554;[-0.4568964899650431, 0.3603706418943531];144.19051183834554
37;x / (x - p1 ^ (1.0 / (p2 - x)));-61.288785987927135;[1.794631656558863, 0.11399999789020998, -0.20923062127362224];-61.288785987927135
38;1.0 / (p1 - p2 ^ (p3 ^ -x));-184.51838128882295;[1.5367033761986484, -0.08085991294066791, -1332.5475833309988, -0.1453429226853576];-184.51838128882295
65;p1 + p2 * (x / p3 ^ x);-221.1514447106739;[0.7735408313534466, 2.6554241928983866, -2.214463304111711, 0.13135467953445787];-221.1514447106739
92;x * (p1 + p2 / (p3 - x));-234.48143274179876;[-0.37828429250140067, -2.9787142853773916, -0.28013023147979843, -0.12660575602989743];-234.48143274179876
127;abs(abs(p1 + x) ^ (p2 ^ -x)) ^ p3;-254.28079679676108;[0.8671758839046714, -1.9612076592995895, 2.2090612460368275, -0.11986709510447019];-254.28079679676108
214;p1 * (1.0 / (p2 + x) - p3 ^ x);-254.69131150995395;[5.948381819150664, 0.9216298430848936, -0.18029166581900374, 0.11973122607268404];-254.69131150995395
270;abs(1.0 / (p1 + -1.0 / (x + 1.0 / x))) ^ p2;-279.1392817839109;[-0.9213129785508658, -2.0694677085329576, -0.11191210045144921];-279.1392817839109
799;abs(p1 + 1.0 / (x + 1.0 / x)) ^ p2;-279.1392817839111;[0.9213129777674388, 2.0694677132318344, -0.11191210020498545];-279.1392817839111
1270;abs(p1 * p2 ^ (abs(1.0 / x) ^ x)) ^ x;-346.8034820028168;[-1.1599325537341112, 1.767824830650629, 0.09283243213843738];-346.8034820028168
1298;p1 + 1.0 / (x + p2 / (p3 - x));-422.3668214626465;[1.3628838380461736, -0.3664555501118346, 0.33053386388523304, -0.07534349086874746];-422.3668214626465
15886;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
