evals;expr;nll;coeff;best_nll
1;abs(x) ^ (abs(abs(x) ^ (p1 ^ -x)) ^ x);1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;p1 - abs(1.0 / x) ^ (x + abs(x) ^ p2);1.7976931348623157e308;[0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 - abs(p2 + x) ^ p3;-132.66386663818878;[1.8602576938458706, 0.9071438991328282, -5.29734420951262, 0.16772772210405612];-132.66386663818878
9;p1 * abs(p2 ^ -x) ^ (p3 ^ x);-205.47305331219826;[0.9816234645359597, -0.20527810144554437, 0.44570221421999195, 0.13716870994238975];-205.47305331219826
73;1.0 / (p1 + p2 / (x + 1.0 / x));-251.98014594401883;[0.9317794965592933, -0.909122606216568, -0.1206313229192282];-251.98014594401883
85;p1 ^ (1.0 / (p2 * x + 1.0 / x));-283.8988613437976;[3.6648601064734883, 0.8406973534519744, -0.11045030933950745];-283.8988613437976
293;p1 ^ (1.0 / (p2 + p3 ^ x) - x);-305.3441859342146;[-1.1066241553201328, 0.12531566874286468, 0.002532334693026463, -0.10409715099827076];-305.3441859342146
681;p1 ^ (1.0 / (x + p2 ^ (p3 ^ x)));-353.1706194331237;[-5.612252930808965, -185.94262932261796, -0.04759299096578242, -0.09121389539916677];-353.1706194331237
1376;abs(p1 + p2 ^ (abs(x) ^ -x)) ^ x;-361.34123388775527;[0.16312638419094516, -1.8933578085619986, 0.08917819256232867];-361.34123388775527
3695;p1 + 1.0 / (x + p2 / (p3 - x));-422.3668214626465;[1.3628838380461736, -0.3664555501118346, 0.33053386388523304, -0.07534349086874746];-422.3668214626465
6272;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
24478;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
43900;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
