evals;expr;nll;coeff;best_nll
1;abs(abs(1.0 / (p1 + x * x)) ^ p2) ^ p3;13.626539880761829;[195.469864746043, 0.3679098990085356, -0.3013130194999384, -0.2512526795258204];13.626539880761829
2;p1 ^ (p2 + p3 / (p4 + 1.0 / x));-87.06942564047365;[-1.6327759333908343, -2.982573716459304, 114.15661887382063, 26.353616196810282, 0.19024133824381256];-87.06942564047365
39;abs(p1 + p2 / abs(x) ^ x) ^ x;-229.72194411261597;[-1.142613986812591, -0.834838272815622, 0.12828132730496575];-229.72194411261597
43;p1 * (x * abs(1.0 / (p2 + x)) ^ p3);-285.9453527708193;[6.4167792405448205, 0.8979277115729666, 1.8286653117331728, 0.10982765950374693];-285.9453527708193
1714;x * (p1 + p2 ^ -(p3 ^ x));-330.23922072679056;[-0.6993159373652015, -0.12429649006788572, -0.47637094080944575, -0.09717890516838332];-330.23922072679056
2021;x * p1 ^ (p2 - p3 ^ x);-332.3100157094582;[0.03382025017288376, 0.4187926237316721, -0.6241654734547536, -0.09662458971224801];-332.3100157094582
2675;abs(p1 / p2 ^ (abs(x) ^ -x)) ^ x;-346.8034820028169;[-1.1599325537340424, 0.565666904355071, -0.09283243221703358];-346.8034820028169
2811;abs(p1 + abs(abs(x) ^ x) ^ p2) ^ x;-349.3362271086947;[1.1998582775371573, -1.605391233381834, -0.09218519384146898];-349.3362271086947
3820;x * p1 ^ (p2 ^ x - x);-375.45849117932147;[-6.2484723957615715, -1.3910443557897874, -0.08576736548075456];-375.45849117932147
6721;x * (p1 + p2 * p3 ^ x);-390.07416324859594;[0.44900536453060635, 5.799923685751742, -0.2754143287948172, -0.08237352082571768];-390.07416324859594
8404;abs(p1 / (p2 + abs(1.0 / x) ^ x)) ^ x;-405.41201001996114;[-2.7711205139050974, -2.3395788647633173, 0.0789562622683501];-405.41201001996114
13993;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];-439.24189731780075
21058;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
42887;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];-497.93393070182753
46852;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
