evals;expr;nll;coeff;best_nll
1;1.0 / x - x * abs(1.0 / x) ^ (1.0 / x);1.7976931348623157e308;[0.0];1.7976931348623157e308
2;abs(x) ^ (abs(x) ^ (p1 + (1.0 / x - x)));1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;abs(x + abs(x) ^ x) ^ x;10401.559729341458;[1.201572060085623e12];10401.559729341458
4;p1 * (x + x / (p2 + -1.0 / x));-35.514821124385236;[4.337757001826408, -0.7901517587884302, -0.21935896215769896];-35.514821124385236
10;abs(p1 + -1.0 / (p2 + -1.0 / x)) ^ x;-39.10611453948565;[-2.4767438897220924, -0.417952779755365, 0.2171935276491811];-39.10611453948565
11;p1 ^ (1.0 / (p2 + -1.0 / (p3 + 1.0 / x)));-55.625996799040195;[1.0062601428197266, 0.04659362764050881, 26.90690901867006, 0.20744371374981652];-55.625996799040195
17;p1 * x + p2 / (p3 + -1.0 / x);-234.4814327417982;[-0.3782842893665923, -10.633319380773958, -3.569768137402272, 0.12660575537621407];-234.4814327417982
319;1.0 / (p1 + abs(p2 + p3 ^ x) ^ x);-263.34661707651225;[0.4626758683023224, -1.1337645053428271, 1.1844936467819396, -0.11690244877916864];-263.34661707651225
478;p1 ^ (1.0 / (p2 + (x + 1.0 / x)));-264.3083083472881;[-4.01491051192375, -0.08527975398579905, 0.11659230569800999];-264.3083083472881
693;p1 * (x / p2 ^ (p3 ^ -x));-332.31001570945796;[0.24211968910580056, 0.03382025052606888, 1.6021392518163164, -0.09662458871151233];-332.31001570945796
2733;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
11892;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
39396;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
