evals;expr;nll;coeff;best_nll
1;p1 ^ (abs(p2 ^ x) ^ (abs(1.0 / x) ^ x));-108.06150981367904;[-1.4897405679188418, -1.82999641282773, -0.17952316900072982];-108.06150981367904
245;p1 / p2 ^ (p3 ^ (p4 - x));-169.98429568972932;[1.8598333571915033, -101.2670997550435, -316.892709037338, -0.17100649193423598, -0.1512973111260456];-169.98429568972932
254;p1 ^ (1.0 / (p2 + p3 ^ x) - x);-305.3441859342146;[-1.1066241553201328, 0.12531566874286468, 0.002532334693026463, -0.10409715099827076];-305.3441859342146
279;x * p1 ^ (p2 - p3 ^ x);-332.3100157094582;[0.03382025017288376, 0.4187926237316721, -0.6241654734547536, -0.09662458971224801];-332.3100157094582
748;p1 ^ (x * (p2 - abs(1.0 / x) ^ x));-346.80348200281674;[0.5656669039922462, -0.2603982263354298, -0.09283243086742711];-346.80348200281674
2025;p1 + abs(x / abs(x) ^ x) ^ (1.0 / x);-351.9415372036047;[1.0925485997206683, 0.09152411952961152];-351.9415372036047
2662;abs(p1 * x + p2 ^ x) ^ p3;-357.544988856435;[0.0329972470513321, 0.005440066361599825, -0.21858167831612824, -0.09011830577246754];-357.544988856435
2962;p1 * (x * (p2 - p3 ^ -x));-390.0741632486853;[-5.7999242110695155, -0.07741573987437239, 3.6308936985213958, 0.08237350320278215];-390.0741632486853
5330;p1 + x * (p2 + abs(x) ^ -x);-398.321154003488;[0.77180642920099, 0.26259043821798644, -0.08051810379137228];-398.321154003488
6433;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
18179;p1 - abs(p2 + -1.0 / (p3 + x)) ^ p4;-497.93393070182753;[2.2620522470343785, 0.7727828926039556, 0.3008798424323267, 0.6768993471343056, -0.061148703359623045];-497.93393070182753
27178;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];-547.044965684411
46546;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
