evals;expr;nll;coeff;best_nll
1;p1 + -1.0 / (-1.0 / x + abs(x) ^ -x);9172.264296316793;[-138223.987779603, -4.026740331197853e10];9172.264296316793
4;x * (p1 - abs(1.0 / x) ^ -x);1727.8055425011958;[13.183913604839626, -28.617114243549405];1727.8055425011958
6;1.0 / (p1 + abs(abs(x * x) ^ x) ^ p2);11.44351098326193;[-0.4508314724419953, 0.0035183716948422395, -0.24974206175494673];11.44351098326193
7;p1 ^ (1.0 / (x + abs(1.0 / x) ^ (1.0 / x)));-263.7837628933311;[4.673951478667968, 0.11676137287269522];-263.7837628933311
23;p1 * (x / p2 ^ (p3 ^ -x));-332.31001570945796;[0.24211968910580056, 0.03382025052606888, 1.6021392518163164, -0.09662458871151233];-332.31001570945796
82;x * p1 ^ (p2 - p3 ^ x);-332.3100157094582;[0.03382025017288376, 0.4187926237316721, -0.6241654734547536, -0.09662458971224801];-332.3100157094582
229;abs(p1 * x + p2 ^ -x) ^ p3;-357.4725720974436;[0.03473223303018679, 167.57894394038556, -0.22270477255701976, 0.09014399201867064];-357.4725720974436
3855;abs(1.0 / (p1 * x - p2 ^ x)) ^ p3;-357.54498885643824;[-0.032997232598408345, -0.005440062433046102, 0.21858164472684438, 0.09011830851469542];-357.54498885643824
4472;abs(1.0 / (p1 - p2 ^ x)) ^ (p3 ^ x);-372.56368135476964;[-0.3900117251905918, 0.024945909121774162, 0.7981035348328106, 0.08645597386550742];-372.56368135476964
7428;p1 - abs(p2 + 1.0 / (p3 - x)) ^ p4;-497.9339307018041;[2.2620522480871177, 0.7727828912048132, -0.30087985624089336, 0.676899309489513, -0.06114870389311681];-497.9339307018041
41402;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
