evals;expr;nll;coeff;best_nll
1;x * abs(x) ^ x - p1 ^ x;1462.454719330984;[-4.457759123488344, -13.749350850670783];1462.454719330984
3;p1 ^ -(abs(x + 1.0 / x) ^ x);420.4020008019452;[0.9886047677556512, 0.7728988834673315];420.4020008019452
12;p1 + p2 ^ (abs(x) ^ (x ^ -2.0));-37.68228090550647;[0.49722532137408326, 1.3023253740248215, 0.21804948608176764];-37.68228090550647
36;abs(p1 ^ (-2.0 * x)) ^ (p2 ^ x);-205.1938787929412;[-0.462110579372147, 0.44452991727061547, 0.13727453315299637];-205.1938787929412
89;p1 ^ (p2 / (x + 1.0 / (p3 + x)));-337.64273028109676;[-2.7835296229896747, 1.478703227765658, -0.11027312549291644, 0.09521162130620937];-337.64273028109676
1908;p1 + abs(x / abs(x) ^ x) ^ (1.0 / x);-351.9415372036047;[1.0925485997206683, 0.09152411952961152];-351.9415372036047
4961;p1 + p2 / (x + 1.0 / (p3 + x));-357.88377127232826;[0.8297423070137798, 2.5176936554259117, -0.09856406212920384, 0.09003401376918843];-357.88377127232826
5275;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];-547.044965684411
17043;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
63101;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
