evals;expr;nll;coeff;best_nll
1;p1 ^ (1.0 / (x - abs(x) ^ x)) - x;950.4955056149129;[-173.4216714320372, 3.3424656301700932];950.4955056149129
2;x * p1 ^ (-1.0 / (p2 + x) - x);406.176369284688;[1.0921309172122942, 2495.90377288059, -0.7431150992222094];406.176369284688
9;p1 + -1.0 / (p2 + 1.0 / (p3 + -1.0 / x));-1.412994071231143;[1.5303669024715205, -3.755431444634821, 12.250013801377335, -0.241028079858894];-1.412994071231143
144;abs(p1 + abs(p2 + x) ^ p3) ^ x;-162.09215766556463;[0.9469600675097634, 0.04253742387001315, -1.2695758533248784, -0.15463204100702566];-162.09215766556463
196;1.0 / (p1 + abs(1.0 / (p2 - x)) ^ p3);-168.32749289665676;[0.5376281501163218, -0.9029734124508819, 8.832986534795504, -0.15199135603957434];-168.32749289665676
353;abs(abs(p1 + p2 ^ -x) ^ p3) ^ x;-287.6987448114812;[1.051582285372967, 3.683179648368845, 2.489882963926595, -0.10929698533849536];-287.6987448114812
429;p1 ^ (p2 / (1.0 / (p3 - x) - x));-337.6427302810968;[-0.40491193090446403, 1.6743741725437158, 0.11027312581159086, -0.09521162083647867];-337.6427302810968
626;abs(1.0 / (p1 * x - p2 ^ x)) ^ p3;-357.54498885643824;[-0.032997232598408345, -0.005440062433046102, 0.21858164472684438, 0.09011830851469542];-357.54498885643824
1749;x * (p1 + p2 / p3 ^ x);-390.07416324868734;[0.44900541611573325, 5.7999241537227455, 3.6308936310084596, -0.08237350159414861];-390.07416324868734
3402;abs(p1 / (p2 + abs(x) ^ -x)) ^ x;-405.41201001996126;[-2.7711205126609175, -2.3395788632555305, 0.07895626192421278];-405.41201001996126
8817;p1 + 1.0 / (x + p2 / (p3 - x));-422.3668214626465;[1.3628838380461736, -0.3664555501118346, 0.33053386388523304, -0.07534349086874746];-422.3668214626465
11509;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];-439.24189731780075
13112;p1 - abs(p2 + -1.0 / (p3 - x)) ^ p4;-497.9339307018077;[2.2620522444862323, -0.7727829049519775, -0.30087985076787527, 0.6768993521895839, -0.06114869612207228];-497.9339307018077
21917;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];-547.044965684411
34186;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
