evals;expr;nll;coeff;best_nll
1;p1 ^ (x + -1.0 / abs(x));1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;p1 ^ (p2 + (x + abs(x) ^ (1.0 / x)));6.426335168128799;[-1.0222445920808416, 23.887764332842487, 0.24630462262332584];6.426335168128799
47;abs(p1 + x) ^ (abs(p2 ^ -x) ^ p3);-96.92513069338938;[1.340378151598725, 1.3212384525795267, 1.2135843514615048, -0.18513175300982712];-96.92513069338938
53;1.0 / (p1 ^ (p2 + p3 ^ x) - x);-126.68416874670694;[-0.0942282968013, -0.8580296371087895, -0.6801274433417303, -0.17052264665490255];-126.68416874670694
92;1.0 / (p1 + p2 ^ (p3 / p4 ^ x));-196.58013119908986;[0.5378036165069837, 1.119247296613046, -2.6341519788694177, 0.01042720380347478, -0.14058014094525614];-196.58013119908986
220;p1 - abs(p2 + -1.0 / (p3 + x)) ^ x;-326.1148851290894;[2.2492724814972385, 1.1427449189924577, 0.0899816366182097, -0.09829241660946149];-326.1148851290894
500;x * p1 ^ (x - p2 ^ -x);-375.4584911793214;[-0.16003911632106135, 0.7188843373962281, -0.08576736474280139];-375.4584911793214
2509;p1 + x * (p2 + abs(x) ^ -x);-398.321154003488;[0.77180642920099, 0.26259043821798644, -0.08051810379137228];-398.321154003488
12817;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];-547.044965684411
27546;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
48123;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
