evals;expr;nll;coeff;best_nll
1;p1 + (p2 / x - x) / x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;p1 * ((p2 + abs(x) ^ p3) / x);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9;p1 ^ (x / (p2 + -1.0 / x) - x);237.74183954312338;[0.7649925891750642, 1062.8049859584532, 0.46664185159618];237.74183954312338
25;x / abs(p1 + -1.0 / (p2 + x)) ^ x;146.96089724774095;[1.4870782570651697, 0.18651585629472262, 0.36313914868651354];146.96089724774095
29;abs(p1 ^ (1.0 / (p2 + p3 ^ x))) ^ x;-217.35729275673896;[2.6412177007931095, -0.487320525628336, 1.9165453092202431, 0.13273865983913652];-217.35729275673896
183;p1 ^ (-1.0 / (x + -1.0 / (p2 - x)));-337.6427302810968;[-0.22007701417219352, 0.11027312583136871, 0.09521162042133198];-337.6427302810968
428;p1 ^ (1.0 / (x + p2 / (p3 - x)));-372.99698186915265;[4.0419687819472845, -0.7250591039176179, 0.1854674041924554, -0.08635255099399526];-372.99698186915265
498;1.0 / (p1 ^ x + p2 ^ (p3 ^ x));-376.4566597401364;[0.02401926677498181, -0.38829275525072904, 0.796059862823901, -0.08553119820102534];-376.4566597401364
1573;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];-439.24189731780075
8081;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
