evals;expr;nll;coeff;best_nll
1;x - abs(x) ^ (abs(p1 / x) ^ x);1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;abs(x) - abs(x) ^ (1.0 / x);644.2682197041719;[-1.4344878924600788];644.2682197041719
3;abs(abs(p1 ^ (p2 * x)) ^ x) ^ p3;344.13433599673186;[-1.5065810471787064, -0.16255910805151325, -1.3179135677101201, -0.6260711785240093];344.13433599673186
11;p1 ^ (abs(1.0 / x) ^ (1.0 / (x + 1.0 / x)));167.6546416509364;[1.787045752681593, 0.38450281175518713];167.6546416509364
14;x / (p1 + p2 ^ (abs(x) ^ -x));131.12775203174712;[0.3934749200524935, 0.1439361248179757, -0.3475985025732462];131.12775203174712
24;p1 + p2 / (p3 + abs(x) ^ -x);-24.500205415168935;[1.8546560017291058, 0.017552604258718716, -1.475049098038966, -0.22613600538298573];-24.500205415168935
64;abs(p1 + p2 ^ (p3 ^ x)) ^ x;-265.3091793450459;[0.111075010014124, 6.665459166429759, 0.33330706845961794, -0.11627039238039814];-265.3091793450459
489;p1 ^ (1.0 / (x + p2 / (p3 - x)));-372.99698186915265;[4.0419687819472845, -0.7250591039176179, 0.1854674041924554, -0.08635255099399526];-372.99698186915265
3119;1.0 / (p1 + abs(p2 + p3 ^ x) ^ p4);-547.044965684411;[0.455524443322374, -0.19111053641766093, -0.17685213286850085, 1.2164067923256552, 0.05339102833633362];-547.044965684411
60211;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
67290;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
