evals;expr;nll;coeff;best_nll
1;p1 ^ ((p2 - abs(1.0 / x) ^ p3) / x);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;1.0 / (abs(abs(x) ^ p1) ^ x - x) - x;1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;abs(abs(x) ^ x) ^ p1 - abs(x) ^ (1.0 / x);668.5192145622278;[0.4184847785967754, 1.5338786835005274];668.5192145622278
7;1.0 / (p1 + p2 * abs(p3 + x) ^ x);-41.457291436601196;[0.6636577747423905, -0.05636670416719271, -3.427614739862904, 0.21578747435049891];-41.457291436601196
28;p1 ^ (p2 + -1.0 / (p3 + p4 ^ x));-192.593839061813;[-0.9239417203780173, 5.314521055497236, 0.07598569571641896, -5.2475024617254966e-5, -0.1421905790721061];-192.593839061813
58;p1 + p2 ^ (p3 ^ -(p4 ^ x));-193.29666965071291;[0.8570604890617219, -0.0005523900887656326, 1.8674145577528927, 37.36445353291291, 0.14185336230965395];-193.29666965071291
113;abs(p1 / (p2 + 1.0 / (p3 + x))) ^ p4;-236.16181289232338;[-113.8580961957349, -1.0790879892882976, -0.11180381597751336, 0.10794043465720708, 0.126019673251995];-236.16181289232338
326;abs(abs(p1 + x) ^ -(p2 ^ x)) ^ p3;-254.2807967967467;[0.8671759001162443, 0.5098898901740176, -2.209061355638016, -0.11986709262882682];-254.2807967967467
446;p1 ^ (x / (p2 - x * x));-283.8988613437974;[-0.2133340116826367, -1.1894886871810915, -0.11045030930523454];-283.8988613437974
898;p1 + 1.0 / (x + p2 / p3 ^ x);-298.401606595236;[1.256662000852864, 81.37220799930645, -817.3003610289485, 0.10611282353403173];-298.401606595236
908;x * (p1 + p2 ^ (p3 + x));-390.07416324868746;[0.449005416124551, -0.27541429242782645, -1.363221206059343, 0.08237350101447216];-390.07416324868746
3474;p1 ^ (1.0 / (p2 + x) - p3 ^ x);-408.6005185544225;[-8.936250906985906, 1.6811629826379164, 0.045093947757752835, -0.07826386302470853];-408.6005185544225
22034;p1 + -1.0 / (p2 / (p3 - x) - x);-422.3668214626465;[1.3628838349711832, 0.36645555079360326, 0.33053386474095353, -0.07534349152641123];-422.3668214626465
35806;p1 ^ (abs(3.0 * x) ^ (1.0 / x));-439.24189731780075;[-1.27132627575855, 0.07191186883315245];-439.24189731780075
41264;p1 - abs(p2 + 1.0 / (p3 + x)) ^ p4;-497.93393070182196;[2.262052263951353, -0.772782903719715, 0.30087982514618816, 0.6768993161986618, -0.061148708322969286];-497.93393070182196
60908;p1 / (1.0 / (p2 - x) + p3 ^ x);-556.9439756670192;[-0.30086811261486995, -0.6733527125693481, 0.4528479731674669, 0.05195084686912565];-556.9439756670192
79239;p1 / (1.0 / (p2 + x) - p3 ^ x);-556.9439756680217;[0.3008681136542706, 0.6733527565497107, -0.45284796737000566, -0.05195082241417289];-556.9439756680217
